Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.6172,0.5234,0.7328,0.6054,0.4939,0.6054,0.4639,-0.0144,0.9902,0.0070
2,0.6043,0.5282,0.6937,0.6171,0.6172,0.6171,0.5013,0.0897,0.9773,0.0571
3,0.5874,0.5454,6.9732,0.6081,0.4296,0.6081,0.4605,-0.0136,0.9989,0.0003
4,0.5640,0.5788,0.7322,0.3928,0.5336,0.3928,0.2270,0.0026,0.0059,0.9945
5,0.5356,0.6271,2.8333,0.6063,0.5047,0.6063,0.4640,-0.0084,0.9920,0.0065
6,0.5439,0.6043,11.0534,0.6071,0.4774,0.6071,0.4615,-0.0140,0.9960,0.0024
7,0.5481,0.5908,0.7297,0.3921,0.5824,0.3921,0.2227,0.0084,0.0021,0.9986
8,0.5138,0.6703,17.8923,0.6069,0.4807,0.6069,0.4617,-0.0140,0.9954,0.0028
9,0.5219,0.6364,7.6578,0.6062,0.5018,0.6062,0.4638,-0.0097,0.9919,0.0064
10,0.5087,0.6766,1.2098,0.3922,0.6208,0.3922,0.2227,0.0131,0.0020,0.9991
11,0.5033,0.6729,1.8513,0.6062,0.5475,0.6062,0.4780,0.0190,0.9780,0.0280
12,0.5186,0.6428,1.5652,0.6049,0.5114,0.6049,0.4671,-0.0073,0.9861,0.0122
13,0.5161,0.6451,1.6238,0.6044,0.5142,0.6044,0.4686,-0.0061,0.9836,0.0148
14,0.5189,0.6359,3.3981,0.6061,0.5204,0.6061,0.4665,-0.0017,0.9892,0.0104
15,0.5106,0.6596,12.9023,0.6045,0.4981,0.6045,0.4654,-0.0144,0.9868,0.0100
16,0.5096,0.6554,1.6879,0.6039,0.5018,0.6039,0.4668,-0.0135,0.9842,0.0125
17,0.5056,0.6603,2.5420,0.6038,0.5054,0.6038,0.4677,-0.0117,0.9831,0.0139
