Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8771,0.3361,2.4292,0.1068,0.2580,0.1068,0.0827,0.0499,0.0000,0.9640,0.0000,0.1017
2,0.7099,0.4613,3.0701,0.4280,0.3740,0.4280,0.2600,-0.0081,0.0000,0.0000,0.0040,0.9946
3,0.6457,0.5106,20.1831,0.4282,0.3873,0.4282,0.2611,-0.0051,0.0000,0.0000,0.0054,0.9937
4,0.6056,0.5387,3.2246,0.4288,0.3762,0.4288,0.2630,0.0018,0.0000,0.0000,0.0073,0.9931
5,0.5365,0.5858,5.8987,0.4342,0.4180,0.4342,0.2958,0.0233,0.0000,0.0000,0.0517,0.9603
6,0.4866,0.6177,5.9617,0.4260,0.3863,0.4260,0.3230,0.0069,0.0079,0.0000,0.1035,0.8870
7,0.4498,0.6395,26.6091,0.4262,0.3482,0.4262,0.2608,-0.0224,0.0000,0.0000,0.0062,0.9880
8,0.4201,0.6591,4.6662,0.1483,0.5726,0.1483,0.1436,0.0838,0.9974,0.0045,0.0367,0.1506
9,0.4060,0.6657,5.4988,0.1005,0.7543,0.1005,0.0710,0.0786,1.0000,0.0018,0.0183,0.0579
10,0.3987,0.6695,29.4306,0.0734,0.5895,0.0734,0.0202,0.0252,1.0000,0.0000,0.0055,0.0080
11,0.3909,0.6753,13.2806,0.0796,0.6039,0.0796,0.0324,0.0278,0.9991,0.0000,0.0147,0.0132
12,0.3685,0.6895,8.2961,0.4299,0.4760,0.4299,0.2620,0.0187,0.0000,0.0000,0.0057,0.9972
13,0.3399,0.7041,8.0490,0.1330,0.6656,0.1330,0.1206,0.0897,1.0000,0.0000,0.0200,0.1324
14,0.3272,0.7116,8.8942,0.4137,0.3227,0.4137,0.2762,-0.0513,0.0000,0.0000,0.0352,0.9294
15,0.3449,0.7017,29.7323,0.4380,0.3941,0.4380,0.2714,0.0025,0.0000,0.0000,0.9938,0.0057
16,0.3644,0.6916,8.5386,0.4404,0.4951,0.4404,0.2846,0.0433,0.0018,0.0000,0.9857,0.0193
17,0.4084,0.6610,2.4537,0.2445,0.5734,0.2445,0.2893,0.1438,0.3109,0.8486,0.1764,0.2112
18,0.3689,0.6858,1.0510,0.4477,0.6554,0.4477,0.3858,0.2433,0.3581,0.8847,0.0881,0.7626
19,0.3980,0.6644,6.7037,0.4259,0.3496,0.4259,0.2808,-0.0142,0.0000,0.0000,0.0337,0.9593
20,0.3875,0.6703,4.6952,0.4306,0.5725,0.4306,0.2621,0.0362,0.0000,0.0000,0.0053,0.9994
21,0.4097,0.6580,3.3836,0.4335,0.3921,0.4335,0.2903,0.0241,0.0000,0.0144,0.0391,0.9692
22,0.3783,0.6775,3.5275,0.4399,0.5302,0.4399,0.2865,0.0744,0.0000,0.0000,0.0332,0.9924
23,0.3685,0.6833,4.3002,0.4512,0.5054,0.4512,0.3385,0.0971,0.1944,0.0099,0.0780,0.9408
24,0.3635,0.6861,3.9835,0.2585,0.4239,0.2585,0.2750,0.0359,0.6103,0.0009,0.1257,0.3784
25,0.3572,0.6916,3.9903,0.4377,0.4564,0.4377,0.2904,0.0477,0.0000,0.0000,0.0405,0.9799
26,0.3606,0.6874,5.1561,0.1943,0.6246,0.1943,0.2171,0.1373,0.9991,0.0135,0.0978,0.1938
27,0.3538,0.6914,1.2906,0.5113,0.5633,0.5113,0.4556,0.2508,0.6068,0.1270,0.2036,0.8698
28,0.3580,0.6890,1.0899,0.5014,0.5111,0.5014,0.5021,0.2216,0.6944,0.4189,0.5477,0.4363
29,0.3412,0.7003,1.1492,0.4834,0.5425,0.4834,0.4559,0.2254,0.5394,0.6216,0.2246,0.7182
30,0.3371,0.7048,2.7320,0.2503,0.6576,0.2503,0.2769,0.1684,0.8292,0.4838,0.1031,0.2738
31,0.3472,0.6957,1.0453,0.5027,0.6557,0.5027,0.4628,0.3065,0.6716,0.6505,0.1750,0.7887
32,0.3329,0.7076,7.0487,0.1595,0.7409,0.1595,0.1713,0.1424,0.9956,0.0324,0.0693,0.1393
33,0.3479,0.6941,1.0369,0.5276,0.6147,0.5276,0.5174,0.3226,0.9046,0.3396,0.3062,0.7234
34,0.3505,0.6932,1.5906,0.4455,0.4779,0.4455,0.4003,0.1186,0.3476,0.4063,0.1626,0.7564
35,0.3194,0.7163,4.5088,0.4230,0.3694,0.4230,0.3214,-0.0173,0.0000,0.0054,0.1074,0.8764
36,0.3456,0.6976,1.7812,0.4568,0.4723,0.4568,0.4515,0.0801,0.3109,0.1658,0.4325,0.5492
37,0.3328,0.7059,1.0298,0.5055,0.6289,0.5055,0.4689,0.2975,0.5665,0.7432,0.1895,0.7826
38,0.3313,0.7077,1.7606,0.4566,0.5017,0.4566,0.4000,0.1512,0.3853,0.3766,0.1422,0.8016
39,0.3255,0.7114,3.2794,0.4301,0.4396,0.4301,0.3342,0.0157,0.0018,0.0730,0.1125,0.8769
40,0.3199,0.7164,4.9290,0.4307,0.3895,0.4307,0.3323,0.0036,0.0000,0.0054,0.1226,0.8787
41,0.3209,0.7141,1.1113,0.4836,0.6097,0.4836,0.4293,0.2731,0.6918,0.5991,0.1380,0.7865
42,0.3371,0.7009,1.0292,0.5098,0.5727,0.5098,0.4984,0.2855,0.6506,0.6441,0.2927,0.6889
43,0.3253,0.7089,4.9832,0.4282,0.3883,0.4282,0.3143,-0.0037,0.0000,0.0027,0.0881,0.9085
44,0.3315,0.7033,3.3731,0.4290,0.4292,0.4290,0.3208,0.0087,0.0018,0.0486,0.0898,0.9014
45,0.3159,0.7176,1.3071,0.4735,0.5729,0.4735,0.4086,0.2253,0.5578,0.5604,0.1205,0.8080
46,0.3177,0.7184,1.4489,0.4683,0.5613,0.4683,0.4022,0.2043,0.4816,0.5153,0.1176,0.8176
47,0.3352,0.6996,1.0646,0.5321,0.6520,0.5321,0.5135,0.3417,0.7487,0.6279,0.2614,0.7601
48,0.3184,0.7156,2.8652,0.4291,0.4411,0.4291,0.3344,0.0153,0.0306,0.0730,0.1071,0.8756
49,0.3158,0.7166,3.0075,0.4276,0.4408,0.4276,0.3472,0.0058,0.0158,0.0604,0.1456,0.8371
50,0.3098,0.7224,1.0209,0.5233,0.6233,0.5233,0.5118,0.3238,0.6515,0.7270,0.2807,0.7200
51,0.3153,0.7197,1.6542,0.4419,0.4782,0.4419,0.4270,0.0889,0.1708,0.4225,0.3049,0.6278
52,0.3290,0.7061,2.2058,0.4386,0.4574,0.4386,0.3680,0.0533,0.0858,0.1486,0.1483,0.8356
53,0.3037,0.7242,1.0887,0.4963,0.5808,0.4963,0.4741,0.2653,0.4825,0.7739,0.2372,0.7211
54,0.3071,0.7230,1.1449,0.4929,0.5573,0.4929,0.4658,0.2569,0.6173,0.6225,0.2277,0.7247
55,0.2947,0.7304,0.9469,0.5437,0.6124,0.5437,0.5415,0.3162,0.5368,0.5910,0.3718,0.7133
56,0.3103,0.7278,1.8662,0.4455,0.4897,0.4455,0.4183,0.1071,0.2715,0.4081,0.2266,0.7024
57,0.2967,0.7296,2.6243,0.4380,0.4902,0.4380,0.3569,0.0714,0.1025,0.2216,0.1132,0.8563
58,0.3300,0.7052,1.9178,0.4480,0.4612,0.4480,0.3927,0.0846,0.1821,0.2018,0.1731,0.8088
59,0.3259,0.7044,8.1709,0.4360,0.4265,0.4360,0.3013,0.0299,0.0000,0.0000,0.0592,0.9568
60,0.3275,0.7055,4.2378,0.4263,0.4119,0.4263,0.3193,-0.0066,0.0018,0.0108,0.0979,0.8927
61,0.3474,0.6906,7.8764,0.4331,0.4064,0.4331,0.3031,0.0159,0.0000,0.0000,0.0648,0.9444
62,0.4419,0.6165,7.3726,0.4326,0.3933,0.4326,0.3155,0.0109,0.0000,0.0000,0.0875,0.9199
