Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4565,0.7780,84789.2990,0.6094,0.3713,0.6094,0.4615,1.0000,0.0000
2,0.4281,0.7958,34845.5451,0.6094,0.3713,0.6094,0.4615,1.0000,0.0000
3,0.4215,0.7976,58244.2929,0.6093,0.4271,0.6093,0.4614,0.9999,0.0000
4,0.4177,0.7977,57594.4101,0.6094,0.3713,0.6094,0.4615,1.0000,0.0000
5,0.4143,0.7990,57.7892,0.6092,0.4521,0.6092,0.4615,0.9996,0.0002
6,0.4086,0.8003,2.4273,0.6093,0.3713,0.6093,0.4614,0.9999,0.0000
7,0.4068,0.8012,5.5319,0.3925,0.5594,0.3925,0.2265,0.0059,0.9954
8,0.4056,0.8018,40727.3882,0.6093,0.4314,0.6093,0.4614,0.9998,0.0001
9,0.4041,0.8020,54143.3776,0.6092,0.4172,0.6092,0.4614,0.9997,0.0001
10,0.4010,0.8037,57436.4916,0.6092,0.4527,0.6092,0.4615,0.9996,0.0001
11,0.4000,0.8038,4579.8513,0.6081,0.4714,0.6081,0.4621,0.9969,0.0017
12,0.3992,0.8048,3.2305,0.6132,0.6855,0.6132,0.4725,0.9979,0.0133
13,0.3986,0.8049,36398.0883,0.6090,0.3965,0.6090,0.4613,0.9995,0.0001
14,0.3981,0.8052,22607.9542,0.6092,0.4581,0.6092,0.4615,0.9997,0.0001
15,0.3974,0.8058,226.2767,0.6092,0.4124,0.6092,0.4614,0.9997,0.0001
16,0.3966,0.8057,7990.0896,0.6091,0.5147,0.6091,0.4619,0.9991,0.0009
17,0.3947,0.8067,3.8714,0.6076,0.5030,0.6076,0.4639,0.9941,0.0047
18,0.3942,0.8075,0.8709,0.6109,0.5785,0.6109,0.4910,0.9740,0.0445
19,0.3935,0.8072,0.6993,0.3920,0.4705,0.3920,0.2459,0.0256,0.9636
20,0.3931,0.8076,2.3266,0.6084,0.5080,0.6084,0.4630,0.9966,0.0029
21,0.3929,0.8082,0.6933,0.6341,0.7001,0.6341,0.5256,0.9880,0.0821
22,0.3924,0.8087,19070.2682,0.6087,0.4756,0.6087,0.4619,0.9982,0.0010
23,0.3921,0.8082,15596.3564,0.6085,0.4583,0.6085,0.4617,0.9981,0.0009
24,0.3916,0.8089,10554.6494,0.6081,0.4800,0.6081,0.4623,0.9967,0.0020
25,0.3914,0.8091,5604.3014,0.6089,0.4908,0.6089,0.4619,0.9987,0.0009
26,0.3901,0.8099,11637.2089,0.6086,0.4645,0.6086,0.4617,0.9981,0.0009
27,0.3899,0.8096,5904.8324,0.6078,0.4797,0.6078,0.4625,0.9959,0.0025
28,0.3894,0.8100,60.2291,0.6079,0.5439,0.6079,0.4703,0.9886,0.0140
29,0.3894,0.8099,0.6817,0.6758,0.7303,0.6758,0.6095,0.9751,0.2089
30,0.3890,0.8102,5454.2238,0.6078,0.4740,0.6078,0.4623,0.9961,0.0022
31,0.3889,0.8107,3146.4329,0.6080,0.4967,0.6080,0.4630,0.9957,0.0032
32,0.3886,0.8108,5284.7052,0.6082,0.4598,0.6082,0.4618,0.9973,0.0012
33,0.3885,0.8109,720.4481,0.6085,0.4892,0.6085,0.4622,0.9975,0.0017
34,0.3876,0.8111,1.4347,0.6314,0.6853,0.6314,0.5221,0.9857,0.0786
35,0.3874,0.8107,1342.2003,0.6076,0.5035,0.6076,0.4640,0.9939,0.0049
36,0.3874,0.8111,0.6662,0.6771,0.7455,0.6771,0.6072,0.9831,0.1997
37,0.3872,0.8112,0.7705,0.3732,0.3649,0.3732,0.2467,0.0364,0.8985
