1641499012.0,39.350711,-76.344908,6.3
1641499013.0,39.350711,-76.344908,6.3
1641499014.0,39.350711,-76.344908,6.3
1641499015.0,39.350711,-76.344908,6.3
1641499016.0,39.350711,-76.344908,6.3
1641499017.0,39.350711,-76.344908,6.3
1641499018.0,39.350711,-76.344908,6.3
1641499019.0,39.350711,-76.344908,6.3
1641499020.0,39.350711,-76.344908,6.3
1641499021.0,39.35071,-76.344911,6.3
1641499022.0,39.350709,-76.344919,6.3
1641499023.0,39.350707,-76.344933,6.3
1641499024.0,39.350703,-76.344953,6.2
1641499025.0,39.350698,-76.344987,6.1
1641499026.0,39.350697,-76.345,6.1
1641499027.0,39.350696,-76.345044,6.0
1641499028.0,39.350696,-76.345061,6.0
1641499029.0,39.350698,-76.345098,6.0
1641499030.0,39.350703,-76.345139,5.9
1641499031.0,39.350707,-76.345181,5.9
1641499032.0,39.350713,-76.345223,5.9
1641499033.0,39.35072,-76.345263,5.9
1641499034.0,39.350728,-76.345301,6.0
1641499035.0,39.350715,-76.345348,6.0
1641499036.0,39.350717,-76.345366,6.0
1641499037.0,39.350716,-76.345401,6.0
1641499038.0,39.350696,-76.345445,5.9
1641499039.0,39.350687,-76.345457,5.9
1641499040.0,39.350661,-76.345468,5.9
1641499041.0,39.350633,-76.345461,5.8
1641499042.0,39.350609,-76.345438,5.7
1641499043.0,39.350592,-76.3454,5.7
1641499044.0,39.350587,-76.345354,5.7
1641499045.0,39.35059,-76.345305,5.7
1641499046.0,39.350596,-76.345256,5.7
1641499047.0,39.350604,-76.345207,5.8
1641499048.0,39.350605,-76.345154,5.8
1641499049.0,39.350615,-76.345105,5.8
1641499050.0,39.350627,-76.345055,5.9
1641499051.0,39.350639,-76.345007,6.0
1641499052.0,39.350651,-76.344959,6.1
1641499053.0,39.350664,-76.344912,6.2
1641499054.0,39.350677,-76.344865,6.3
1641499055.0,39.35069,-76.344817,6.4
1641499056.0,39.350703,-76.34477,6.5
1641499057.0,39.350717,-76.344722,6.6
1641499058.0,39.350731,-76.344674,6.7
1641499059.0,39.350745,-76.344626,6.7
1641499060.0,39.350751,-76.344573,6.7
1641499061.0,39.350764,-76.344528,6.8
1641499062.0,39.350778,-76.344483,6.9
1641499063.0,39.350792,-76.344438,6.9
1641499064.0,39.350801,-76.344394,7.0
1641499065.0,39.350801,-76.344351,7.1
1641499066.0,39.350792,-76.344311,7.1
1641499067.0,39.350772,-76.34428,7.3
1641499068.0,39.350737,-76.34426,7.2
1641499069.0,39.350711,-76.34426,7.1
1641499070.0,39.35068,-76.344276,7.0
1641499071.0,39.350646,-76.344303,6.8
1641499072.0,39.350627,-76.344366,6.7
1641499073.0,39.350619,-76.344418,6.4
1641499074.0,39.350608,-76.344494,6.4
1641499075.0,39.350596,-76.344578,6.4
1641499076.0,39.350587,-76.344663,6.3
1641499077.0,39.35058,-76.34475,6.3
1641499078.0,39.350565,-76.344838,6.1
1641499079.0,39.35056,-76.344919,5.9
1641499080.0,39.350555,-76.345005,5.8
1641499081.0,39.350552,-76.345095,5.7
1641499082.0,39.350551,-76.345171,5.7
1641499083.0,39.350554,-76.345243,5.6
1641499084.0,39.35056,-76.345307,5.7
1641499085.0,39.350552,-76.345362,5.7
1641499086.0,39.350545,-76.345411,5.6
1641499087.0,39.350527,-76.345449,5.6
1641499088.0,39.3505,-76.345473,5.6
1641499089.0,39.35047,-76.34548,5.6
