Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,1.2308,0.3586,1.2846,0.4296,0.4340,0.4296,0.2629,0.0000,0.0000,0.0069,0.9950
2,1.1970,0.3724,1.2470,0.4394,0.5909,0.4394,0.2879,0.0470,0.0005,0.0278,0.9891
3,1.1125,0.3825,1.2369,0.4466,0.6281,0.4466,0.3008,0.3122,0.0000,0.0177,0.9751
4,1.0304,0.3833,1.1804,0.4570,0.6152,0.4570,0.3270,0.6665,0.0000,0.0371,0.9244
5,0.9788,0.3910,1.1703,0.4573,0.6346,0.4573,0.3324,0.7322,0.0063,0.0393,0.9114
6,0.9590,0.3947,1.1696,0.4608,0.6347,0.4608,0.3376,0.7282,0.0086,0.0436,0.9156
7,0.9388,0.4024,1.1928,0.4625,0.6353,0.4625,0.3494,0.7251,0.0334,0.0538,0.9058
8,0.9201,0.4120,1.1435,0.4620,0.6317,0.4620,0.3555,0.7086,0.0479,0.0610,0.8975
9,0.9041,0.4170,1.1163,0.4672,0.6329,0.4672,0.3500,0.5805,0.0370,0.0564,0.9360
10,0.8948,0.4211,1.1623,0.4622,0.6422,0.4622,0.3652,0.7157,0.0474,0.0688,0.8891
11,0.8920,0.4194,1.1299,0.4657,0.6413,0.4657,0.3613,0.6798,0.0361,0.0679,0.9055
12,0.8797,0.4248,1.1064,0.4698,0.6103,0.4698,0.3627,0.6129,0.0357,0.0715,0.9218
13,0.8772,0.4258,1.0950,0.4692,0.6329,0.4692,0.3620,0.7024,0.0325,0.0672,0.9113
14,0.8621,0.4326,1.0588,0.4791,0.6344,0.4791,0.3811,0.6550,0.0510,0.0897,0.9158
15,0.8498,0.4375,1.1603,0.4677,0.6435,0.4677,0.3685,0.6958,0.0605,0.0711,0.9006
16,0.8468,0.4388,1.1004,0.4698,0.6402,0.4698,0.3615,0.6816,0.0555,0.0644,0.9152
17,0.8324,0.4419,1.1524,0.4753,0.6345,0.4753,0.3796,0.7481,0.0271,0.0856,0.9004
18,0.8215,0.4443,1.0924,0.4758,0.6339,0.4758,0.3733,0.7064,0.0497,0.0790,0.9115
19,0.7988,0.4517,1.0606,0.4810,0.6324,0.4810,0.3757,0.6439,0.0334,0.0841,0.9304
20,0.7910,0.4550,1.0737,0.4821,0.6318,0.4821,0.3808,0.6869,0.0352,0.0889,0.9213
21,0.7826,0.4581,1.0787,0.4775,0.6399,0.4775,0.3617,0.6275,0.0163,0.0677,0.9444
22,0.7769,0.4594,1.0578,0.4826,0.6401,0.4826,0.3796,0.6998,0.0456,0.0843,0.9234
