Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.6829,0.2129,3.1187,0.1465,0.4001,0.1465,0.1186,0.1099,0.3196,0.7930,0.0166,0.2378,0.0954,0.0584,0.0258,0.4448,0.0111,0.0156,0.8337,0.3409,0.0614,0.8667
2,1.1059,0.3932,2.8328,0.1983,0.3985,0.1983,0.1730,0.1555,0.3003,0.7313,0.0419,0.3678,0.2733,0.1738,0.0387,0.5651,0.0094,0.0029,0.8753,0.3143,0.1144,0.8489
3,0.9728,0.4430,2.8885,0.2105,0.3819,0.2105,0.1902,0.1671,0.4233,0.7753,0.0682,0.3681,0.3200,0.1985,0.0548,0.5217,0.0089,0.0127,0.9022,0.3030,0.1278,0.6978
4,0.9056,0.4665,2.8730,0.2353,0.3543,0.2353,0.2166,0.1859,0.3526,0.6828,0.0944,0.4339,0.2549,0.2990,0.0870,0.6410,0.0251,0.0352,0.8697,0.2691,0.1297,0.5022
5,0.8600,0.4842,2.8584,0.2466,0.3543,0.2466,0.2355,0.1931,0.4757,0.7181,0.1071,0.4312,0.2842,0.3517,0.0322,0.4970,0.0389,0.1193,0.7494,0.2545,0.1381,0.6222
6,0.8219,0.4993,2.8983,0.2521,0.3621,0.2521,0.2274,0.2035,0.5253,0.7753,0.1130,0.4753,0.2191,0.3048,0.0397,0.6154,0.0216,0.0704,0.9584,0.2565,0.1513,0.5111
7,0.7918,0.5111,2.7096,0.2629,0.3584,0.2629,0.2327,0.2132,0.5106,0.7313,0.1207,0.5737,0.2950,0.2507,0.0945,0.5947,0.0198,0.0411,0.9449,0.2718,0.1859,0.4844
8,0.7681,0.5221,2.7698,0.2723,0.3617,0.2723,0.2514,0.2189,0.3875,0.7093,0.1324,0.5536,0.2983,0.3498,0.1182,0.6164,0.0311,0.0606,0.8764,0.2704,0.1767,0.4667
9,0.7419,0.5320,2.8572,0.2674,0.3656,0.2674,0.2428,0.2145,0.3361,0.7313,0.1130,0.5143,0.2430,0.4087,0.1171,0.6213,0.0273,0.0499,0.8596,0.3143,0.1379,0.5333
10,0.7214,0.5410,2.8466,0.2694,0.3712,0.2694,0.2515,0.2145,0.3113,0.7621,0.1402,0.5804,0.2885,0.3593,0.0988,0.5651,0.0511,0.0577,0.8528,0.2837,0.1331,0.4489
11,0.7051,0.5480,2.7587,0.2769,0.3636,0.2769,0.2464,0.2217,0.4692,0.7445,0.1441,0.5898,0.3406,0.4020,0.0537,0.6834,0.0360,0.0674,0.6461,0.2512,0.1355,0.4578
12,0.6942,0.5526,2.6876,0.2864,0.3746,0.2864,0.2606,0.2306,0.2966,0.7137,0.1412,0.6102,0.3200,0.4249,0.0666,0.6243,0.0325,0.0850,0.7461,0.3169,0.1782,0.4267
13,0.6726,0.5621,2.6940,0.2929,0.3679,0.2929,0.2631,0.2373,0.3462,0.7269,0.1217,0.5706,0.3829,0.4515,0.1074,0.6874,0.0457,0.0362,0.8146,0.2963,0.1561,0.5422
14,0.6685,0.5662,2.7382,0.2863,0.3845,0.2863,0.2573,0.2305,0.3076,0.7313,0.1431,0.6644,0.2581,0.3957,0.1160,0.6124,0.0421,0.1320,0.7876,0.2884,0.1374,0.4933
15,0.6553,0.5713,2.8033,0.2836,0.3631,0.2836,0.2579,0.2296,0.5445,0.6916,0.1899,0.6392,0.1876,0.3045,0.1031,0.6174,0.0543,0.0811,0.9315,0.2372,0.1621,0.4400
16,0.6453,0.5757,2.7429,0.2986,0.3680,0.2986,0.2733,0.2435,0.5142,0.7137,0.1461,0.6273,0.2722,0.3306,0.1192,0.6460,0.0527,0.0714,0.8966,0.2704,0.2288,0.4622
17,0.6272,0.5832,2.7357,0.2994,0.3740,0.2994,0.2709,0.2394,0.2948,0.7093,0.2142,0.5201,0.2907,0.5597,0.1439,0.6854,0.0313,0.0987,0.5360,0.2585,0.2209,0.4044
18,0.6227,0.5863,2.9619,0.2905,0.3940,0.2905,0.2638,0.2355,0.3535,0.6916,0.1860,0.6230,0.3059,0.4276,0.1160,0.6548,0.0328,0.0938,0.7730,0.2279,0.1791,0.3556
19,0.6161,0.5873,2.8038,0.3066,0.3812,0.3066,0.2835,0.2486,0.3104,0.7093,0.1772,0.6203,0.3395,0.4441,0.1557,0.6795,0.0476,0.0714,0.6978,0.2718,0.2367,0.4578
20,0.6046,0.5936,2.9000,0.3075,0.4033,0.3075,0.2871,0.2525,0.4848,0.6520,0.1616,0.6931,0.2364,0.3646,0.1719,0.6134,0.0700,0.1007,0.8202,0.2625,0.1998,0.4222
21,0.6012,0.5957,2.8460,0.3021,0.4127,0.3021,0.2834,0.2473,0.3802,0.6652,0.1480,0.7010,0.3048,0.3103,0.1515,0.6183,0.0839,0.1085,0.8865,0.2492,0.1954,0.4844
22,0.5930,0.6014,2.9680,0.3038,0.4276,0.3038,0.2747,0.2508,0.4068,0.7225,0.1782,0.6702,0.2993,0.3840,0.1332,0.6785,0.0654,0.1114,0.8978,0.2512,0.1544,0.4756
23,0.5822,0.6055,2.9612,0.3014,0.4116,0.3014,0.2789,0.2440,0.4426,0.6828,0.1685,0.6885,0.2972,0.4139,0.0881,0.6568,0.0803,0.1505,0.6517,0.2086,0.1451,0.4044
24,0.5748,0.6081,3.0147,0.2781,0.4530,0.2781,0.2399,0.2296,0.2645,0.6167,0.1870,0.8121,0.2744,0.1815,0.1074,0.6331,0.0649,0.1681,0.9236,0.2870,0.1120,0.4756
25,0.5523,0.6203,3.0257,0.3145,0.4146,0.3145,0.2958,0.2581,0.3691,0.6872,0.1587,0.6617,0.3525,0.4039,0.1418,0.6607,0.0898,0.0938,0.8416,0.2299,0.2074,0.4222
26,0.5390,0.6265,3.0179,0.3142,0.3926,0.3142,0.2976,0.2533,0.3251,0.6696,0.1967,0.6492,0.2516,0.4345,0.1547,0.6726,0.1158,0.1378,0.7899,0.2518,0.1583,0.4044
27,0.5322,0.6287,3.1225,0.3068,0.4040,0.3068,0.2897,0.2487,0.3269,0.6828,0.1957,0.6955,0.3362,0.3876,0.1128,0.6450,0.0812,0.1642,0.5966,0.2419,0.2089,0.3867
28,0.5264,0.6318,3.1267,0.3154,0.4059,0.3154,0.3017,0.2571,0.2984,0.6828,0.1879,0.6714,0.3579,0.3972,0.1439,0.6174,0.1036,0.0890,0.8281,0.2392,0.2108,0.4533
29,0.5221,0.6330,3.1512,0.3171,0.4050,0.3171,0.2969,0.2594,0.2948,0.6916,0.1714,0.6632,0.3167,0.4214,0.1472,0.6726,0.0901,0.1124,0.7921,0.2924,0.2077,0.4267
30,0.5160,0.6363,3.1382,0.3179,0.3917,0.3179,0.3013,0.2590,0.3535,0.6960,0.1714,0.6285,0.3015,0.4003,0.1203,0.6844,0.0974,0.1378,0.8292,0.2505,0.2386,0.4889
31,0.5166,0.6373,3.0971,0.3177,0.3902,0.3177,0.3012,0.2571,0.3251,0.6564,0.1811,0.6647,0.2679,0.4044,0.1386,0.6696,0.0944,0.1789,0.7191,0.2538,0.2388,0.4311
