Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.5797,0.3985,2.1318,0.3018,0.3414,0.3018,0.2743,0.0028,0.1503,0.0858,0.0664,0.0861,0.2491,0.1546,0.4852,0.5933,0.4892,0.7097,0.0391,0.2442,0.1393
2,1.4100,0.4618,1.9600,0.3262,0.3289,0.3262,0.2993,0.0165,0.0566,0.0512,0.0894,0.2929,0.4458,0.2199,0.5882,0.5150,0.0919,0.6398,0.0719,0.3353,0.0315
3,1.3578,0.4820,1.9331,0.3331,0.3420,0.3331,0.3166,0.0110,0.0828,0.2193,0.1386,0.2306,0.3354,0.1509,0.6207,0.5109,0.1515,0.8535,0.0679,0.3778,0.0494
4,1.3244,0.4955,1.9771,0.3338,0.3341,0.3338,0.3105,0.0151,0.1525,0.1438,0.0926,0.1992,0.3905,0.2258,0.5586,0.5053,0.1173,0.7701,0.0620,0.4191,0.0584
5,1.2988,0.5065,2.0535,0.3096,0.2971,0.3096,0.2780,0.0000,0.2179,0.0643,0.1098,0.1132,0.2527,0.1712,0.5611,0.4366,0.1970,0.6616,0.0219,0.5623,0.0404
6,1.2755,0.5167,2.0541,0.3244,0.3239,0.3244,0.3098,0.0147,0.1961,0.0960,0.1742,0.1890,0.3448,0.1691,0.6020,0.4199,0.3133,0.6326,0.0205,0.4801,0.0517
7,1.2516,0.5263,2.0179,0.3315,0.3236,0.3315,0.3159,0.0381,0.1612,0.1135,0.1675,0.1803,0.4035,0.1386,0.5724,0.3788,0.2986,0.7864,0.0262,0.5081,0.1011
8,1.2026,0.5458,2.0442,0.3316,0.3274,0.3316,0.3238,0.0294,0.2854,0.1096,0.2130,0.2133,0.4297,0.1075,0.5567,0.3936,0.3152,0.7729,0.0706,0.4084,0.0719
9,1.1822,0.5543,2.1659,0.3257,0.3317,0.3257,0.3064,0.0280,0.1612,0.1257,0.1116,0.0975,0.3012,0.3012,0.5852,0.4499,0.1686,0.8669,0.0494,0.4968,0.0584
10,1.1648,0.5616,2.2057,0.3206,0.3425,0.3206,0.3169,0.0073,0.1612,0.0960,0.1680,0.1760,0.4034,0.2049,0.5882,0.4364,0.3724,0.6801,0.1153,0.3198,0.0517
11,1.1474,0.5695,2.1488,0.3289,0.3172,0.3289,0.3124,0.0133,0.2179,0.0716,0.1651,0.1142,0.4057,0.1685,0.5389,0.4036,0.3260,0.7752,0.0414,0.4763,0.0427
12,1.1310,0.5767,2.1867,0.3231,0.3245,0.3231,0.3146,0.0156,0.1917,0.0863,0.1683,0.2788,0.3884,0.1782,0.5897,0.3853,0.2199,0.8110,0.0928,0.4268,0.0629
13,1.0983,0.5899,2.1934,0.3311,0.3287,0.3311,0.3189,0.0216,0.2375,0.0989,0.1554,0.1825,0.3823,0.2188,0.5901,0.4708,0.1808,0.8249,0.0729,0.3835,0.0629
14,1.0863,0.5951,2.2356,0.3214,0.3220,0.3214,0.3148,0.0183,0.1983,0.1072,0.1800,0.2133,0.4126,0.2055,0.5872,0.3687,0.2566,0.7914,0.0742,0.4113,0.0764
15,1.0762,0.5989,2.2954,0.3251,0.3196,0.3251,0.3123,0.0188,0.1895,0.0780,0.1472,0.1857,0.3811,0.1814,0.5872,0.4468,0.2649,0.7416,0.0527,0.4112,0.0472
16,1.0667,0.6034,2.3017,0.3206,0.3332,0.3206,0.3194,0.0294,0.2375,0.1223,0.1903,0.1651,0.3621,0.2146,0.5522,0.4128,0.2160,0.7405,0.0878,0.4064,0.0674
