Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,1.0120,0.4297,1.1949,0.3648,0.4835,0.3648,0.3731,0.3526,0.7218,0.4224,0.2094
2,0.9323,0.4750,1.2630,0.3596,0.5028,0.3596,0.3798,0.1341,0.8944,0.3017,0.3564
3,0.9062,0.4882,1.2052,0.3914,0.5061,0.3914,0.4106,0.3059,0.7791,0.3912,0.3177
4,0.8833,0.4987,1.3722,0.3332,0.5168,0.3332,0.3540,0.0966,0.9350,0.3188,0.2642
5,0.8491,0.5118,1.2231,0.4046,0.4880,0.4046,0.4210,0.2626,0.6743,0.4493,0.3219
6,0.8034,0.5286,1.3197,0.3899,0.4978,0.3899,0.4101,0.1999,0.7586,0.4024,0.3344
7,0.7602,0.5453,1.3493,0.3750,0.4924,0.3750,0.3964,0.2907,0.6804,0.4029,0.2878
8,0.7190,0.5603,1.3663,0.4037,0.4829,0.4037,0.4094,0.1333,0.6626,0.3028,0.5336
9,0.6868,0.5741,1.3993,0.4196,0.4724,0.4196,0.4298,0.1805,0.6352,0.4911,0.3450
10,0.6592,0.5857,1.4006,0.4079,0.4716,0.4079,0.4228,0.1862,0.5913,0.3796,0.4563
11,0.6336,0.5964,1.4870,0.4059,0.4707,0.4059,0.4203,0.1441,0.6532,0.4341,0.3814
12,0.6120,0.6058,1.4521,0.4383,0.4736,0.4383,0.4487,0.1797,0.5409,0.4654,0.4506
13,0.5945,0.6141,1.4841,0.4278,0.4752,0.4278,0.4366,0.1878,0.5235,0.3792,0.5276
14,0.5799,0.6212,1.5227,0.4297,0.4749,0.4297,0.4388,0.2041,0.4825,0.3830,0.5340
15,0.5642,0.6285,1.6028,0.4308,0.4685,0.4308,0.4359,0.1114,0.5677,0.4102,0.5082
16,0.5501,0.6349,1.6299,0.4128,0.4658,0.4128,0.4222,0.1283,0.5974,0.3820,0.4810
17,0.5030,0.6544,1.6351,0.4405,0.4680,0.4405,0.4478,0.1751,0.4865,0.4472,0.4933
18,0.4898,0.6622,1.7580,0.4387,0.4669,0.4387,0.4421,0.1306,0.5049,0.4183,0.5307
19,0.4824,0.6665,1.7778,0.4371,0.4613,0.4371,0.4451,0.1964,0.4505,0.4618,0.4697
20,0.4745,0.6707,1.7687,0.4342,0.4644,0.4342,0.4392,0.1508,0.4903,0.4128,0.5231
