Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.3368,0.4954,1.9393,0.3483,0.3887,0.3483,0.3566,0.0812,0.3725,0.1340,0.2686,0.2095,0.3930,0.2852,0.7148,0.4650,0.2928,0.7707,0.1034,0.2870,0.1753
2,1.1103,0.5710,1.7405,0.3814,0.4264,0.3814,0.3919,0.0628,0.3856,0.1306,0.4346,0.3822,0.4069,0.2777,0.7241,0.4142,0.2561,0.4927,0.1991,0.4317,0.1888
3,1.0097,0.6061,1.7312,0.4130,0.4314,0.4130,0.4107,0.0482,0.4314,0.2422,0.3253,0.2918,0.4589,0.2317,0.7734,0.4596,0.2297,0.6639,0.1528,0.5703,0.3461
4,0.9608,0.6250,1.7230,0.4184,0.4316,0.4184,0.4192,0.0486,0.4074,0.1764,0.3936,0.2561,0.4724,0.2194,0.7729,0.4431,0.3553,0.7673,0.3038,0.4758,0.4876
5,0.9263,0.6388,1.8468,0.4103,0.4410,0.4103,0.4101,0.0257,0.4728,0.1481,0.4646,0.3194,0.3650,0.2809,0.7404,0.5356,0.2488,0.6885,0.2164,0.4083,0.3213
6,0.8997,0.6495,1.8011,0.4119,0.4284,0.4119,0.4145,0.0917,0.4510,0.1779,0.4555,0.2144,0.4553,0.2434,0.7640,0.4717,0.3700,0.5783,0.2008,0.4364,0.2787
7,0.8779,0.6579,1.8174,0.4064,0.4248,0.4064,0.4056,0.1353,0.4728,0.1696,0.3299,0.2664,0.4566,0.2488,0.7557,0.3959,0.2419,0.4743,0.2316,0.6311,0.3551
8,0.8604,0.6658,1.8939,0.4094,0.4262,0.4094,0.4104,0.0945,0.3965,0.1652,0.3413,0.3563,0.4738,0.1455,0.7788,0.4611,0.2893,0.5632,0.2101,0.5183,0.3034
9,0.8041,0.6881,1.9585,0.4105,0.4222,0.4105,0.4128,0.1312,0.4379,0.1983,0.4001,0.2204,0.4443,0.2477,0.7547,0.4530,0.1999,0.5436,0.2628,0.5192,0.3416
10,0.7829,0.6967,2.0612,0.4063,0.4362,0.4063,0.4119,0.1472,0.4183,0.1754,0.3332,0.1500,0.4349,0.2611,0.7320,0.4215,0.4115,0.5263,0.2455,0.5767,0.4247
11,0.7677,0.7029,2.0920,0.4101,0.4216,0.4101,0.4103,0.0922,0.3704,0.1598,0.3937,0.1462,0.4422,0.2434,0.7108,0.4553,0.3739,0.5710,0.2034,0.5433,0.3663
12,0.7552,0.7084,2.0914,0.4069,0.4217,0.4069,0.4087,0.0780,0.3529,0.1935,0.3820,0.2074,0.4545,0.2798,0.7034,0.4632,0.2698,0.5022,0.2074,0.5242,0.3438
