Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9271,0.4808,1.2947,0.4435,0.3444,0.4435,0.3491,0.0007,0.0000,0.8550,0.1515
2,0.8992,0.4928,1.2602,0.4555,0.2121,0.4555,0.2853,0.0003,0.0000,0.9997,0.0000
3,0.8847,0.4940,1.2615,0.3800,0.3192,0.3800,0.3214,0.0010,0.0000,0.2705,0.7207
4,0.8627,0.5084,1.2453,0.4599,0.3979,0.4599,0.3939,0.0211,0.0000,0.7863,0.2808
5,0.7797,0.5856,1.0610,0.5454,0.5581,0.5454,0.4755,0.0000,0.1206,0.9224,0.3150
6,0.7483,0.6032,1.0157,0.5750,0.5725,0.5750,0.5358,0.0014,0.1376,0.7021,0.6744
7,0.7086,0.6466,0.9694,0.6092,0.5905,0.6092,0.5674,0.0003,0.1847,0.7835,0.6522
8,0.6868,0.6626,0.9426,0.6142,0.5978,0.6142,0.5741,0.0027,0.1898,0.7787,0.6705
9,0.6738,0.6674,0.9627,0.6171,0.6323,0.6171,0.5715,0.0003,0.1609,0.8090,0.6489
10,0.6650,0.6728,0.9614,0.6149,0.6500,0.6149,0.5657,0.0095,0.1609,0.8723,0.5599
11,0.6575,0.6753,0.9298,0.6237,0.6782,0.6237,0.5865,0.0333,0.1629,0.7173,0.7770
12,0.6490,0.6810,0.9517,0.6197,0.6613,0.6197,0.5749,0.0584,0.1715,0.8915,0.5344
13,0.6400,0.6857,0.9385,0.6326,0.6552,0.6326,0.5976,0.1009,0.1839,0.8208,0.6479
14,0.6326,0.6880,0.9135,0.6354,0.6836,0.6354,0.6001,0.1060,0.1396,0.7550,0.7520
15,0.6252,0.6910,0.8735,0.6413,0.6508,0.6413,0.6163,0.1804,0.2280,0.7996,0.6681
16,0.6203,0.6925,0.8914,0.6429,0.6748,0.6429,0.6091,0.1294,0.1958,0.8441,0.6369
17,0.6116,0.6955,0.8692,0.6531,0.6683,0.6531,0.6290,0.2031,0.2219,0.7971,0.7011
