Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
18,0.6052,0.6986,0.8626,0.6497,0.6805,0.6497,0.6274,0.2201,0.1964,0.7259,0.7866
19,0.6084,0.6961,0.8785,0.6540,0.6757,0.6540,0.6285,0.2181,0.1900,0.7832,0.7278
20,0.5958,0.7018,0.8452,0.6553,0.6789,0.6553,0.6281,0.2106,0.1984,0.8196,0.6840
21,0.5874,0.7051,0.8502,0.6606,0.6778,0.6606,0.6387,0.2524,0.2202,0.7801,0.7332
22,0.5823,0.7070,0.8445,0.6661,0.6911,0.6661,0.6427,0.2636,0.1958,0.7890,0.7422
23,0.5742,0.7112,0.8397,0.6627,0.7008,0.6627,0.6398,0.2497,0.1928,0.7525,0.7834
24,0.5642,0.7125,0.8182,0.6730,0.7045,0.6730,0.6499,0.2588,0.2100,0.7972,0.7478
25,0.6014,0.6966,0.8571,0.6550,0.6727,0.6550,0.6305,0.2582,0.1773,0.7772,0.7328
26,0.5667,0.7108,0.8249,0.6663,0.6836,0.6663,0.6466,0.3492,0.1979,0.7730,0.7433
27,0.5538,0.7168,0.8239,0.6683,0.6935,0.6683,0.6420,0.2792,0.1862,0.8373,0.6859
28,0.5454,0.7191,0.8163,0.6592,0.6903,0.6592,0.6425,0.3767,0.2014,0.6951,0.8157
29,0.5307,0.7254,0.7909,0.6777,0.6982,0.6777,0.6558,0.3502,0.1895,0.8055,0.7360
30,0.5248,0.7274,0.7905,0.6746,0.6988,0.6746,0.6554,0.3458,0.2123,0.7685,0.7687
31,0.5224,0.7289,0.7798,0.6846,0.7040,0.6846,0.6635,0.3539,0.2138,0.8269,0.7198
32,0.5192,0.7286,0.7662,0.6876,0.7023,0.6876,0.6697,0.3933,0.2268,0.8029,0.7461
33,0.5138,0.7301,0.7632,0.6825,0.6933,0.6825,0.6670,0.4623,0.2356,0.8035,0.7127
34,0.5092,0.7317,0.7639,0.6835,0.7056,0.6835,0.6623,0.3767,0.2002,0.8212,0.7231
35,0.5035,0.7346,0.7607,0.6874,0.7087,0.6874,0.6676,0.3862,0.2088,0.8077,0.7465
36,0.4992,0.7345,0.7526,0.6870,0.7111,0.6870,0.6645,0.3872,0.1822,0.8191,0.7386
37,0.4917,0.7389,0.7492,0.6916,0.7085,0.6916,0.6735,0.4531,0.2105,0.8094,0.7405
38,0.4891,0.7392,0.7553,0.6899,0.7165,0.6899,0.6679,0.3679,0.1915,0.8159,0.7523
39,0.4888,0.7391,0.7305,0.6958,0.7127,0.6958,0.6801,0.4382,0.2409,0.7940,0.7663
40,0.4863,0.7413,0.7404,0.6948,0.7164,0.6948,0.6760,0.3964,0.2174,0.8033,0.7681
41,0.4859,0.7412,0.7332,0.6978,0.7165,0.6978,0.6830,0.4701,0.2376,0.7843,0.7778
42,0.4814,0.7409,0.7471,0.6943,0.7122,0.6943,0.6765,0.4440,0.2197,0.8066,0.7509
43,0.4781,0.7437,0.7377,0.6948,0.7147,0.6948,0.6768,0.4487,0.2118,0.7989,0.7633
44,0.4778,0.7448,0.7388,0.6946,0.7111,0.6946,0.6776,0.4735,0.2227,0.8107,0.7390
45,0.4761,0.7450,0.7336,0.6968,0.7121,0.6968,0.6808,0.4847,0.2313,0.8076,0.7439
46,0.4715,0.7465,0.7324,0.6976,0.7152,0.6976,0.6818,0.4766,0.2326,0.7967,0.7616
47,0.4683,0.7475,0.7297,0.6969,0.7212,0.6969,0.6788,0.4083,0.2199,0.7932,0.7834
48,0.4668,0.7491,0.7315,0.6973,0.7148,0.6973,0.6802,0.4552,0.2275,0.8113,0.7483
49,0.4665,0.7488,0.7267,0.6981,0.7180,0.6981,0.6819,0.4603,0.2298,0.7902,0.7759
