Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4563,0.7932,1.3286,0.6094,0.6024,0.6094,0.5045,0.0801,0.9628
2,0.4282,0.8054,0.4936,0.7772,0.7966,0.7772,0.7794,0.8442,0.7324
3,0.4157,0.8100,0.4855,0.7885,0.7890,0.7885,0.7887,0.7424,0.8193
4,0.4069,0.8133,0.6271,0.6957,0.7086,0.6957,0.6655,0.3639,0.9173
5,0.3986,0.8163,0.6137,0.7220,0.7855,0.7220,0.7216,0.9103,0.5963
6,0.3905,0.8192,0.4975,0.7835,0.7825,0.7835,0.7829,0.7124,0.8310
7,0.3824,0.8220,0.6926,0.7016,0.7827,0.7016,0.6987,0.9265,0.5514
8,0.3640,0.8290,0.8132,0.6822,0.7801,0.6822,0.6763,0.9388,0.5109
9,0.3553,0.8334,1.5092,0.6182,0.7677,0.6182,0.5974,0.9617,0.3889
10,0.3475,0.8372,0.6701,0.7605,0.7600,0.7605,0.7602,0.6939,0.8050
11,0.3395,0.8409,1.5631,0.6934,0.7566,0.6934,0.6926,0.8804,0.5685
