Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9823,0.2504,2.3377,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
2,0.9684,0.2514,2.3961,0.0712,0.7864,0.0712,0.0159,0.0303,1.0000,0.0000,0.0034,0.0051
3,0.9645,0.2573,2.5379,0.0751,0.7753,0.0751,0.0238,0.0436,0.9991,0.0000,0.0062,0.0116
4,0.9604,0.2615,2.4433,0.0747,0.7907,0.0747,0.0229,0.0432,0.9991,0.0000,0.0073,0.0094
5,0.9616,0.2611,2.3384,0.0786,0.6582,0.0786,0.0305,0.0434,0.9991,0.0000,0.0093,0.0164
6,0.9560,0.2655,2.4276,0.0780,0.6779,0.0780,0.0295,0.0438,0.9991,0.0000,0.0086,0.0159
7,0.9547,0.2659,2.3244,0.0801,0.6535,0.0801,0.0335,0.0457,0.9991,0.0000,0.0112,0.0181
8,0.9519,0.2665,2.3602,0.0898,0.5600,0.0898,0.0515,0.0485,0.9991,0.0000,0.0146,0.0372
9,0.9392,0.2731,2.2213,0.0938,0.6977,0.0938,0.0595,0.0722,0.9991,0.0000,0.0255,0.0353
10,0.9159,0.2837,2.0886,0.1041,0.7045,0.1041,0.0788,0.0830,0.9947,0.0045,0.0329,0.0517
11,0.8954,0.2989,2.2991,0.1135,0.7311,0.1135,0.0910,0.0701,0.9457,0.1658,0.0380,0.0516
12,0.8568,0.3297,2.0254,0.1243,0.7149,0.1243,0.1109,0.0834,0.9764,0.1045,0.0403,0.0789
13,0.8303,0.3539,2.2047,0.1268,0.7434,0.1268,0.1109,0.0805,0.9335,0.2162,0.0447,0.0701
14,0.8098,0.3727,2.1758,0.1343,0.7141,0.1343,0.1245,0.0826,0.9037,0.2360,0.0456,0.0883
15,0.7899,0.3883,2.2542,0.1312,0.7697,0.1312,0.1185,0.0825,0.9028,0.2523,0.0515,0.0726
16,0.7785,0.3969,2.4417,0.1196,0.7634,0.1196,0.0966,0.0693,0.8748,0.2964,0.0402,0.0548
17,0.7501,0.4123,2.2383,0.1454,0.7143,0.1454,0.1424,0.0891,0.8616,0.2928,0.0587,0.0986
18,0.7425,0.4204,2.1432,0.1469,0.7057,0.1469,0.1448,0.0885,0.8433,0.3108,0.0587,0.1022
