Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
19,0.7360,0.4240,2.2785,0.1457,0.7097,0.1457,0.1430,0.0873,0.8494,0.3036,0.0595,0.0989
20,0.7302,0.4276,2.2057,0.1533,0.6761,0.1533,0.1528,0.0898,0.8590,0.2973,0.0529,0.1228
21,0.7214,0.4312,1.9718,0.1631,0.6635,0.1631,0.1672,0.0957,0.8660,0.2847,0.0556,0.1436
22,0.7214,0.4337,2.0605,0.1657,0.6774,0.1657,0.1712,0.1011,0.8546,0.3180,0.0626,0.1392
23,0.7185,0.4355,2.1388,0.1333,0.7608,0.1333,0.1219,0.0793,0.8476,0.3144,0.0633,0.0646
24,0.7103,0.4398,2.1157,0.1635,0.6755,0.1635,0.1679,0.0984,0.8459,0.3306,0.0635,0.1326
25,0.7012,0.4460,2.1016,0.1655,0.6707,0.1655,0.1698,0.0987,0.8231,0.3703,0.0660,0.1323
26,0.6973,0.4473,1.9720,0.1699,0.6720,0.1699,0.1743,0.1017,0.8433,0.3514,0.0580,0.1504
27,0.6869,0.4528,2.0857,0.1687,0.6999,0.1687,0.1775,0.1064,0.8398,0.3459,0.0804,0.1261
28,0.6896,0.4523,2.0358,0.1706,0.6630,0.1706,0.1751,0.0993,0.7995,0.4072,0.0621,0.1464
29,0.6816,0.4584,1.9057,0.1691,0.6903,0.1691,0.1767,0.1043,0.8065,0.3964,0.0804,0.1246
30,0.6764,0.4593,2.2302,0.1569,0.7265,0.1569,0.1598,0.0989,0.8503,0.3297,0.0770,0.1029
31,0.6691,0.4636,2.0484,0.1739,0.6971,0.1739,0.1841,0.1088,0.8126,0.3946,0.0871,0.1283
32,0.6740,0.4628,1.9892,0.1749,0.7014,0.1749,0.1859,0.1099,0.8109,0.3955,0.0894,0.1283
33,0.6653,0.4679,2.2213,0.1628,0.6858,0.1628,0.1675,0.0999,0.8511,0.3297,0.0699,0.1239
34,0.6581,0.4714,1.8600,0.1681,0.6905,0.1681,0.1741,0.1013,0.7750,0.4468,0.0890,0.1108
35,0.6596,0.4726,2.1770,0.1707,0.7024,0.1707,0.1789,0.1070,0.8222,0.3892,0.0863,0.1210
36,0.6576,0.4741,1.9521,0.1806,0.6463,0.1806,0.1905,0.1053,0.8240,0.3811,0.0769,0.1546
37,0.6432,0.4821,1.7884,0.1939,0.6415,0.1939,0.2068,0.1120,0.8012,0.4117,0.0755,0.1860
38,0.6398,0.4833,1.8869,0.1876,0.6520,0.1876,0.2008,0.1106,0.8047,0.4063,0.0832,0.1636
39,0.6378,0.4842,1.8275,0.1920,0.6489,0.1920,0.2067,0.1145,0.8144,0.4000,0.0850,0.1716
40,0.6368,0.4870,1.9514,0.1880,0.6721,0.1880,0.2038,0.1163,0.8249,0.3883,0.0956,0.1515
41,0.6345,0.4903,2.0293,0.1754,0.7148,0.1754,0.1868,0.1107,0.8117,0.3991,0.0958,0.1222
42,0.6317,0.4910,1.9117,0.1866,0.6657,0.1866,0.2013,0.1149,0.8345,0.3775,0.0928,0.1512
43,0.6314,0.4926,1.9509,0.1840,0.6558,0.1840,0.1955,0.1098,0.7907,0.4378,0.0863,0.1494
44,0.6262,0.4956,1.8151,0.2048,0.6745,0.2048,0.2259,0.1268,0.7802,0.4369,0.0912,0.1948
45,0.6280,0.4940,1.7715,0.2093,0.6456,0.2093,0.2287,0.1258,0.7995,0.4288,0.0902,0.2044
46,0.6210,0.5002,1.8480,0.1900,0.6537,0.1900,0.2039,0.1138,0.8039,0.4234,0.0890,0.1607
47,0.6258,0.4992,1.8084,0.2119,0.6585,0.2119,0.2313,0.1287,0.7890,0.4423,0.0857,0.2148
48,0.6215,0.5044,1.9051,0.1895,0.6649,0.1895,0.2047,0.1152,0.8082,0.4171,0.0965,0.1523
49,0.6182,0.5088,1.8862,0.1950,0.6526,0.1950,0.2109,0.1160,0.8039,0.4207,0.0902,0.1716
50,0.6187,0.5086,1.8594,0.2072,0.6744,0.2072,0.2291,0.1295,0.8012,0.4261,0.0971,0.1926
51,0.6171,0.5107,1.7984,0.2115,0.6537,0.2115,0.2287,0.1264,0.7855,0.4441,0.0778,0.2222
52,0.6160,0.5173,1.8394,0.2152,0.6970,0.2152,0.2425,0.1388,0.7846,0.4324,0.1018,0.2082
53,0.6139,0.5168,1.7497,0.2444,0.6610,0.2444,0.2706,0.1518,0.7855,0.4387,0.0920,0.2853
54,0.6115,0.5222,1.7949,0.2232,0.6596,0.2232,0.2452,0.1361,0.7916,0.4351,0.0865,0.2410
55,0.6110,0.5235,1.8543,0.2043,0.6578,0.2043,0.2225,0.1228,0.7907,0.4396,0.0889,0.1940
56,0.6075,0.5274,1.8322,0.2300,0.6715,0.2300,0.2537,0.1439,0.7776,0.4505,0.0839,0.2595
57,0.6051,0.5320,1.6637,0.2686,0.6493,0.2686,0.2831,0.1554,0.7671,0.4640,0.0754,0.3577
58,0.6077,0.5325,1.7890,0.2416,0.6671,0.2416,0.2688,0.1514,0.7846,0.4387,0.0933,0.2776
59,0.6038,0.5345,1.6235,0.2783,0.6433,0.2783,0.2933,0.1618,0.8091,0.4180,0.0820,0.3740
60,0.6011,0.5393,1.7035,0.2626,0.6521,0.2626,0.2842,0.1578,0.7697,0.4613,0.0861,0.3329
61,0.5984,0.5421,1.7041,0.2682,0.6434,0.2682,0.2896,0.1592,0.7750,0.4559,0.0900,0.3420
62,0.5984,0.5433,1.8793,0.2243,0.6815,0.2243,0.2459,0.1396,0.7863,0.4405,0.0801,0.2500
63,0.5945,0.5465,1.8200,0.2428,0.6803,0.2428,0.2745,0.1558,0.7890,0.4387,0.1059,0.2667
64,0.5924,0.5491,1.7744,0.2434,0.6720,0.2434,0.2737,0.1542,0.7750,0.4514,0.1025,0.2719
65,0.5882,0.5526,1.7716,0.2548,0.6603,0.2548,0.2793,0.1556,0.7785,0.4459,0.0886,0.3130
66,0.5894,0.5512,1.6712,0.2726,0.6423,0.2726,0.2951,0.1610,0.7846,0.4414,0.0948,0.3479
67,0.5871,0.5529,1.6933,0.2693,0.6580,0.2693,0.2876,0.1593,0.7890,0.4405,0.0822,0.3526
68,0.5856,0.5549,1.7442,0.2580,0.6603,0.2580,0.2842,0.1588,0.7855,0.4423,0.0942,0.3141
69,0.5850,0.5550,1.7499,0.2595,0.6587,0.2595,0.2876,0.1604,0.7802,0.4477,0.0990,0.3127
70,0.5853,0.5547,1.6950,0.2673,0.6492,0.2673,0.2944,0.1620,0.7715,0.4550,0.1010,0.3291
71,0.5848,0.5559,1.7189,0.2621,0.6543,0.2621,0.2877,0.1594,0.7741,0.4541,0.0947,0.3234
72,0.5823,0.5566,1.7613,0.2571,0.6606,0.2571,0.2852,0.1593,0.7872,0.4396,0.0981,0.3082
73,0.5828,0.5550,1.7453,0.2577,0.6565,0.2577,0.2848,0.1580,0.7802,0.4477,0.0969,0.3108
74,0.5852,0.5564,1.7727,0.2549,0.6679,0.2549,0.2867,0.1609,0.7951,0.4279,0.1063,0.2954
75,0.5806,0.5588,1.7109,0.2658,0.6485,0.2658,0.2902,0.1597,0.7758,0.4541,0.0947,0.3315
76,0.5820,0.5587,1.6985,0.2688,0.6487,0.2688,0.2939,0.1616,0.7785,0.4495,0.0974,0.3360
77,0.5804,0.5590,1.7112,0.2665,0.6511,0.2665,0.2914,0.1606,0.7793,0.4486,0.0954,0.3329
78,0.5822,0.5582,1.6753,0.2742,0.6466,0.2742,0.2972,0.1630,0.7758,0.4532,0.0951,0.3509
79,0.5825,0.5577,1.7167,0.2662,0.6563,0.2662,0.2952,0.1638,0.7907,0.4378,0.1052,0.3220
80,0.5812,0.5601,1.6508,0.2795,0.6419,0.2795,0.3002,0.1634,0.7671,0.4613,0.0936,0.3650
81,0.5783,0.5596,1.7347,0.2590,0.6585,0.2590,0.2879,0.1596,0.7881,0.4378,0.1028,0.3080
82,0.5797,0.5603,1.7289,0.2647,0.6562,0.2647,0.2909,0.1616,0.7828,0.4486,0.0974,0.3260
83,0.5809,0.5584,1.7262,0.2635,0.6561,0.2635,0.2915,0.1614,0.7881,0.4387,0.1017,0.3194
84,0.5772,0.5610,1.6534,0.2806,0.6439,0.2806,0.3004,0.1639,0.7715,0.4577,0.0920,0.3690
85,0.5769,0.5613,1.6896,0.2718,0.6520,0.2718,0.2948,0.1625,0.7793,0.4505,0.0933,0.3471
86,0.5783,0.5606,1.7032,0.2692,0.6529,0.2692,0.2950,0.1627,0.7802,0.4450,0.0979,0.3369
87,0.5785,0.5613,1.7336,0.2662,0.6577,0.2662,0.2948,0.1640,0.7925,0.4360,0.1028,0.3245
88,0.5774,0.5614,1.7295,0.2668,0.6553,0.2668,0.2946,0.1629,0.7785,0.4450,0.1009,0.3285
89,0.5775,0.5609,1.6724,0.2775,0.6423,0.2775,0.2992,0.1632,0.7715,0.4595,0.0947,0.3587
90,0.5789,0.5605,1.6880,0.2712,0.6495,0.2712,0.2955,0.1626,0.7732,0.4568,0.0965,0.3424
91,0.5790,0.5620,1.6594,0.2792,0.6428,0.2792,0.3017,0.1648,0.7732,0.4559,0.0966,0.3612
92,0.5793,0.5615,1.7167,0.2685,0.6525,0.2685,0.2953,0.1627,0.7750,0.4468,0.0992,0.3347
93,0.5785,0.5615,1.6636,0.2786,0.6432,0.2786,0.2998,0.1641,0.7750,0.4577,0.0938,0.3621
94,0.5761,0.5628,1.6675,0.2776,0.6441,0.2776,0.2999,0.1639,0.7715,0.4595,0.0956,0.3580
95,0.5773,0.5606,1.6990,0.2705,0.6520,0.2705,0.2958,0.1628,0.7793,0.4468,0.0978,0.3400
96,0.5764,0.5613,1.7205,0.2672,0.6530,0.2672,0.2940,0.1625,0.7863,0.4423,0.0998,0.3298
97,0.5768,0.5611,1.6593,0.2802,0.6446,0.2802,0.3025,0.1653,0.7715,0.4595,0.0970,0.3628
98,0.5777,0.5616,1.7166,0.2671,0.6548,0.2671,0.2935,0.1623,0.7837,0.4459,0.0992,0.3301
99,0.5790,0.5616,1.7098,0.2682,0.6552,0.2682,0.2941,0.1626,0.7785,0.4514,0.0985,0.3333
100,0.5789,0.5620,1.7087,0.2678,0.6522,0.2678,0.2940,0.1620,0.7802,0.4486,0.0994,0.3316
