Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9292,0.4770,1.2617,0.4043,0.3281,0.4043,0.3622,0.0000,0.0000,0.5243,0.4646
2,0.8771,0.5113,1.1938,0.5102,0.4638,0.5102,0.4286,0.0010,0.0000,0.8960,0.2862
3,0.7940,0.5836,1.0934,0.5179,0.4615,0.5179,0.4716,0.0000,0.0000,0.5653,0.7310
4,0.7621,0.5908,0.9861,0.5656,0.5910,0.5656,0.5339,0.0007,0.1837,0.5974,0.7682
5,0.7111,0.6360,1.0114,0.5992,0.6017,0.5992,0.5605,0.0054,0.1578,0.7000,0.7379
6,0.6819,0.6636,0.9332,0.6146,0.6257,0.6146,0.5756,0.0190,0.1890,0.7745,0.6735
7,0.6762,0.6672,1.0174,0.6046,0.6178,0.6046,0.5592,0.0048,0.1024,0.7369,0.7231
8,0.6575,0.6728,0.9163,0.6159,0.6378,0.6159,0.5844,0.0581,0.2075,0.7150,0.7388
9,0.6478,0.6781,0.9055,0.6299,0.6605,0.6299,0.5965,0.0798,0.1837,0.7564,0.7274
10,0.6399,0.6798,0.9254,0.6257,0.6533,0.6257,0.5863,0.1039,0.1431,0.8396,0.6160
11,0.6385,0.6807,0.9716,0.6155,0.6663,0.6155,0.5700,0.0897,0.1439,0.8977,0.5161
12,0.6292,0.6839,0.8924,0.6359,0.6662,0.6359,0.6038,0.1281,0.1654,0.7671,0.7253
13,0.6212,0.6875,0.8894,0.6386,0.6562,0.6386,0.6081,0.1617,0.1708,0.7977,0.6846
14,0.6202,0.6886,0.9290,0.6319,0.6586,0.6319,0.5948,0.1671,0.1338,0.8605,0.5954
15,0.6111,0.6911,0.8713,0.6417,0.6844,0.6417,0.6109,0.1525,0.1614,0.7543,0.7536
16,0.5992,0.6955,0.8680,0.6421,0.6621,0.6421,0.6147,0.2167,0.1654,0.7768,0.7100
17,0.5980,0.6961,0.8602,0.6450,0.6794,0.6450,0.6169,0.1899,0.1758,0.7624,0.7398
18,0.5862,0.7011,0.8807,0.6477,0.6793,0.6477,0.6208,0.2208,0.1723,0.7764,0.7232
