epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.01944243043596846,0.0,154.32248027955924,0.3127587730016784,1.5410966966511321,0.8752,0.7944,0.4453,0.6596,0.0140464833876875,211.1929805930213,211.1929805930213,0.3447521394958278,212.8447305306317,0.8564,0.7622,0.4669,0.6613,211.207027076409
1,0.04,↑,0.023081478875380087,0.22223826509164354,11.111913509217016,0.32117822730707346,1.8382582278463646,0.8794,0.8039,0.5107,0.6775,0.01959236355010167,11.328468386244014,11.328468386244014,0.3469845190871605,12.980920218892303,0.8708,0.8025,0.4612,0.6741,11.348060749794115
2,0.06,↑,0.02193683132469931,0.23910713218543098,5.977678433110086,0.3197337378708827,1.9138750667673274,0.8768,0.8025,0.543,0.6887,0.022908524606227047,6.153349969324226,6.153349969324226,0.3540510232256785,7.825963094396498,0.8707,0.8024,0.5096,0.7097,6.176258493930453
3,0.08,↑,0.024326270577196815,0.2505264072898372,4.175440215241775,0.32248547377575293,1.9945286900774089,0.8674,0.7904,0.5384,0.6846,0.02640419453899176,4.181965841334339,4.181965841334339,0.35633201200654535,5.902457396630275,0.8699,0.7977,0.5465,0.7183,4.2083700358733305
4,0.1,↑,0.02630859922293843,0.25350593754251666,3.1688242907862674,0.3233098755748207,2.052692863034664,0.8538,0.7727,0.5317,0.6777,0.027900072491512055,3.5056995626296152,3.5056995626296152,0.3582137836331964,5.268391577116163,0.8702,0.7974,0.5389,0.7074,3.5335996351211274
5,0.12000000000000001,↑,0.02772795411436148,0.2509123945698963,2.5091239002736576,0.324135132880502,2.102579628780494,0.8378,0.7525,0.5149,0.6665,0.030556289698727087,2.377240295549041,2.377240295549041,0.3593397397811469,4.211481569874799,0.8746,0.8104,0.6034,0.7273,2.407796585247768
6,0.14,↑,0.029514805791379207,0.24690904972089706,2.057575458632294,0.3242652638312911,2.139090164813603,0.8235,0.7351,0.5037,0.6556,0.03233622778697913,2.233221300845338,2.233221300845338,0.36048484553328497,4.054278094626333,0.876,0.8072,0.6068,0.7422,2.265557528632317
7,0.16,↑,0.031015544992580506,0.24138820151580273,1.7242014315560232,0.324237578284606,2.1737036086426085,0.8068,0.7144,0.4885,0.6426,0.03520633920706839,1.6795205692147084,1.6795205692147084,0.35979579503799114,3.574438456523435,0.8691,0.8083,0.5975,0.7326,1.7147269084217767
8,0.18,↑,0.032348690014369616,0.2356616644647316,1.4728854359896988,0.32431781087280825,2.201323224759371,0.793,0.698,0.4745,0.6288,0.035430013898362235,1.5489424490234227,1.5489424490234227,0.35997497162235265,3.4573646233250463,0.8691,0.793,0.5731,0.732,1.584372462921785
9,0.19999999999999998,↑,0.03371592200971156,0.22875731810680192,1.2708739387174277,0.32423176624835054,2.225434882797464,0.7802,0.6835,0.4595,0.615,0.03730243416283481,1.2947809170833409,1.2947809170833409,0.3601084625898717,3.210777073395897,0.8756,0.8134,0.6234,0.7509,1.3320833512461756
10,0.21999999999999997,↑,0.035269279484083975,0.2227879833645115,1.1139399002305546,0.32418465803178953,2.2498307321430757,0.7673,0.669,0.4465,0.5993,0.03848970091892678,1.1542069358898432,1.1542069358898432,0.360162711062891,3.1033518152329527,0.8756,0.8113,0.6152,0.7419,1.19269663680877
11,0.23999999999999996,↑,0.036270897098839794,0.21676169400113895,0.9852804316537778,0.3242971345772392,2.2674543620263337,0.7569,0.6569,0.437,0.5898,0.040350049369853515,1.0016279017627652,1.0016279017627652,0.35988623081563087,2.9754012917347987,0.8763,0.8123,0.6089,0.7396,1.0419779511326186
12,0.25999999999999995,↑,0.03767495347507046,0.20998719284173742,0.8749466559391743,0.3243160747342657,2.283966407605015,0.7478,0.6473,0.4268,0.5765,0.04310043306501993,0.8697867319917877,0.8697867319917877,0.3599576849319899,2.892414962369096,0.8753,0.8119,0.6011,0.7324,0.9128871650568076
13,0.27999999999999997,↑,0.039492188141432204,0.20409891962530444,0.7849958732813181,0.32424834130335584,2.2999298252961298,0.7376,0.6362,0.4161,0.5636,0.04437870492231251,0.753391756078076,0.753391756078076,0.36028416449625184,2.790491621636485,0.8724,0.81,0.5952,0.7397,0.7977704610003885
