Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.1475,0.5047,1.5298,0.3935,0.4412,0.3935,0.3950,0.1024,0.4224,0.3175,0.4151,0.2689,0.3110,0.3624,0.2067,0.2087,0.2831,0.8468,0.9208,0.5792,0.5769
2,1.0236,0.5511,1.6014,0.3898,0.4042,0.3898,0.3914,0.1036,0.5683,0.4088,0.3639,0.2942,0.3887,0.2428,0.2377,0.2710,0.2995,0.9983,0.8686,0.3833,0.4471
3,0.9840,0.5682,2.0170,0.3071,0.4888,0.3071,0.2422,0.0143,0.3665,0.2124,0.2260,0.2459,0.0339,0.0511,0.7739,0.1121,0.2378,0.0067,0.9739,0.9090,0.5673
4,0.9573,0.5792,1.5148,0.4451,0.4642,0.4451,0.4339,0.3488,0.5093,0.3102,0.4222,0.2580,0.6639,0.5056,0.1292,0.2033,0.3494,0.9569,0.9463,0.4198,0.5721
5,0.9362,0.5875,1.6864,0.3974,0.4300,0.3974,0.3851,0.0155,0.4845,0.2555,0.3604,0.2942,0.2761,0.3176,0.4302,0.2241,0.2610,0.9994,0.9767,0.6215,0.2115
6,0.9184,0.5930,1.6129,0.4037,0.4247,0.4037,0.3946,0.0726,0.5528,0.3438,0.2940,0.3172,0.4948,0.2715,0.3566,0.2190,0.2871,1.0000,0.9604,0.4613,0.5913
7,0.9052,0.5987,1.5402,0.4369,0.4573,0.4369,0.4332,0.2845,0.4534,0.3182,0.3833,0.1196,0.4945,0.5205,0.1796,0.2452,0.3992,0.9989,0.9201,0.5220,0.6442
8,0.8919,0.6041,1.9149,0.3966,0.4543,0.3966,0.3804,0.0857,0.6863,0.2788,0.2530,0.2020,0.4257,0.3450,0.3721,0.1490,0.2616,0.9994,0.8516,0.6632,0.6490
9,0.8577,0.6173,1.6482,0.4221,0.4540,0.4221,0.4208,0.2381,0.5590,0.2642,0.3344,0.2920,0.5896,0.5342,0.1848,0.2758,0.2916,1.0000,0.8191,0.3781,0.6106
10,0.8457,0.6212,1.6557,0.4208,0.4589,0.4208,0.4044,0.0940,0.4627,0.2993,0.3456,0.2217,0.6815,0.5342,0.2339,0.1674,0.3437,1.0000,0.9039,0.4012,0.5337
11,0.8373,0.6242,1.8144,0.4133,0.4623,0.4133,0.4007,0.0667,0.5714,0.2431,0.2393,0.1196,0.6504,0.5068,0.3152,0.2051,0.2050,0.9989,0.8919,0.4895,0.6587
12,0.8293,0.6271,1.6406,0.4228,0.4501,0.4228,0.4159,0.0726,0.4845,0.3007,0.4207,0.3502,0.6282,0.4558,0.2649,0.2467,0.3148,1.0000,0.8777,0.2955,0.6442
