epoch,train_det_loss,train_cls_loss,train_inst_loss,val_det_acc,val_det_f1,val_cls_acc,val_cls_f1,val_inst_acc,val_inst_f1
0,0.6856543587446213,0.8342909440994263,1.6212240595817566,0.60909375,0.5134568189623533,0.20338126700349787,0.12384062801545298,0.3689467547609794,0.4226315667925679
1,0.6704916167259216,0.7660138497948646,1.5562272086143494,0.608140625,0.5093668554277136,0.21263116984065294,0.11847190796213265,0.3061406917994559,0.3910928861296905
2,0.6687247790098191,0.769929840028286,1.5358970808982848,0.60603125,0.4967643144739305,0.21344733773804897,0.11062058148779616,0.20734551107656432,0.2656792522885176
3,0.6688171777725219,0.7726685240268707,1.5281972367763519,0.609203125,0.5035592521828188,0.20948309366498252,0.11885291801424173,0.2629226583754372,0.33034570477283254
4,0.668973273396492,0.7551882778406143,1.5154216659069062,0.60896875,0.49990315050039646,0.20594636610959968,0.1211123756679597,0.2901282549553051,0.37119566784320934
5,0.6692127810716629,0.7426899399161339,1.4930013999938965,0.612203125,0.5133661550024522,0.20882238631947142,0.12026609496050025,0.3360668480373105,0.42800853629494456
6,0.667673343539238,0.7477573451995849,1.4932507934570312,0.61546875,0.5240720840251558,0.21049358725223474,0.11180656699202506,0.253322969296541,0.322064389882297
7,0.6667839210033417,0.7525185707807541,1.492792976140976,0.613390625,0.5136447600909126,0.2120093276331131,0.1156994656696273,0.38822386319471436,0.4713482353955083
8,0.6669647892713547,0.7502792659401893,1.490547933101654,0.613859375,0.5149775551438459,0.21309755149630782,0.11049052605956544,0.3248348231636222,0.40199830022627236
9,0.6668045536279679,0.7404190436005592,1.4793596572875976,0.613875,0.5141461736717662,0.21080450835600467,0.11549705622819971,0.30905557714729887,0.4064011306934583
10,0.666588082909584,0.7461321009397507,1.4800139000415802,0.618109375,0.5308505720838086,0.21080450835600467,0.11348242396810011,0.35608239409249903,0.44543607369418053
11,0.666882651090622,0.7386425941586494,1.4729207730293274,0.617265625,0.5255021506334764,0.21717839098328798,0.11860697729674535,0.2957636999611349,0.37048169226804506
12,0.6665316146612167,0.7381829777956009,1.468835087776184,0.618515625,0.5291318484833433,0.21399144966964634,0.11351698453420454,0.3479595802565099,0.44217399347555764
13,0.6648901642560959,0.7476165942549705,1.468186259508133,0.6225625,0.5435358704812424,0.21624562767197825,0.118436867944004,0.40171006607073456,0.4919449296986389
14,0.665540314912796,0.7374890214800834,1.4587279584407806,0.619953125,0.5331331014487555,0.21282549553050914,0.11400477408660126,0.33560046638165564,0.42314769478967407
15,0.6650585894584655,0.7454218463301658,1.4600062692165374,0.62078125,0.5358566075637636,0.21488534784298485,0.12172619415280599,0.30928876797512633,0.41581362528760213
16,0.6650340313911438,0.7311104243993759,1.4531666090488433,0.617546875,0.5249874309861723,0.2164010882238632,0.1170936927787499,0.34010882238631945,0.4276500854702266
17,0.6645407979488372,0.7401931404471397,1.4544807965755462,0.616546875,0.5198537947968839,0.2137582588418189,0.11682564725223722,0.2874076952973183,0.37634285914168764
18,0.6659580154418945,0.7341736214160919,1.4510774874687196,0.620703125,0.5347680389895157,0.2140691799455888,0.11387205443808453,0.3088612514574427,0.3987922548993732
19,0.6658576318025589,0.7411440034508705,1.4561209676265716,0.6233125,0.5441346584657025,0.21371939370384765,0.11755120150767566,0.32592304702681696,0.42154944660454213
20,0.6644214005470276,0.735861190199852,1.4506935131549836,0.6199375,0.5327721775762347,0.21235911387485426,0.11889864707185163,0.33151962689467546,0.4240410488389358
21,0.6660152403116226,0.7301768543720245,1.447427681207657,0.62003125,0.5322009335162977,0.21391371939370385,0.11993648849920885,0.2959191605130198,0.38566673110613764
22,0.6668971726894378,0.7315229125022888,1.4425790495872497,0.628390625,0.5663668856056882,0.21336960746210648,0.11864117190120352,0.33225806451612905,0.42714324520668845
23,0.6656112426519394,0.7412067722678185,1.4433008670806884,0.6254375,0.5538293180430519,0.21434123591138748,0.12133240135015459,0.31636222308589196,0.41342577780246503
24,0.6652043970823288,0.7366096432209015,1.448333888053894,0.625015625,0.5519856799671097,0.2140691799455888,0.11809394517786208,0.32662261951029925,0.41978030234345115
25,0.6643886004686356,0.7353222751021385,1.4452962000370027,0.620625,0.53502733994544,0.21457442673921492,0.11820473269830946,0.33136416634279053,0.4279751750430097
26,0.6648813017606735,0.0,1.4415791199207306,0.62478125,0.5492863133669446,0.21457442673921492,0.11820473269830946,0.32541780023319083,0.42364438724921566
27,0.6659617217779159,0.0,1.4416722736358643,0.6251875,0.5512484320366142,0.21457442673921492,0.11820473269830946,0.3432957636999611,0.43780819441483165
28,0.6647996083498001,0.0,1.4469248726367951,0.62671875,0.5593298912992047,0.21457442673921492,0.11820473269830946,0.3192771084337349,0.41402992010571377
29,0.6646327037811279,0.0,1.4418185958862304,0.623375,0.5448257561829488,0.21457442673921492,0.11820473269830946,0.33618344345122425,0.43023318817947354
30,0.6658026741743088,0.0,1.444370063304901,0.625359375,0.5536836213571131,0.21457442673921492,0.11820473269830946,0.336144578313253,0.43067374121463514
31,0.6645058135986328,0.0,1.4436713774204255,0.625171875,0.5510215786530523,0.21457442673921492,0.11820473269830946,0.3331130975514963,0.42890317502553343
32,0.6651310667991638,0.0,1.4418219656944276,0.623609375,0.5453427391372121,0.21457442673921492,0.11820473269830946,0.3423241352506801,0.4375805696032445
33,0.6658554525375366,0.0,1.443472596168518,0.625703125,0.5547969028991427,0.21457442673921492,0.11820473269830946,0.33315196268946756,0.4269011641955791
34,0.664495163321495,0.0,1.4460866913795472,0.6234375,0.5443184125804128,0.21457442673921492,0.11820473269830946,0.33128643606684804,0.42568069886263726
35,0.6649636256694794,0.0,1.440870656967163,0.62634375,0.5566472173951237,0.21457442673921492,0.11820473269830946,0.34076952973183056,0.4359359849479772
36,0.6649646604061127,0.0,1.4432101764678955,0.6255,0.5534518295040805,0.21457442673921492,0.11820473269830946,0.34003109211037696,0.43658283301122836
37,0.6634886581897735,0.0,1.445707839012146,0.62540625,0.5525209534389847,0.21457442673921492,0.11820473269830946,0.33482316362223086,0.43148476254199714
38,0.6646542654037476,0.0,1.442854211330414,0.625515625,0.5526592236416085,0.21457442673921492,0.11820473269830946,0.3362223085891955,0.4328965638186621
39,0.6649745998382568,0.0,0.0,0.625890625,0.55510934634766,0.21457442673921492,0.11820473269830946,0.3362223085891955,0.4328965638186621
40,0.665496919631958,0.0,0.0,0.6261875,0.5559597300934503,0.21457442673921492,0.11820473269830946,0.3362223085891955,0.4328965638186621
41,0.6646641520261765,0.0,0.0,0.6255,0.5525415266814555,0.21457442673921492,0.11820473269830946,0.3362223085891955,0.4328965638186621
42,0.6645308963060379,0.0,0.0,0.62490625,0.550262216496254,0.21457442673921492,0.11820473269830946,0.3362223085891955,0.4328965638186621
