Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4686,0.7819,0.5054,0.7511,0.7868,0.7511,0.7530,0.8700,0.6717
2,0.4481,0.7918,0.4761,0.7689,0.7864,0.7689,0.7712,0.8260,0.7308
3,0.4390,0.7955,0.4778,0.7733,0.7838,0.7733,0.7753,0.7977,0.7570
4,0.4300,0.7993,0.4898,0.7776,0.7859,0.7776,0.7794,0.7910,0.7686
5,0.4168,0.8051,0.4947,0.7690,0.7762,0.7690,0.7707,0.7731,0.7662
6,0.3991,0.8136,0.5420,0.7384,0.7718,0.7384,0.7406,0.8477,0.6655
7,0.3797,0.8235,0.5301,0.7604,0.7779,0.7604,0.7628,0.8154,0.7236
8,0.3625,0.8323,0.5315,0.7636,0.7752,0.7636,0.7658,0.7915,0.7450
9,0.3309,0.8486,0.5795,0.7538,0.7700,0.7538,0.7562,0.8014,0.7219
10,0.3176,0.8555,0.5956,0.7459,0.7649,0.7459,0.7484,0.8037,0.7073
11,0.3080,0.8604,0.6014,0.7494,0.7661,0.7494,0.7519,0.7977,0.7172
12,0.2997,0.8652,0.6215,0.7455,0.7655,0.7455,0.7480,0.8073,0.7042
