Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.7992,0.5876,1.1352,0.5496,0.5760,0.5496,0.4845,0.0031,0.0413,0.8727,0.4137
2,0.7444,0.6198,1.0025,0.5407,0.5797,0.5407,0.5174,0.1406,0.0983,0.6205,0.6630
3,0.6477,0.6412,0.9909,0.5850,0.7081,0.5850,0.5246,0.1410,0.0899,0.9664,0.3473
4,0.5912,0.6619,0.8359,0.6360,0.6715,0.6360,0.6054,0.5710,0.0550,0.7898,0.6299
5,0.5659,0.6769,0.7777,0.6471,0.6709,0.6471,0.6357,0.6821,0.2098,0.7260,0.6705
6,0.5497,0.6862,0.7755,0.6630,0.6924,0.6630,0.6382,0.5754,0.1064,0.7749,0.7081
7,0.5337,0.6954,0.7710,0.6572,0.6883,0.6572,0.6352,0.5479,0.1282,0.7198,0.7619
8,0.5214,0.7015,0.7529,0.6633,0.6934,0.6633,0.6357,0.5526,0.1029,0.8339,0.6398
9,0.5069,0.7075,0.6889,0.6828,0.6985,0.6828,0.6640,0.5703,0.1936,0.8314,0.6663
10,0.4986,0.7136,0.7098,0.6829,0.7069,0.6829,0.6599,0.5703,0.1439,0.8226,0.6929
11,0.4922,0.7169,0.6907,0.6899,0.7225,0.6899,0.6699,0.6328,0.1502,0.7111,0.8391
12,0.4837,0.7215,0.7552,0.6800,0.7160,0.6800,0.6468,0.4966,0.0661,0.8507,0.6889
13,0.4790,0.7251,0.7181,0.6884,0.7116,0.6884,0.6678,0.6743,0.1495,0.8025,0.7087
14,0.4731,0.7286,0.7413,0.6783,0.7199,0.6783,0.6480,0.4480,0.1034,0.8719,0.6567
15,0.4710,0.7300,0.6493,0.6996,0.7052,0.6996,0.6855,0.5904,0.2635,0.8393,0.6777
16,0.4653,0.7333,0.7342,0.6865,0.7160,0.6865,0.6620,0.6916,0.1059,0.7689,0.7557
17,0.4634,0.7332,0.6891,0.7059,0.7331,0.7059,0.6855,0.7018,0.1543,0.7571,0.8083
18,0.4605,0.7362,0.7230,0.6940,0.7276,0.6940,0.6673,0.6216,0.0983,0.7465,0.8236
19,0.4569,0.7385,0.6948,0.7007,0.7315,0.7007,0.6775,0.5476,0.1404,0.7635,0.8247
20,0.4551,0.7388,0.7319,0.6881,0.7202,0.6881,0.6633,0.7201,0.1209,0.8455,0.6512
21,0.4513,0.7401,0.7089,0.6787,0.7399,0.6787,0.6509,0.4901,0.1619,0.9356,0.5491
22,0.4384,0.7488,0.6995,0.7046,0.7293,0.7046,0.6796,0.5853,0.1272,0.8077,0.7745
23,0.4330,0.7513,0.6537,0.7148,0.7357,0.7148,0.6949,0.6053,0.1844,0.8233,0.7614
24,0.4321,0.7521,0.7025,0.7010,0.7260,0.7010,0.6792,0.6084,0.1611,0.8313,0.7186
25,0.4301,0.7537,0.7279,0.6957,0.7221,0.6957,0.6699,0.6185,0.1171,0.8265,0.7210
26,0.4278,0.7547,0.6967,0.7010,0.7257,0.7010,0.6795,0.6315,0.1599,0.8272,0.7189
27,0.4276,0.7545,0.6787,0.6995,0.7322,0.6995,0.6779,0.6138,0.1844,0.8875,0.6342
28,0.4174,0.7600,0.7094,0.7087,0.7362,0.7087,0.6825,0.7028,0.1148,0.8463,0.7137
29,0.4150,0.7613,0.6611,0.7185,0.7420,0.7185,0.6982,0.6162,0.1758,0.7973,0.8052
30,0.4158,0.7614,0.6638,0.7082,0.7317,0.7082,0.6878,0.6070,0.1829,0.8474,0.7120
31,0.4120,0.7633,0.6672,0.7135,0.7393,0.7135,0.6906,0.5608,0.1627,0.8506,0.7395
32,0.4107,0.7638,0.6514,0.7207,0.7446,0.7207,0.7009,0.5951,0.1829,0.7911,0.8217
33,0.4096,0.7651,0.6752,0.7133,0.7382,0.7133,0.6899,0.6135,0.1530,0.8531,0.7268
34,0.4084,0.7659,0.6939,0.7134,0.7382,0.7134,0.6909,0.6488,0.1586,0.8542,0.7160
35,0.4070,0.7668,0.7195,0.7047,0.7301,0.7047,0.6818,0.6274,0.1477,0.8272,0.7340
36,0.4050,0.7664,0.6721,0.7160,0.7370,0.7160,0.6944,0.6077,0.1720,0.8438,0.7416
37,0.3996,0.7709,0.6855,0.7143,0.7387,0.7143,0.6920,0.6287,0.1533,0.8024,0.7910
38,0.3981,0.7709,0.6823,0.7141,0.7381,0.7141,0.6916,0.6012,0.1586,0.8342,0.7543
39,0.3973,0.7716,0.6916,0.7108,0.7352,0.7108,0.6877,0.6780,0.1426,0.8253,0.7437
40,0.3948,0.7730,0.6815,0.7127,0.7342,0.7127,0.6925,0.6216,0.1758,0.8009,0.7831
