Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.6928,0.5227,0.6885,0.3972,0.5427,0.3972,0.2474,0.0247,0.9783
2,0.5926,0.7273,0.6521,0.6917,0.7641,0.6917,0.6297,0.9862,0.2323
3,0.5611,0.7504,0.5276,0.7757,0.7765,0.7757,0.7683,0.8941,0.5911
4,0.5408,0.7606,0.5217,0.7749,0.7742,0.7749,0.7687,0.8836,0.6053
5,0.5240,0.7675,0.5671,0.7694,0.7682,0.7694,0.7687,0.8214,0.6883
6,0.5116,0.7765,0.4892,0.7877,0.7863,0.7877,0.7835,0.8785,0.6460
7,0.4954,0.7829,0.4569,0.8037,0.8024,0.8037,0.8028,0.8539,0.7253
8,0.4865,0.7835,0.4459,0.7996,0.8024,0.7996,0.8005,0.8161,0.7738
9,0.5298,0.7793,0.4973,0.7859,0.7838,0.7859,0.7838,0.8528,0.6814
10,0.4981,0.7836,0.4588,0.8006,0.7989,0.8006,0.7988,0.8641,0.7014
11,0.4826,0.7849,0.4486,0.8052,0.8049,0.8052,0.8012,0.8948,0.6654
12,0.4711,0.7903,0.4409,0.8085,0.8078,0.8085,0.8050,0.8919,0.6784
13,0.4680,0.7920,0.4403,0.8059,0.8043,0.8059,0.8043,0.8662,0.7119
14,0.4673,0.7913,0.4372,0.8068,0.8053,0.8068,0.8045,0.8768,0.6976
15,0.4645,0.7929,0.4378,0.8060,0.8048,0.8060,0.8029,0.8852,0.6823
16,0.4635,0.7929,0.4370,0.8054,0.8043,0.8054,0.8022,0.8860,0.6796
17,0.4586,0.7944,0.4299,0.8060,0.8048,0.8060,0.8051,0.8562,0.7277
18,0.4575,0.7945,0.4272,0.8056,0.8041,0.8056,0.8043,0.8625,0.7169
19,0.4561,0.7949,0.4286,0.8071,0.8056,0.8071,0.8053,0.8707,0.7080
20,0.4554,0.7947,0.4334,0.8043,0.8026,0.8043,0.8022,0.8708,0.7006
21,0.4546,0.7947,0.4309,0.8039,0.8027,0.8039,0.8030,0.8541,0.7256
22,0.4545,0.7945,0.4262,0.8053,0.8040,0.8053,0.8043,0.8573,0.7242
23,0.4546,0.7943,0.4334,0.8046,0.8030,0.8046,0.8028,0.8677,0.7062
24,0.4512,0.7950,0.4623,0.8071,0.8068,0.8071,0.8070,0.8450,0.7480
25,0.4506,0.7952,0.4231,0.8040,0.8035,0.8040,0.8037,0.8443,0.7412
26,0.4501,0.7953,0.4241,0.8044,0.8036,0.8044,0.8039,0.8488,0.7353
27,0.4497,0.7951,0.4270,0.8029,0.8016,0.8029,0.8020,0.8543,0.7227
28,0.4493,0.7955,0.4258,0.8018,0.8010,0.8018,0.8013,0.8453,0.7338
29,0.4477,0.7954,0.4277,0.8036,0.8021,0.8036,0.8023,0.8595,0.7163
30,0.4471,0.7956,0.4278,0.8023,0.8008,0.8023,0.8009,0.8604,0.7117
31,0.4468,0.7955,0.4272,0.8017,0.8013,0.8017,0.8015,0.8407,0.7408
32,0.4466,0.7954,0.4269,0.8027,0.8018,0.8027,0.8021,0.8480,0.7320
