Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.3245,0.5174,4.8542,0.3745,0.3999,0.3745,0.3295,0.9102,0.0017,0.0000,0.0000,0.0000,0.8851,0.4524,0.2022,0.0000,0.0087,0.0017,0.0000,0.0000,0.0000,0.0010,0.0333,0.0207,0.2330,0.5167,0.0111,0.1091,0.0111,0.0000,0.0056,0.5567,0.0000,0.0000,0.0000,0.1111,0.0000
2,1.0776,0.6037,3.9723,0.2613,0.3798,0.2613,0.2323,0.9532,0.0087,0.0000,0.0148,0.0698,0.3165,0.0381,0.3380,0.0000,0.0444,0.0000,0.0067,0.0000,0.0000,0.0000,0.0879,0.0563,0.0990,0.2873,0.0000,0.4424,0.0222,0.0012,0.1333,0.6797,0.0000,0.0061,0.0000,0.2604,0.0000
3,1.0221,0.6229,6.9908,0.1948,0.3444,0.1948,0.1572,0.9748,0.0000,0.0000,0.0519,0.0048,0.1900,0.0286,0.4035,0.0000,0.0155,0.0085,0.0000,0.0222,0.0041,0.0010,0.0101,0.0138,0.0784,0.0819,0.0222,0.3111,0.1630,0.0000,0.0778,0.4006,0.0000,0.0000,0.0017,0.2338,0.1111
4,0.9907,0.6352,13.8910,0.1705,0.3541,0.1705,0.1240,0.9773,0.0245,0.0000,0.0593,0.0190,0.0000,0.0288,0.3140,0.0000,0.0174,0.0171,0.0022,0.0222,0.0041,0.0135,0.0283,0.0620,0.0488,0.0376,0.0778,0.2333,0.2259,0.0023,0.1167,0.2012,0.0000,0.0141,0.0100,0.5867,0.0778
5,0.9714,0.6424,4.4006,0.3166,0.4500,0.3166,0.2940,0.9496,0.0245,0.0111,0.1185,0.0349,0.3272,0.1400,0.5891,0.0000,0.0222,0.0068,0.0044,0.2000,0.0041,0.0029,0.0444,0.0184,0.1750,0.3121,0.1000,0.3677,0.4000,0.0351,0.3000,0.7870,0.0018,0.0000,0.0134,0.5227,0.1111
