Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8904,0.4874,1.1947,0.4490,0.3667,0.4490,0.4030,0.0000,0.0000,0.5500,0.5571
2,0.7808,0.5874,1.0523,0.5546,0.5954,0.5546,0.5027,0.0058,0.0023,0.5844,0.8077
3,0.7011,0.6458,0.9839,0.6052,0.6382,0.6052,0.5635,0.0350,0.1513,0.7910,0.6338
4,0.6729,0.6628,0.9636,0.6265,0.6584,0.6265,0.5912,0.1301,0.1469,0.8073,0.6527
5,0.6447,0.6774,0.9281,0.6327,0.6534,0.6327,0.6002,0.1865,0.1523,0.8329,0.6229
6,0.6232,0.6886,0.9150,0.6426,0.6718,0.6426,0.6111,0.1950,0.1411,0.7938,0.7021
7,0.6061,0.6963,0.8876,0.6454,0.6633,0.6454,0.6188,0.2959,0.1553,0.8221,0.6468
8,0.5881,0.7038,0.8419,0.6580,0.6711,0.6580,0.6377,0.2758,0.2204,0.7678,0.7363
9,0.5783,0.7076,0.8526,0.6575,0.6835,0.6575,0.6284,0.2677,0.1583,0.8411,0.6616
10,0.5614,0.7127,0.8318,0.6685,0.7008,0.6685,0.6425,0.2582,0.1791,0.8036,0.7366
11,0.5507,0.7157,0.8291,0.6661,0.6885,0.6661,0.6400,0.3495,0.1677,0.8531,0.6492
12,0.5427,0.7194,0.8571,0.6637,0.6864,0.6637,0.6402,0.3635,0.1543,0.7785,0.7387
13,0.5348,0.7222,0.8028,0.6767,0.6985,0.6767,0.6534,0.3787,0.1710,0.8219,0.7113
14,0.5265,0.7240,0.8044,0.6739,0.6979,0.6739,0.6561,0.5740,0.1652,0.7823,0.7118
15,0.5176,0.7270,0.7918,0.6787,0.7018,0.6787,0.6568,0.4093,0.1697,0.8050,0.7321
16,0.5108,0.7314,0.7658,0.6833,0.7081,0.6833,0.6645,0.4575,0.1799,0.7720,0.7732
17,0.5028,0.7339,0.8047,0.6807,0.7001,0.6807,0.6600,0.4677,0.1809,0.8172,0.7055
18,0.4976,0.7355,0.7748,0.6833,0.7097,0.6833,0.6619,0.3808,0.1928,0.8093,0.7388
19,0.4898,0.7387,0.7619,0.6873,0.7031,0.6873,0.6723,0.4786,0.2384,0.7923,0.7360
20,0.4797,0.7451,0.7470,0.6890,0.7119,0.6890,0.6742,0.5020,0.2199,0.7773,0.7604
21,0.4773,0.7459,0.7396,0.6875,0.7139,0.6875,0.6747,0.5200,0.2346,0.7381,0.7977
22,0.4694,0.7480,0.7427,0.6918,0.7073,0.6918,0.6778,0.5245,0.2427,0.7882,0.7423
23,0.4636,0.7508,0.7903,0.6825,0.7079,0.6825,0.6599,0.4531,0.1627,0.8176,0.7188
24,0.4587,0.7532,0.7541,0.6835,0.7018,0.6835,0.6652,0.5092,0.2050,0.8278,0.6832
25,0.4532,0.7564,0.7717,0.6842,0.7043,0.6842,0.6695,0.4874,0.2295,0.7737,0.7519
26,0.4486,0.7585,0.7421,0.6920,0.7115,0.6920,0.6797,0.4742,0.2648,0.7645,0.7779
27,0.4425,0.7629,0.7677,0.6855,0.7029,0.6855,0.6699,0.5455,0.2219,0.8103,0.6978
28,0.4385,0.7642,0.7805,0.6817,0.7051,0.6817,0.6641,0.5503,0.1819,0.7811,0.7356
29,0.4340,0.7666,0.7611,0.6878,0.7106,0.6878,0.6752,0.5747,0.2306,0.7688,0.7482
30,0.4290,0.7689,0.7768,0.6820,0.7027,0.6820,0.6650,0.4246,0.2260,0.7813,0.7512
31,0.3987,0.7838,0.7943,0.6879,0.7099,0.6879,0.6710,0.4997,0.2078,0.7871,0.7490
32,0.3939,0.7859,0.7758,0.6880,0.7055,0.6880,0.6705,0.4793,0.2255,0.8259,0.6988
33,0.3865,0.7902,0.7842,0.6879,0.7065,0.6879,0.6735,0.5248,0.2346,0.7877,0.7343
34,0.3801,0.7929,0.7889,0.6885,0.7076,0.6885,0.6765,0.5224,0.2572,0.7616,0.7632
