Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4654,0.7753,0.4580,0.7765,0.7834,0.7765,0.7782,0.7808,0.7736
2,0.4423,0.7870,0.4540,0.7769,0.7820,0.7769,0.7783,0.7696,0.7817
3,0.4325,0.7917,0.4655,0.7714,0.7793,0.7714,0.7732,0.7807,0.7652
4,0.4233,0.7960,0.5190,0.7692,0.7835,0.7692,0.7714,0.8119,0.7407
5,0.4102,0.8026,0.5075,0.7673,0.7805,0.7673,0.7695,0.8042,0.7427
6,0.3943,0.8114,0.4877,0.7685,0.7782,0.7685,0.7705,0.7875,0.7558
7,0.3663,0.8264,0.5098,0.7663,0.7729,0.7663,0.7680,0.7655,0.7669
8,0.3522,0.8339,0.5390,0.7566,0.7689,0.7566,0.7589,0.7856,0.7373
9,0.3407,0.8401,0.5307,0.7588,0.7652,0.7588,0.7605,0.7543,0.7618
10,0.3302,0.8463,0.5578,0.7576,0.7663,0.7576,0.7596,0.7676,0.7509
