epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.022173768198013845,0.0,133.23385223372733,0.3158365525305271,1.0954544723531994,0.8757,0.795,0.4626,0.6767,0.01677466987366123,166.42624799455916,166.42624799455916,0.33614111603370733,167.62393838065012,0.8608,0.7859,0.4795,0.6618,166.44302266443282
1,0.04,↑,0.026593248861839263,0.2016764764458688,10.083824057432935,0.32090716950159553,1.3830664119680611,0.8761,0.7993,0.5123,0.6595,0.02462718116385596,10.334555010795594,10.334555010795594,0.34562007595385824,11.51766721521105,0.8594,0.7717,0.5338,0.7064,10.35918219195945
2,0.06,↑,0.02649397985013539,0.2171854909748088,5.429637392915391,0.3198165820916715,1.4583438634872437,0.8721,0.7956,0.5328,0.6624,0.026378419437844837,6.086581405912127,6.086581405912127,0.3504427295071738,7.3080667546817235,0.8689,0.791,0.567,0.7046,6.1129598253499715
3,0.08,↑,0.027816331632757003,0.23268547230776307,3.8780912936231884,0.3214267744451844,1.5334134025494037,0.8639,0.7856,0.5147,0.6474,0.02884615771206362,3.930180380003793,3.930180380003793,0.35391226591808456,5.205501565252032,0.8647,0.785,0.5558,0.7304,3.9590265377158564
4,0.1,↑,0.02905633322723355,0.23867064116725017,2.983383086066392,0.3232795773463163,1.5894111416466057,0.8538,0.7726,0.4938,0.6288,0.03181796607694456,2.8146616520200456,2.8146616520200456,0.3567768146842718,4.127587522438594,0.8735,0.8053,0.59,0.728,2.84647961809699
5,0.12000000000000001,↑,0.030216808628010718,0.24087064218263773,2.4087063837848333,0.3237122544359862,1.6363489109825624,0.8419,0.7574,0.4713,0.6069,0.032668009677103586,2.4063445229189737,2.4063445229189737,0.3582008326160056,3.7412208778517586,0.8698,0.7997,0.6035,0.7342,2.4390125325960774
6,0.14,↑,0.03152278513702094,0.24019272158487925,2.0016060581944446,0.32382504195805045,1.6733253601533788,0.831,0.7437,0.4561,0.5889,0.03397421894595027,1.8874782410689763,1.8874782410689763,0.3589143797542368,3.245621678829193,0.8711,0.7991,0.6236,0.7462,1.9214524600149265
7,0.16,↑,0.03306756844785594,0.23811733293085044,1.700838082763146,0.32384978698613254,1.7075822831528433,0.8186,0.7284,0.4404,0.569,0.03703969771308558,1.7552779812472208,1.7552779812472208,0.35948628656566145,3.1336646836144584,0.8746,0.8044,0.6287,0.7375,1.7923176789603064
8,0.18,↑,0.03449140189340063,0.23456137172857036,1.4660086050671124,0.3238969570373426,1.7349783935088634,0.8084,0.7163,0.4264,0.5501,0.03760493905948741,1.6410087563310352,1.6410087563310352,0.3590340441146067,3.024527141707284,0.871,0.7957,0.6055,0.7521,1.6786136953905226
9,0.19999999999999998,↑,0.03562315802211798,0.23151395062093616,1.286188563762601,0.3238343527763667,1.7582656212337835,0.7984,0.7046,0.4138,0.5337,0.04052030298858881,1.2748748625176294,1.2748748625176294,0.35905814430543354,2.686892321280071,0.8756,0.8125,0.6542,0.762,1.3153951655062182
10,0.21999999999999997,↑,0.03717149999303987,0.22776063309572533,1.138803148709632,0.3238862846409876,1.7812451562509564,0.7871,0.6911,0.403,0.5188,0.041023764141968316,1.1452596201215473,1.1452596201215473,0.3590888636239937,2.58033521090235,0.8778,0.8142,0.648,0.76,1.1862833842635157
11,0.23999999999999996,↑,0.03858752754156304,0.22286376460847085,1.0130171156527272,0.3239177465853917,1.8024007310276244,0.7768,0.6793,0.3899,0.5012,0.04324832820732679,1.0727841393436703,1.0727841393436703,0.3589713004870074,2.5096747323444912,0.8767,0.813,0.6532,0.7748,1.1160324675509972
