Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.7763,0.3586,1.5943,0.3952,0.3988,0.3952,0.3666,0.0412,0.3185,0.3309,0.2968,0.0025,0.4754,0.1804,0.5615,0.6458,0.0420,0.7724,0.0054,0.3967,0.0000
2,1.4012,0.4586,1.3714,0.4543,0.4295,0.4543,0.4264,0.0210,0.4025,0.1417,0.5597,0.0068,0.6112,0.0572,0.6421,0.4899,0.3549,0.9057,0.1442,0.6035,0.0000
3,1.2270,0.5121,1.2559,0.4959,0.5117,0.4959,0.4835,0.0023,0.5086,0.1200,0.5145,0.0932,0.5669,0.3948,0.6069,0.5906,0.1698,0.9241,0.3168,0.6873,0.0139
4,1.1319,0.5449,1.2119,0.5083,0.5207,0.5083,0.4958,0.0311,0.7012,0.3205,0.3560,0.0346,0.6787,0.3839,0.7311,0.5459,0.1531,0.9379,0.5299,0.6983,0.2389
5,1.0803,0.5625,1.1713,0.5265,0.5258,0.5265,0.5122,0.0000,0.6543,0.1763,0.6100,0.0160,0.6753,0.3676,0.7401,0.6165,0.3605,0.9808,0.5655,0.5017,0.3194
6,1.0432,0.5769,1.1252,0.5400,0.5497,0.5400,0.5315,0.0000,0.6716,0.1541,0.5364,0.0660,0.6528,0.5827,0.6325,0.5995,0.1895,0.9563,0.6916,0.6696,0.2861
7,1.0114,0.5898,1.1097,0.5497,0.5528,0.5497,0.5436,0.0008,0.6691,0.1852,0.5863,0.3377,0.6755,0.3295,0.7324,0.6679,0.2414,0.9808,0.5365,0.5531,0.2444
8,0.9869,0.5993,1.0925,0.5565,0.5511,0.5565,0.5466,0.0000,0.7556,0.2030,0.5483,0.1907,0.6866,0.2941,0.7426,0.5678,0.3475,0.9854,0.6639,0.7276,0.3000
9,0.9665,0.6089,1.0936,0.5597,0.5655,0.5597,0.5521,0.0000,0.6914,0.1481,0.6561,0.2333,0.6796,0.5024,0.6946,0.5918,0.1451,0.9916,0.6126,0.6681,0.4139
10,0.9419,0.6178,1.0783,0.5597,0.5600,0.5597,0.5470,0.0000,0.7407,0.1388,0.4952,0.1963,0.6633,0.3724,0.7343,0.6366,0.2370,0.9648,0.6657,0.7273,0.5500
11,0.9229,0.6267,1.0716,0.5678,0.5578,0.5678,0.5597,0.0000,0.7210,0.3353,0.6612,0.2685,0.6962,0.3261,0.7068,0.5774,0.1685,0.9724,0.7109,0.6657,0.3194
12,0.9054,0.6342,1.0707,0.5678,0.5744,0.5678,0.5607,0.0023,0.6889,0.2148,0.5865,0.2926,0.6847,0.3662,0.7292,0.6266,0.1895,0.9755,0.6590,0.6797,0.4389
