Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9797,0.4732,1.2075,0.4339,0.6154,0.4339,0.4598,0.2659,0.9044,0.3095,0.5108
2,0.7963,0.5743,1.2145,0.4814,0.6086,0.4814,0.5067,0.2730,0.9105,0.4404,0.4798
3,0.7588,0.5948,1.2150,0.5257,0.6013,0.5257,0.5392,0.3665,0.8348,0.4550,0.5765
4,0.7358,0.6091,1.2000,0.5485,0.6129,0.5485,0.5623,0.3578,0.8387,0.5515,0.5242
5,0.7255,0.6146,1.1754,0.5405,0.5971,0.5405,0.5521,0.3711,0.8153,0.5185,0.5442
6,0.7159,0.6212,1.1991,0.5687,0.6209,0.5687,0.5804,0.4055,0.7856,0.6011,0.5200
7,0.7012,0.6289,1.3020,0.5532,0.6114,0.5532,0.5630,0.3903,0.8352,0.4959,0.5957
8,0.6957,0.6324,1.2507,0.5532,0.6021,0.5532,0.5592,0.4057,0.8191,0.4816,0.6126
9,0.6954,0.6320,1.2948,0.5654,0.6153,0.5654,0.5766,0.3372,0.8011,0.5580,0.5774
10,0.6892,0.6354,1.2192,0.5675,0.6166,0.5675,0.5777,0.4506,0.7578,0.5259,0.6015
11,0.6679,0.6469,1.3505,0.5874,0.6233,0.5874,0.5964,0.4127,0.7526,0.6080,0.5690
12,0.6622,0.6497,1.2661,0.5718,0.6226,0.5718,0.5818,0.3738,0.8521,0.5689,0.5590
13,0.6597,0.6516,1.5819,0.5849,0.6247,0.5849,0.5945,0.4694,0.7538,0.5769,0.5837
14,0.6572,0.6531,1.5243,0.5884,0.6249,0.5884,0.5962,0.4450,0.7954,0.5953,0.5673
15,0.6554,0.6537,1.6529,0.5806,0.6183,0.5806,0.5882,0.3850,0.7927,0.5764,0.5857
16,0.6448,0.6593,1.7803,0.5927,0.6300,0.5927,0.6002,0.4275,0.8028,0.6316,0.5384
17,0.6424,0.6604,1.7928,0.5926,0.6313,0.5926,0.6016,0.4794,0.7682,0.5874,0.5856
18,0.6413,0.6606,1.6669,0.5995,0.6357,0.5995,0.6074,0.4548,0.7908,0.6273,0.5575
19,0.6397,0.6617,1.7506,0.5932,0.6324,0.5932,0.6018,0.4681,0.7921,0.5886,0.5830
20,0.6388,0.6618,1.8142,0.5986,0.6418,0.5986,0.6083,0.4588,0.8088,0.6043,0.5773
21,0.6389,0.6621,1.8291,0.5917,0.6288,0.5917,0.5995,0.3986,0.7950,0.6297,0.5478
22,0.6362,0.6629,1.8017,0.5987,0.6351,0.5987,0.6068,0.4604,0.7900,0.6084,0.5767
23,0.6361,0.6634,1.8773,0.5982,0.6318,0.5982,0.6058,0.4279,0.7800,0.6257,0.5662
24,0.6348,0.6642,1.9499,0.5971,0.6342,0.5971,0.6059,0.4615,0.7718,0.6137,0.5704
25,0.6288,0.6671,2.0131,0.5959,0.6336,0.5959,0.6043,0.4519,0.7956,0.6043,0.5751
26,0.6285,0.6676,1.9885,0.5986,0.6340,0.5986,0.6070,0.4758,0.7659,0.6127,0.5731
27,0.6278,0.6674,2.0228,0.5972,0.6354,0.5972,0.6052,0.4436,0.8067,0.6259,0.5521
28,0.6272,0.6681,2.0834,0.5977,0.6317,0.5977,0.6057,0.4448,0.7645,0.6271,0.5623
