Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.9045,0.1201,3.4977,0.0382,0.0041,0.0382,0.0073,0.0202,0.3483,0.7188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4736,0.0000,0.7264
2,1.2684,0.2605,3.2324,0.1236,0.1542,0.1236,0.0855,0.0911,0.6161,0.7500,0.0029,0.1470,0.0613,0.0402,0.0000,0.1059,0.0000,0.0000,0.7955,0.5833,0.0228,0.4340
3,1.0691,0.3525,3.1792,0.1327,0.1757,0.1327,0.1143,0.0934,0.7109,0.6625,0.0791,0.1190,0.1291,0.1177,0.0025,0.2868,0.0000,0.0000,0.5899,0.4958,0.0442,0.4151
4,0.9829,0.3937,3.0781,0.1558,0.2105,0.1558,0.1437,0.1168,0.7014,0.6625,0.0864,0.1236,0.1510,0.1693,0.0101,0.3798,0.0000,0.0011,0.7022,0.4083,0.0971,0.3585
5,0.9315,0.4193,2.9522,0.1796,0.3158,0.1796,0.1753,0.1336,0.6043,0.6375,0.1040,0.1420,0.2670,0.2442,0.0126,0.4315,0.0027,0.0011,0.6112,0.4083,0.1573,0.3113
6,0.8881,0.4490,2.9776,0.1870,0.3638,0.1870,0.1834,0.1363,0.6682,0.5875,0.1098,0.1808,0.1554,0.2630,0.0252,0.4574,0.0082,0.0000,0.5528,0.4500,0.1520,0.3396
7,0.8453,0.4709,2.9796,0.1911,0.3855,0.1911,0.1920,0.1357,0.6919,0.5687,0.1054,0.2441,0.2057,0.2374,0.0126,0.5271,0.0194,0.0011,0.3303,0.4264,0.1902,0.2736
8,0.8101,0.4898,2.9726,0.2132,0.3978,0.2132,0.2180,0.1613,0.6185,0.5813,0.1230,0.1697,0.1751,0.3534,0.0277,0.5556,0.0350,0.0011,0.4416,0.4778,0.2042,0.2925
9,0.7771,0.5058,3.0804,0.2076,0.3866,0.2076,0.2180,0.1559,0.6445,0.6312,0.1245,0.1873,0.3326,0.2733,0.0277,0.5840,0.0655,0.0091,0.4461,0.4111,0.1748,0.2925
10,0.7504,0.5213,2.9253,0.2257,0.4094,0.2257,0.2375,0.1689,0.6374,0.6687,0.1391,0.2841,0.2823,0.2399,0.0327,0.5633,0.0903,0.0068,0.4584,0.3917,0.2072,0.2736
11,0.7216,0.5356,2.9787,0.2223,0.4081,0.2223,0.2336,0.1638,0.4858,0.6188,0.1537,0.2818,0.5208,0.1955,0.0655,0.5969,0.0948,0.0023,0.4213,0.3403,0.2297,0.2453
12,0.6900,0.5495,2.9822,0.2402,0.4081,0.2402,0.2577,0.1802,0.5664,0.5750,0.1318,0.3010,0.3392,0.2575,0.0806,0.6253,0.1159,0.0331,0.4876,0.3403,0.2146,0.3019
13,0.6520,0.5668,3.0435,0.2496,0.4356,0.2496,0.2694,0.1957,0.4431,0.5062,0.1581,0.2745,0.4923,0.2831,0.0907,0.6589,0.1186,0.0239,0.5798,0.3694,0.2173,0.3113
14,0.6208,0.5805,3.0233,0.2386,0.4268,0.2386,0.2562,0.1797,0.5190,0.5750,0.1435,0.3083,0.3851,0.2257,0.1209,0.5866,0.1174,0.0445,0.4528,0.3583,0.2280,0.3302
15,0.5813,0.5961,3.0340,0.2480,0.4164,0.2480,0.2635,0.1890,0.4313,0.5625,0.1859,0.3186,0.4376,0.2857,0.1134,0.6331,0.0938,0.0787,0.5034,0.3333,0.2200,0.2170
