Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
16,0.5566,0.6062,3.1344,0.2469,0.4152,0.2469,0.2674,0.1869,0.3246,0.6000,0.1581,0.3167,0.5098,0.2720,0.1713,0.5891,0.1397,0.0684,0.4124,0.3514,0.1975,0.2736
17,0.5229,0.6194,3.0854,0.2679,0.4288,0.2679,0.2914,0.2075,0.3412,0.6125,0.1728,0.3225,0.3829,0.2938,0.1637,0.6150,0.1507,0.1710,0.5607,0.3111,0.2270,0.2642
18,0.4940,0.6326,3.1053,0.2671,0.4444,0.2671,0.2898,0.2090,0.3341,0.5687,0.1874,0.3551,0.3851,0.2675,0.2065,0.6098,0.1378,0.1209,0.6607,0.2986,0.2203,0.2830
19,0.4672,0.6450,3.3554,0.2451,0.4402,0.2451,0.2613,0.1873,0.1801,0.6625,0.1962,0.3213,0.4158,0.2455,0.1411,0.6537,0.0931,0.1984,0.5596,0.2944,0.2230,0.2830
20,0.4538,0.6521,3.1809,0.2653,0.4491,0.2653,0.2832,0.2038,0.2062,0.5938,0.1845,0.4015,0.4289,0.2562,0.1839,0.6357,0.1301,0.1733,0.5697,0.2667,0.2220,0.2453
21,0.4304,0.6641,3.2564,0.2803,0.4407,0.2803,0.2988,0.2217,0.2014,0.5813,0.1816,0.3489,0.3611,0.2947,0.1864,0.6589,0.1380,0.2041,0.7438,0.3125,0.2424,0.2830
22,0.4108,0.6730,3.1949,0.2779,0.4402,0.2779,0.3003,0.2135,0.1327,0.5563,0.2035,0.3720,0.3632,0.3239,0.2166,0.6408,0.1554,0.2600,0.4584,0.2778,0.2354,0.2925
23,0.3976,0.6822,3.1794,0.2886,0.4442,0.2886,0.3133,0.2262,0.2085,0.6125,0.2064,0.3589,0.2867,0.3145,0.1788,0.6253,0.1685,0.2851,0.6124,0.2736,0.2538,0.3113
24,0.3825,0.6900,3.3047,0.2758,0.4436,0.2758,0.2949,0.2142,0.1445,0.5938,0.1845,0.3605,0.2954,0.3019,0.2015,0.6331,0.1306,0.3216,0.6427,0.2597,0.2310,0.3868
25,0.3657,0.6988,3.3690,0.2795,0.4494,0.2795,0.2982,0.2180,0.1943,0.5687,0.2182,0.3942,0.2363,0.2737,0.2393,0.6176,0.1442,0.2668,0.7034,0.2681,0.2273,0.2642
26,0.3538,0.7061,3.4968,0.2688,0.4354,0.2688,0.2836,0.2059,0.1469,0.6188,0.2196,0.3923,0.2166,0.2863,0.2670,0.6253,0.1189,0.2908,0.5472,0.2750,0.2246,0.3113
27,0.3442,0.7120,3.3757,0.2880,0.4348,0.2880,0.3090,0.2200,0.1066,0.6125,0.1889,0.4491,0.2954,0.2905,0.2368,0.6072,0.1745,0.3352,0.4528,0.2167,0.2481,0.2642
28,0.3079,0.7298,3.4732,0.2926,0.4401,0.2926,0.3068,0.2278,0.1209,0.5687,0.2196,0.4276,0.2385,0.2960,0.2343,0.6486,0.1358,0.3751,0.6360,0.2264,0.2688,0.2736
29,0.2983,0.7349,3.5102,0.2925,0.4503,0.2925,0.3093,0.2280,0.0948,0.6125,0.2357,0.4165,0.2495,0.3174,0.2947,0.6434,0.1410,0.2987,0.6157,0.2125,0.2695,0.2736
30,0.2944,0.7376,3.5376,0.2967,0.4451,0.2967,0.3152,0.2331,0.1209,0.5813,0.2372,0.4138,0.2516,0.3178,0.2645,0.6098,0.1519,0.3216,0.6787,0.2306,0.2588,0.2453
31,0.2890,0.7406,3.5518,0.2946,0.4328,0.2946,0.3128,0.2287,0.1398,0.5625,0.2416,0.4084,0.1816,0.3074,0.2343,0.6227,0.1641,0.3444,0.6472,0.2306,0.2574,0.2642
32,0.2827,0.7450,3.6944,0.2782,0.4315,0.2782,0.2972,0.2123,0.0924,0.5938,0.2328,0.4058,0.2210,0.3019,0.2746,0.6305,0.1482,0.3375,0.4404,0.2611,0.2400,0.2642
33,0.2789,0.7471,3.6255,0.2828,0.4392,0.2828,0.3041,0.2167,0.1232,0.5625,0.2592,0.4111,0.2429,0.3149,0.2393,0.6176,0.1551,0.2839,0.5022,0.2125,0.2427,0.2830
34,0.2732,0.7517,3.5773,0.2997,0.4465,0.2997,0.3195,0.2339,0.1351,0.5875,0.2225,0.4514,0.1969,0.2967,0.2771,0.6176,0.1762,0.3398,0.6157,0.2069,0.2571,0.2830
35,0.2664,0.7551,3.5879,0.2966,0.4331,0.2966,0.3173,0.2289,0.1351,0.5250,0.2284,0.3931,0.1882,0.3359,0.2947,0.5969,0.1732,0.3033,0.6202,0.1972,0.2695,0.2453
36,0.2623,0.7578,3.5573,0.2963,0.4382,0.2963,0.3175,0.2286,0.1256,0.5563,0.2269,0.4403,0.2188,0.3045,0.3224,0.6021,0.1760,0.2668,0.5697,0.1931,0.2712,0.3019
37,0.2582,0.7610,3.7277,0.2906,0.4435,0.2906,0.3104,0.2262,0.0972,0.5500,0.2372,0.4131,0.2385,0.3045,0.3199,0.6279,0.1534,0.3238,0.6000,0.2139,0.2574,0.2736
38,0.2533,0.7646,3.6746,0.2993,0.4395,0.2993,0.3191,0.2318,0.0948,0.5563,0.2108,0.4399,0.2495,0.3262,0.3098,0.6202,0.1742,0.3421,0.5416,0.1889,0.2608,0.2642
39,0.2392,0.7716,3.7080,0.3024,0.4539,0.3024,0.3198,0.2369,0.1256,0.5437,0.2489,0.4637,0.1991,0.3038,0.2670,0.6202,0.1643,0.3455,0.6438,0.1972,0.2621,0.2736
40,0.2348,0.7734,3.7469,0.3037,0.4422,0.3037,0.3259,0.2379,0.0924,0.5312,0.2372,0.4230,0.2341,0.3181,0.2897,0.6047,0.1864,0.3181,0.6764,0.2083,0.2591,0.2453
41,0.2319,0.7765,3.7507,0.3008,0.4428,0.3008,0.3209,0.2343,0.1090,0.5813,0.2635,0.4303,0.1926,0.3207,0.3174,0.6176,0.1720,0.3101,0.6011,0.2042,0.2675,0.2547
42,0.2281,0.7791,3.7515,0.3061,0.4488,0.3061,0.3260,0.2403,0.1161,0.5875,0.2650,0.4392,0.2101,0.3333,0.2494,0.6227,0.1708,0.3136,0.6618,0.1917,0.2682,0.2453
43,0.2261,0.7804,3.7785,0.3022,0.4416,0.3022,0.3169,0.2350,0.1114,0.5563,0.2650,0.4641,0.2166,0.3262,0.2569,0.6253,0.1509,0.3090,0.6292,0.1806,0.2705,0.2642
44,0.2227,0.7827,3.8093,0.3028,0.4427,0.3028,0.3226,0.2365,0.1209,0.5563,0.2665,0.4399,0.2035,0.3249,0.2720,0.6150,0.1757,0.3193,0.6236,0.2069,0.2564,0.2264
45,0.2215,0.7828,3.7758,0.3011,0.4427,0.3011,0.3184,0.2348,0.1256,0.5500,0.2562,0.4376,0.2341,0.3405,0.2594,0.6227,0.1551,0.3067,0.6045,0.2056,0.2638,0.3302
46,0.2194,0.7852,3.8348,0.3015,0.4430,0.3015,0.3207,0.2336,0.1066,0.5188,0.2606,0.4591,0.2101,0.3223,0.2670,0.6150,0.1787,0.3136,0.5551,0.1958,0.2601,0.2358
47,0.2125,0.7885,3.8663,0.2952,0.4350,0.2952,0.3139,0.2277,0.1137,0.5312,0.2665,0.4361,0.1772,0.3093,0.2897,0.6176,0.1658,0.3067,0.5809,0.1917,0.2675,0.2358
48,0.2120,0.7895,3.8418,0.3006,0.4384,0.3006,0.3196,0.2325,0.0972,0.5437,0.2430,0.4514,0.1926,0.3158,0.3073,0.6253,0.1752,0.3101,0.5843,0.1861,0.2678,0.2264
49,0.2101,0.7906,3.8771,0.3040,0.4428,0.3040,0.3230,0.2365,0.0877,0.5750,0.2738,0.4484,0.1729,0.3213,0.2997,0.6357,0.1817,0.3090,0.6090,0.1722,0.2675,0.2358
50,0.2087,0.7918,3.8561,0.3035,0.4413,0.3035,0.3230,0.2361,0.1185,0.5125,0.2621,0.4484,0.1794,0.3265,0.2821,0.6253,0.1765,0.2999,0.6213,0.1861,0.2665,0.2358
51,0.2035,0.7957,3.9124,0.2982,0.4354,0.2982,0.3191,0.2298,0.1066,0.5437,0.2694,0.4361,0.1816,0.3110,0.2746,0.6124,0.1839,0.2942,0.5742,0.1903,0.2665,0.2453
52,0.2028,0.7958,3.8876,0.3050,0.4430,0.3050,0.3239,0.2376,0.0972,0.5625,0.2767,0.4495,0.1904,0.3268,0.2519,0.6305,0.1747,0.3227,0.6292,0.1750,0.2675,0.2642
53,0.2020,0.7952,3.9343,0.2985,0.4368,0.2985,0.3170,0.2308,0.0877,0.5625,0.2723,0.4426,0.1860,0.3200,0.3023,0.6434,0.1713,0.3170,0.5584,0.1764,0.2641,0.2547
54,0.2006,0.7965,3.9355,0.3012,0.4419,0.3012,0.3208,0.2337,0.0853,0.5062,0.2548,0.4426,0.1794,0.3285,0.2922,0.6150,0.1750,0.3067,0.5978,0.1903,0.2682,0.2453
55,0.2010,0.7970,3.9337,0.3004,0.4401,0.3004,0.3195,0.2326,0.0829,0.5188,0.2679,0.4480,0.1991,0.3207,0.2922,0.6357,0.1757,0.2976,0.5831,0.1833,0.2651,0.2547
56,0.2010,0.7965,3.9124,0.3031,0.4425,0.3031,0.3224,0.2357,0.0948,0.5250,0.2679,0.4488,0.1947,0.3200,0.2796,0.6150,0.1767,0.3067,0.6225,0.1889,0.2668,0.2642
57,0.1983,0.7979,3.9550,0.3029,0.4456,0.3029,0.3221,0.2363,0.0948,0.5250,0.2723,0.4403,0.1969,0.3252,0.2947,0.6279,0.1710,0.2999,0.6360,0.1875,0.2688,0.2547
