Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.4860,0.4476,2.0152,0.3382,0.3807,0.3382,0.3367,0.0005,0.4401,0.1272,0.2107,0.1781,0.4569,0.3087,0.6877,0.4698,0.5093,0.3837,0.0424,0.2646,0.3730
2,1.1994,0.5391,1.9507,0.3781,0.4060,0.3781,0.3761,0.0000,0.4815,0.1365,0.2887,0.4245,0.3880,0.4179,0.7118,0.4540,0.0826,0.2349,0.1680,0.5613,0.2652
3,1.1260,0.5645,1.9017,0.3929,0.4163,0.3929,0.3918,0.0028,0.5403,0.3168,0.2709,0.2030,0.4523,0.2595,0.6966,0.4299,0.2307,0.3937,0.2362,0.5771,0.4539
4,1.0980,0.5746,1.8248,0.4073,0.4276,0.4073,0.4061,0.0128,0.6209,0.2008,0.2875,0.1835,0.4519,0.3098,0.6764,0.4841,0.3001,0.4357,0.2816,0.5498,0.5011
5,1.0813,0.5798,1.9845,0.4007,0.4198,0.4007,0.3962,0.0028,0.5316,0.2217,0.3107,0.3037,0.4052,0.2231,0.6946,0.4883,0.1217,0.3859,0.2810,0.5729,0.5371
6,1.0757,0.5835,1.9818,0.4065,0.4327,0.4065,0.4057,0.0092,0.6078,0.1935,0.2996,0.0818,0.4309,0.2798,0.6911,0.5237,0.5210,0.3736,0.3072,0.4782,0.4382
7,1.0529,0.5904,1.9340,0.4146,0.4413,0.4146,0.4172,0.0550,0.6950,0.2135,0.3501,0.2220,0.4607,0.3103,0.7049,0.4033,0.3333,0.2942,0.3499,0.6205,0.5843
8,1.0486,0.5921,2.0097,0.4109,0.4387,0.4109,0.4058,0.0257,0.5229,0.1915,0.1782,0.3914,0.4847,0.3034,0.7049,0.4248,0.2400,0.5151,0.3277,0.6370,0.7461
9,1.0421,0.5942,1.9943,0.4103,0.4341,0.4103,0.4089,0.0161,0.6536,0.1857,0.2996,0.0855,0.4331,0.3087,0.7192,0.4717,0.5459,0.4183,0.3221,0.5371,0.5281
10,1.0390,0.5960,2.1103,0.4059,0.4352,0.4059,0.4115,0.0766,0.6362,0.3319,0.2788,0.1359,0.4947,0.2590,0.7025,0.4426,0.4213,0.4804,0.2601,0.4945,0.6247
11,1.0368,0.5966,2.0679,0.4291,0.4526,0.4291,0.4216,0.0073,0.5490,0.1569,0.3994,0.0314,0.4075,0.2632,0.7094,0.5075,0.6437,0.4804,0.2757,0.5694,0.5393
12,1.0414,0.5981,2.0313,0.3979,0.4243,0.3979,0.4006,0.0014,0.5534,0.2544,0.4155,0.3411,0.3946,0.3488,0.7108,0.4626,0.1657,0.4855,0.2319,0.4539,0.6067
13,1.0276,0.5999,2.3842,0.4101,0.4156,0.4101,0.4027,0.0261,0.6187,0.2003,0.3069,0.1711,0.4287,0.2349,0.7291,0.5078,0.2708,0.2617,0.2956,0.5761,0.6247
14,1.0212,0.6021,2.1817,0.4193,0.4422,0.4193,0.4171,0.0050,0.6057,0.1896,0.4480,0.3638,0.4188,0.2226,0.6818,0.5323,0.1769,0.4228,0.3128,0.4607,0.5978
15,1.0210,0.6024,2.3518,0.4029,0.4365,0.4029,0.4057,0.0060,0.5948,0.2524,0.3005,0.2306,0.4171,0.2627,0.6764,0.4401,0.3759,0.3557,0.2893,0.5908,0.6584
16,0.9847,0.6151,2.6301,0.4210,0.4485,0.4210,0.4238,0.0729,0.6492,0.2256,0.3691,0.4375,0.4300,0.1867,0.6650,0.4716,0.2072,0.3602,0.2485,0.6086,0.6427
17,0.9795,0.6169,2.4581,0.4189,0.4571,0.4189,0.4255,0.0523,0.6013,0.2617,0.4173,0.3779,0.3978,0.1878,0.6606,0.4876,0.2576,0.3742,0.3168,0.5353,0.6966
18,0.9774,0.6183,2.5937,0.4183,0.4463,0.4183,0.4203,0.0257,0.6318,0.2110,0.3994,0.3395,0.4248,0.2846,0.6985,0.5390,0.2507,0.3702,0.2280,0.4714,0.6719
19,0.9741,0.6189,2.3886,0.4241,0.4494,0.4241,0.4238,0.0252,0.6035,0.2266,0.3373,0.2214,0.4165,0.3307,0.7271,0.4826,0.3216,0.3887,0.3224,0.6046,0.6494
20,0.9727,0.6198,2.4357,0.4290,0.4532,0.4290,0.4259,0.0128,0.5991,0.2510,0.3492,0.2945,0.4236,0.4002,0.6680,0.4808,0.1251,0.3831,0.3615,0.6388,0.6247
