Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0188,0.9464,0.0961,0.9703,0.9873,0.9703,0.9762,0.9793,0.9701
2,0.0057,0.9842,0.0547,0.9824,0.9900,0.9824,0.9848,0.9754,0.9825
3,0.0044,0.9882,0.3625,0.9198,0.9836,0.9198,0.9445,1.0000,0.9181
4,0.0034,0.9911,0.0483,0.9868,0.9916,0.9868,0.9883,0.9799,0.9870
5,0.0035,0.9912,0.0679,0.9784,0.9893,0.9784,0.9820,0.9955,0.9780
6,0.0027,0.9927,0.0486,0.9871,0.9918,0.9871,0.9885,0.9877,0.9871
7,0.0022,0.9943,0.0230,0.9945,0.9956,0.9945,0.9948,0.9933,0.9946
8,0.0022,0.9946,0.0309,0.9922,0.9943,0.9922,0.9928,0.9966,0.9921
9,0.0015,0.9961,0.0475,0.9884,0.9926,0.9884,0.9897,0.9994,0.9882
10,0.0016,0.9963,0.0299,0.9920,0.9942,0.9920,0.9926,0.9961,0.9919
11,0.0022,0.9947,0.0272,0.9937,0.9951,0.9937,0.9941,0.9933,0.9937
12,0.0008,0.9981,0.0124,0.9969,0.9972,0.9969,0.9970,0.9894,0.9971
13,0.0007,0.9982,0.0136,0.9967,0.9971,0.9967,0.9968,0.9905,0.9969
14,0.0007,0.9981,0.0349,0.9929,0.9945,0.9929,0.9934,0.9815,0.9931
15,0.0006,0.9986,0.0134,0.9971,0.9974,0.9971,0.9971,0.9916,0.9972
16,0.0008,0.9982,0.0105,0.9969,0.9973,0.9969,0.9971,0.9989,0.9969
17,0.0006,0.9986,0.0137,0.9976,0.9978,0.9976,0.9976,0.9916,0.9977
18,0.0005,0.9988,0.0177,0.9953,0.9962,0.9953,0.9956,0.9972,0.9953
19,0.0005,0.9988,0.0194,0.9956,0.9963,0.9956,0.9958,0.9933,0.9956
20,0.0005,0.9988,0.0123,0.9971,0.9974,0.9971,0.9972,0.9899,0.9973
21,0.0007,0.9984,0.0063,0.9988,0.9988,0.9988,0.9988,0.9827,0.9991
22,0.0005,0.9989,0.0088,0.9982,0.9983,0.9982,0.9983,0.9905,0.9984
23,0.0007,0.9985,0.0104,0.9973,0.9975,0.9973,0.9973,0.9883,0.9975
24,0.0004,0.9991,0.0125,0.9976,0.9978,0.9976,0.9977,0.9799,0.9980
25,0.0009,0.9982,0.0188,0.9944,0.9955,0.9944,0.9947,0.9911,0.9945
26,0.0004,0.9989,0.0106,0.9978,0.9980,0.9978,0.9979,0.9849,0.9981
27,0.0003,0.9994,0.0066,0.9986,0.9987,0.9986,0.9987,0.9849,0.9989
28,0.0002,0.9995,0.0108,0.9982,0.9983,0.9982,0.9982,0.9860,0.9985
29,0.0002,0.9996,0.0157,0.9973,0.9976,0.9973,0.9974,0.9860,0.9976
