Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.5942,0.4004,2.0498,0.3054,0.3190,0.3054,0.2837,0.0009,0.2222,0.0945,0.1265,0.0319,0.3546,0.0931,0.5202,0.4683,0.4707,0.8697,0.0358,0.2888,0.0966
2,1.4027,0.4667,2.0424,0.3231,0.3320,0.3231,0.2991,0.0170,0.0436,0.0487,0.0839,0.4266,0.3958,0.1830,0.5803,0.5485,0.1022,0.4776,0.0381,0.3456,0.0247
3,1.3501,0.4862,2.0467,0.3172,0.3510,0.3172,0.3154,0.0312,0.1438,0.2354,0.1356,0.3714,0.3682,0.1257,0.5296,0.4583,0.1520,0.7053,0.0795,0.3339,0.0921
4,1.3160,0.5005,1.9838,0.3194,0.3288,0.3194,0.3082,0.0092,0.2810,0.1053,0.1459,0.3573,0.4545,0.2215,0.5227,0.3754,0.1564,0.8076,0.0537,0.3799,0.0719
5,1.2881,0.5121,2.0538,0.3089,0.3162,0.3089,0.2785,0.0014,0.1569,0.0473,0.1145,0.2041,0.2070,0.1161,0.5448,0.5297,0.1476,0.5073,0.0742,0.4892,0.0202
6,1.2642,0.5222,2.0712,0.3181,0.3291,0.3181,0.3117,0.0266,0.3028,0.0824,0.1949,0.1305,0.3411,0.3135,0.6148,0.3806,0.2796,0.7472,0.0749,0.4223,0.0494
7,1.2401,0.5336,2.0883,0.3195,0.3220,0.3195,0.3101,0.0133,0.2462,0.2295,0.1706,0.1153,0.4161,0.1568,0.5906,0.3260,0.2527,0.7494,0.0709,0.4802,0.0562
8,1.1887,0.5547,2.0855,0.3323,0.3314,0.3323,0.3230,0.0353,0.2222,0.0955,0.1806,0.2588,0.4243,0.1268,0.5995,0.4282,0.2952,0.7897,0.0666,0.3748,0.0674
9,1.1677,0.5636,2.0773,0.3335,0.3349,0.3335,0.3231,0.0679,0.2070,0.0911,0.1795,0.1944,0.3361,0.1568,0.5985,0.4296,0.2703,0.8350,0.0805,0.4629,0.0539
10,1.1494,0.5723,2.1427,0.3241,0.3349,0.3241,0.3175,0.0216,0.1525,0.1004,0.2473,0.1391,0.3825,0.1787,0.5852,0.4530,0.3475,0.6454,0.0623,0.3193,0.0427
11,1.1317,0.5801,2.1307,0.3374,0.3288,0.3374,0.3167,0.0083,0.1612,0.0712,0.1499,0.1034,0.4223,0.2702,0.5724,0.4898,0.2151,0.8305,0.0232,0.3939,0.0360
12,1.1154,0.5873,2.1725,0.3266,0.3294,0.3266,0.3159,0.0096,0.1460,0.1077,0.1374,0.2274,0.4235,0.2210,0.5887,0.4326,0.2170,0.7170,0.0683,0.3978,0.0494
13,1.1008,0.5939,2.2342,0.3120,0.3171,0.3120,0.3056,0.0239,0.2789,0.1218,0.1625,0.2122,0.3554,0.2327,0.6099,0.3723,0.1838,0.7724,0.0997,0.4089,0.0652
14,1.0671,0.6074,2.2227,0.3252,0.3212,0.3252,0.3141,0.0261,0.2070,0.0897,0.1473,0.1505,0.4199,0.2215,0.5522,0.4114,0.2473,0.7215,0.0586,0.4336,0.0674
15,1.0555,0.6121,2.2743,0.3264,0.3227,0.3264,0.3135,0.0294,0.1830,0.0780,0.1540,0.1906,0.4181,0.1969,0.5897,0.4684,0.2180,0.7310,0.0477,0.3518,0.0517
16,1.0462,0.6163,2.2876,0.3259,0.3372,0.3259,0.3221,0.0275,0.2004,0.0897,0.2034,0.2198,0.3813,0.2541,0.5877,0.4455,0.1950,0.7707,0.0573,0.3518,0.0742
17,1.0385,0.6199,2.2918,0.3250,0.3301,0.3250,0.3213,0.0294,0.1961,0.1077,0.2521,0.1846,0.3523,0.1675,0.5882,0.3977,0.2556,0.6661,0.0709,0.4354,0.0494
