epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.02642398051203725,0.0,120.16033140913456,0.44154458295799304,1.7950284847956217,0.8674,0.78,0.5832,0.6126,0.019631713826322193,151.0788380346257,151.0788380346257,0.40753564532055997,153.23149861917867,0.8863,0.8146,0.4374,0.5334,151.09846974845203
1,0.04,↑,0.02912091589393373,0.24205430965580627,12.102715739518583,0.4352261359463195,2.060256378236645,0.8722,0.792,0.6545,0.6641,0.027238629895435785,9.514256741577412,9.514256741577412,0.41624653191019445,11.60155470546706,0.8935,0.8204,0.4136,0.543,9.541495371472848
2,0.06,↑,0.02647016878479612,0.21441584918313397,5.360396343505311,0.4340932545904628,2.0751021075391485,0.8731,0.7924,0.6696,0.6789,0.026821439775327843,4.7521913516057,4.7521913516057,0.43157692814802195,6.835249155630797,0.888,0.8081,0.449,0.5801,4.779012791381028
3,0.08,↑,0.027897607269669007,0.2177746707450844,3.629577925676357,0.4363017252819267,2.1221329282143873,0.8693,0.7857,0.6672,0.6842,0.029457050319196598,3.002979845711679,3.002979845711679,0.4389564547187838,5.116262723873188,0.8906,0.8155,0.4405,0.5731,3.032436896030876
4,0.1,↑,0.02981989840101339,0.2147003428129379,2.6837543458995703,0.4384408034964236,2.1631123431428465,0.8667,0.7807,0.65,0.6735,0.03158475244941907,2.2945038957513257,2.2945038957513257,0.4248874798997656,4.422136540020699,0.8923,0.8166,0.446,0.579,2.326088648200745
5,0.12000000000000001,↑,0.03183645931055803,0.2096403797943435,2.0964037663922337,0.441228348730567,2.1943457753358486,0.8634,0.7752,0.6342,0.6661,0.0322747529036813,1.721947893177792,1.721947893177792,0.418717674685247,3.8413788229872137,0.8909,0.8138,0.4638,0.6014,1.7542226460814734
6,0.14,↑,0.033147285711354835,0.20187960279558947,1.6823300590058288,0.4425706753116882,2.2256900898710694,0.8584,0.7668,0.6131,0.6506,0.03490619280766615,1.597945581524919,1.597945581524919,0.4242431731709154,3.742801761214351,0.8834,0.7972,0.4303,0.5835,1.6328517743325852
7,0.16,↑,0.03464188757101576,0.19472139220751689,1.3908670836580015,0.4452520368520371,2.2490896686108526,0.8539,0.7593,0.5962,0.6434,0.03689639958113561,1.3691554035975304,1.3691554035975304,0.4244813497190352,3.5333907428757967,0.873,0.7759,0.442,0.5875,1.406051803178666
8,0.18,↑,0.03665010977291062,0.1877570144252149,1.1734813671626017,0.44919685557216943,2.2717627965047686,0.8519,0.7565,0.5706,0.6271,0.038082295061125385,0.9324766969009911,0.9324766969009911,0.4330279938070289,3.1360640051044943,0.8776,0.7851,0.4171,0.5719,0.9705589919621165
9,0.19999999999999998,↑,0.03717515053238697,0.17720656191517492,0.9844808614182615,0.4526495055167261,2.284981601680824,0.8499,0.7532,0.5561,0.6167,0.0384892618517468,0.714885502666622,0.714885502666622,0.4339810397588845,2.935432714817328,0.8721,0.7739,0.4313,0.5747,0.7533747645183688
10,0.21999999999999997,↑,0.03856454202961065,0.16898633845730457,0.8449316777868899,0.45612131799766403,2.3012269682513025,0.8461,0.7468,0.5391,0.6068,0.04002322791168442,0.6828457597014191,0.6828457597014191,0.4374302923679352,2.9097383610613936,0.8704,0.7706,0.4109,0.5671,0.7228689876131036
11,0.21999999999999997,→hold,0.03999351359413056,0.1625423370096498,0.7388288083547604,0.45835788196432375,2.314577633463694,0.8437,0.7435,0.5234,0.5988,0.04245036403402622,0.47936913493649785,0.47936913493649785,0.4400806621813671,2.7331875320120806,0.8704,0.7705,0.4017,0.5579,0.521819498970524
