epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,19.00422477722168,0.0,1245.7738037109375,0.0,21.979206085205078,0.735,0.6182,0.1938,0.2539,4.634281635284424,1128.41845703125,1128.41845703125,0.0,1136.3284912109375,0.8019,0.7032,0.2537,0.3373,1133.0527386665344
1,0.04,↑,4.629354000091553,15.032925605773926,751.6468505859375,0.0,22.270233154296875,0.7956,0.6931,0.2216,0.2609,4.2904372215271,716.160888671875,716.160888671875,0.0,723.7404174804688,0.8003,0.6993,0.29,0.356,720.4513258934021
2,0.06,↑,3.9973042011260986,3.1674065589904785,79.18519592285156,0.0,8.695168495178223,0.7857,0.6884,0.304,0.4402,3.1029369831085205,39.234375,39.234375,0.0,43.67535400390625,0.7869,0.6976,0.4371,0.6055,42.33731198310852
3,0.08,↑,3.2558538913726807,1.9729598760604858,32.882686614990234,0.0,6.64082145690918,0.749,0.6631,0.3475,0.5009,2.41086483001709,30.947721481323242,30.947721481323242,0.0,34.667633056640625,0.7804,0.6957,0.4406,0.601,33.35858631134033
4,0.1,↑,3.0514121055603027,2.18973445892334,27.371671676635742,0.0,6.644518852233887,0.7412,0.6583,0.3639,0.5119,2.259814500808716,25.811201095581055,25.811201095581055,0.0,29.39229393005371,0.776,0.6939,0.4583,0.603,28.07101559638977
5,0.12000000000000001,↑,2.957726001739502,2.3590850830078125,23.59084129333496,0.0,6.717396259307861,0.7013,0.6238,0.3869,0.5227,1.9957575798034668,22.673967361450195,22.673967361450195,0.0,25.97028160095215,0.7685,0.6879,0.4839,0.6159,24.669724941253662
6,0.14,↑,2.8954789638519287,2.4511094093322754,20.42592430114746,0.0,6.749166488647461,0.6787,0.6045,0.3966,0.5353,1.9721081256866455,19.362268447875977,19.362268447875977,0.0,22.644685745239258,0.7719,0.6944,0.4824,0.62,21.334376573562622
7,0.16,↑,2.8227932453155518,2.434468984603882,17.389074325561523,0.0,6.663602352142334,0.6879,0.6094,0.4046,0.5416,2.2591161727905273,15.769721031188965,15.769721031188965,0.0,19.320228576660156,0.7564,0.6872,0.4926,0.6268,18.028837203979492
8,0.18,↑,2.7415878772735596,2.3267788887023926,14.542357444763184,0.0,6.480140686035156,0.6948,0.6127,0.4081,0.5464,2.215507745742798,12.931314468383789,12.931314468383789,0.0,16.4433536529541,0.7398,0.6625,0.4951,0.6347,15.146822214126587
9,0.19999999999999998,↑,2.6200010776519775,2.1846237182617188,12.136783599853516,0.0,6.22117805480957,0.7063,0.6204,0.409,0.55,1.9242513179779053,11.61549186706543,11.61549186706543,0.0,14.869065284729004,0.8149,0.7336,0.5013,0.6289,13.539743185043335
10,0.21999999999999997,↑,2.5793449878692627,2.119948148727417,10.599723815917969,0.0,6.124269008636475,0.7156,0.6268,0.4082,0.5526,1.984979510307312,10.273340225219727,10.273340225219727,0.0,13.611821174621582,0.8291,0.7454,0.5115,0.627,12.258319735527039
11,0.23999999999999996,↑,2.5730388164520264,2.0763940811157227,9.438156127929688,0.0,6.080102920532227,0.7172,0.6275,0.4071,0.5545,1.784690260887146,9.343153953552246,9.343153953552246,0.0,12.463509559631348,0.8167,0.7342,0.4938,0.6277,11.127844214439392
12,0.25999999999999995,↑,2.5579943656921387,2.0611109733581543,8.58797550201416,0.0,6.052732467651367,0.7177,0.6268,0.4052,0.5573,1.8707594871520996,8.663193702697754,8.663193702697754,0.0,11.900446891784668,0.8292,0.7445,0.4894,0.6227,10.533953189849854
13,0.27999999999999997,↑,2.52738356590271,2.0592710971832275,7.920278549194336,0.0,6.0219340324401855,0.7206,0.6288,0.4044,0.557,2.1663992404937744,7.9639458656311035,7.9639458656311035,0.0,11.500763893127441,0.8232,0.7401,0.4912,0.6261,10.130345106124878
14,0.3,↑,2.472808599472046,2.0633544921875,7.369123935699463,0.0,5.976325511932373,0.7268,0.6343,0.4022,0.5559,1.945129156112671,7.402542591094971,7.402542591094971,0.0,10.724059104919434,0.8167,0.7343,0.4758,0.6214,9.347671747207642
15,0.32,↑,2.524390935897827,2.0233559608459473,6.744515895843506,0.0,5.990629196166992,0.7303,0.637,0.3991,0.5521,1.9926038980484009,6.604020595550537,6.604020595550537,0.0,9.965780258178711,0.7943,0.7098,0.4667,0.6202,8.596624493598938
16,0.34,↑,2.569352388381958,1.9397233724594116,6.061636447906494,0.0,5.954711437225342,0.7329,0.6398,0.3953,0.5488,2.151420831680298,6.01427698135376,6.01427698135376,0.0,9.547954559326172,0.8162,0.7354,0.4601,0.6148,8.165697813034058
17,0.36000000000000004,↑,2.607114553451538,1.8565022945404053,5.460301876068115,0.0,5.914052963256836,0.7366,0.643,0.3918,0.5448,1.9027665853500366,5.395289421081543,5.395289421081543,0.0,8.683367729187012,0.8294,0.7439,0.4573,0.6161,7.29805600643158
18,0.38000000000000006,↑,2.6402595043182373,1.7588696479797363,4.885747909545898,0.0,5.854846477508545,0.7434,0.6465,0.3891,0.544,1.9771723747253418,4.7988128662109375,4.7988128662109375,0.0,8.210747718811035,0.8039,0.7114,0.4593,0.611,6.775985240936279
19,0.4000000000000001,↑,2.6666100025177,1.671761155128479,4.399374961853027,0.0,5.800382614135742,0.7531,0.6494,0.3845,0.5422,2.102409839630127,4.390326023101807,4.390326023101807,0.0,7.917219161987305,0.8252,0.7317,0.4705,0.6138,6.492735862731934
20,0.4200000000000001,↑,2.6881842613220215,1.6187795400619507,4.046952247619629,0.0,5.777029037475586,0.762,0.6556,0.3798,0.5397,2.1144583225250244,4.120595932006836,4.120595932006836,0.0,7.667107582092285,0.8242,0.7303,0.4657,0.6143,6.23505425453186
21,0.4400000000000001,↑,2.6942942142486572,1.5868548154830933,3.778226137161255,0.0,5.753922939300537,0.7688,0.6621,0.3758,0.5356,2.217724561691284,3.8286211490631104,3.8286211490631104,0.0,7.476682662963867,0.808,0.7138,0.4759,0.6172,6.0463457107543945
22,0.46000000000000013,↑,2.7251944541931152,1.5800403356552124,3.5909979343414307,0.0,5.783421039581299,0.7718,0.6644,0.374,0.5339,2.1177423000335693,3.74397611618042,3.74397611618042,0.0,7.311791896820068,0.828,0.7324,0.4767,0.6166,5.861718416213989
23,0.48000000000000015,↑,2.725991725921631,1.575156807899475,3.4242475032806396,0.0,5.780664920806885,0.7753,0.6686,0.3722,0.5317,2.1260910034179688,3.6164259910583496,3.6164259910583496,0.0,7.191364288330078,0.8328,0.7379,0.476,0.6185,5.742516994476318
