Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8570,0.5329,1.0479,0.5094,0.5993,0.5094,0.5270,0.2736,0.8149,0.4477,0.5710
2,0.7488,0.6026,1.0771,0.5032,0.5924,0.5032,0.5234,0.2899,0.8216,0.5072,0.4766
3,0.7202,0.6182,1.0793,0.5190,0.6132,0.5190,0.5416,0.3367,0.8017,0.4935,0.5284
4,0.7022,0.6268,1.1011,0.5211,0.6161,0.5211,0.5440,0.4129,0.7586,0.5384,0.4703
5,0.6885,0.6335,1.0785,0.5302,0.6118,0.5302,0.5517,0.4065,0.7204,0.5119,0.5383
6,0.6773,0.6392,1.1513,0.5078,0.6305,0.5078,0.5371,0.4107,0.7701,0.4670,0.5174
7,0.6677,0.6426,1.1098,0.5560,0.6056,0.5560,0.5701,0.3913,0.6921,0.5727,0.5466
8,0.6593,0.6463,1.1274,0.5193,0.6110,0.5193,0.5422,0.3840,0.7264,0.4814,0.5497
9,0.6509,0.6493,1.1163,0.5377,0.6041,0.5377,0.5554,0.3559,0.7185,0.5206,0.5625
10,0.6454,0.6517,1.1842,0.5474,0.6041,0.5474,0.5621,0.3919,0.7074,0.5938,0.4940
11,0.6401,0.6539,1.1539,0.5476,0.6057,0.5476,0.5649,0.3351,0.6852,0.5589,0.5574
12,0.6079,0.6670,1.2656,0.5310,0.6133,0.5310,0.5521,0.3850,0.7492,0.5156,0.5345
13,0.5963,0.6717,1.3488,0.5338,0.6097,0.5338,0.5544,0.4073,0.6927,0.5075,0.5600
14,0.5916,0.6734,1.2811,0.5423,0.6200,0.5423,0.5609,0.4046,0.7147,0.4921,0.5968
15,0.5854,0.6759,1.3395,0.5416,0.6084,0.5416,0.5594,0.3632,0.7088,0.5211,0.5729
