Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8749,0.4229,2.0589,0.2654,0.4989,0.2654,0.2828,0.1368,0.7344,0.3308,0.1274,0.2864
2,0.7053,0.5371,1.8470,0.3204,0.5320,0.3204,0.3537,0.1768,0.6889,0.4355,0.2447,0.2818
3,0.6499,0.5796,1.9004,0.3435,0.5958,0.3435,0.3755,0.2190,0.6557,0.5230,0.2135,0.3693
4,0.6149,0.6083,1.9311,0.3524,0.6172,0.3524,0.3824,0.2324,0.6638,0.5377,0.2049,0.3977
5,0.5770,0.6338,1.9030,0.3678,0.6191,0.3678,0.4039,0.2454,0.6411,0.5775,0.2458,0.3869
6,0.5499,0.6490,1.8591,0.3853,0.6135,0.3853,0.4225,0.2537,0.6095,0.5921,0.2698,0.4107
7,0.5170,0.6648,1.8761,0.3849,0.6332,0.3849,0.4188,0.2596,0.5975,0.6302,0.2506,0.4262
8,0.4914,0.6770,2.0165,0.4020,0.6131,0.4020,0.4420,0.2642,0.5852,0.6152,0.3161,0.4016
9,0.4657,0.6889,2.1092,0.3859,0.6345,0.3859,0.4212,0.2611,0.5975,0.6327,0.2554,0.4226
10,0.4387,0.6983,2.0005,0.3988,0.6159,0.3988,0.4363,0.2624,0.5621,0.6445,0.2998,0.4113
11,0.4153,0.7070,2.0159,0.3996,0.6193,0.3996,0.4369,0.2633,0.5123,0.7085,0.3096,0.3993
12,0.3947,0.7154,2.0735,0.3960,0.6124,0.3960,0.4322,0.2569,0.5389,0.6411,0.2853,0.4283
13,0.3570,0.7304,2.0761,0.4071,0.6143,0.4071,0.4438,0.2640,0.4877,0.6838,0.3100,0.4319
14,0.3454,0.7343,2.1398,0.4134,0.6072,0.4134,0.4517,0.2655,0.4977,0.6545,0.3297,0.4302
15,0.3354,0.7378,2.1966,0.4081,0.6122,0.4081,0.4441,0.2636,0.4780,0.6964,0.3113,0.4328
16,0.3230,0.7434,2.1493,0.4230,0.5908,0.4230,0.4579,0.2636,0.4449,0.6863,0.3524,0.4355
17,0.3129,0.7485,2.1873,0.4252,0.6138,0.4252,0.4586,0.2744,0.4537,0.6935,0.3214,0.4745
18,0.3050,0.7510,2.2836,0.4162,0.6030,0.4162,0.4521,0.2648,0.4769,0.6704,0.3275,0.4421
19,0.2968,0.7556,2.2413,0.4245,0.6038,0.4245,0.4597,0.2699,0.4526,0.6817,0.3375,0.4566
20,0.2901,0.7585,2.2973,0.4163,0.5986,0.4163,0.4469,0.2605,0.4291,0.6939,0.3051,0.4765
21,0.2832,0.7625,2.2264,0.4281,0.5952,0.4281,0.4595,0.2667,0.4029,0.7014,0.3346,0.4786
22,0.2673,0.7694,2.2852,0.4342,0.5902,0.4342,0.4645,0.2663,0.3998,0.6612,0.3388,0.5010
23,0.2624,0.7716,2.2749,0.4326,0.5852,0.4326,0.4616,0.2627,0.3701,0.6880,0.3414,0.4948
24,0.2581,0.7743,2.3493,0.4374,0.5910,0.4374,0.4654,0.2705,0.3990,0.6930,0.3379,0.5029
25,0.2553,0.7758,2.3411,0.4407,0.5846,0.4407,0.4698,0.2691,0.3924,0.6771,0.3559,0.4963
26,0.2485,0.7787,2.3897,0.4448,0.5866,0.4448,0.4733,0.2724,0.3786,0.6822,0.3593,0.5058
27,0.2444,0.7810,2.3520,0.4423,0.5815,0.4423,0.4688,0.2668,0.3647,0.6801,0.3507,0.5136
28,0.2432,0.7814,2.3945,0.4436,0.5877,0.4436,0.4728,0.2711,0.3747,0.6700,0.3564,0.5100
29,0.2418,0.7826,2.4003,0.4452,0.5809,0.4452,0.4736,0.2683,0.3651,0.6650,0.3655,0.5073
30,0.2364,0.7859,2.4161,0.4474,0.5823,0.4474,0.4739,0.2702,0.3539,0.6742,0.3594,0.5216
31,0.2358,0.7858,2.4059,0.4472,0.5819,0.4472,0.4736,0.2698,0.3527,0.6746,0.3603,0.5199
32,0.2362,0.7860,2.4276,0.4466,0.5822,0.4466,0.4737,0.2698,0.3466,0.6826,0.3621,0.5158
