Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4445,0.7937,0.4564,0.7799,0.7884,0.7799,0.7817,0.7951,0.7698
2,0.4201,0.8041,0.4546,0.7848,0.7913,0.7848,0.7863,0.7894,0.7816
3,0.4115,0.8076,0.4669,0.7817,0.7885,0.7817,0.7833,0.7872,0.7780
4,0.4062,0.8096,0.4554,0.7904,0.7924,0.7904,0.7912,0.7616,0.8097
5,0.4024,0.8112,0.4612,0.7813,0.7831,0.7813,0.7820,0.7481,0.8034
6,0.4000,0.8120,0.4988,0.7767,0.7891,0.7767,0.7788,0.8118,0.7533
7,0.3973,0.8129,0.4746,0.7844,0.7898,0.7844,0.7858,0.7813,0.7865
8,0.3960,0.8137,0.4669,0.7817,0.7827,0.7817,0.7821,0.7396,0.8098
9,0.3862,0.8167,0.4802,0.7810,0.7845,0.7810,0.7821,0.7626,0.7933
10,0.3836,0.8176,0.4818,0.7808,0.7840,0.7808,0.7818,0.7594,0.7951
11,0.3821,0.8180,0.4826,0.7824,0.7849,0.7824,0.7833,0.7551,0.8007
12,0.3808,0.8186,0.5035,0.7778,0.7838,0.7778,0.7793,0.7767,0.7785
