Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4420,0.7927,0.4621,0.7749,0.7825,0.7749,0.7767,0.7829,0.7697
2,0.4171,0.8041,0.4523,0.7855,0.7898,0.7855,0.7867,0.7745,0.7928
3,0.4068,0.8085,0.4604,0.7834,0.7891,0.7834,0.7849,0.7823,0.7841
4,0.3987,0.8120,0.4532,0.7919,0.7940,0.7919,0.7926,0.7648,0.8100
5,0.3918,0.8152,0.4753,0.7799,0.7845,0.7799,0.7812,0.7698,0.7866
6,0.3862,0.8179,0.4940,0.7804,0.7866,0.7804,0.7819,0.7820,0.7793
7,0.3817,0.8202,0.4825,0.7799,0.7863,0.7799,0.7815,0.7821,0.7785
8,0.3784,0.8219,0.4839,0.7745,0.7777,0.7745,0.7755,0.7514,0.7899
9,0.3633,0.8290,0.5077,0.7753,0.7773,0.7753,0.7761,0.7418,0.7977
10,0.3546,0.8336,0.5147,0.7725,0.7771,0.7725,0.7739,0.7592,0.7815
11,0.3481,0.8364,0.5328,0.7664,0.7698,0.7664,0.7675,0.7424,0.7824
12,0.3428,0.8395,0.5313,0.7673,0.7709,0.7673,0.7685,0.7451,0.7822
