Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9996,0.4754,1.2358,0.4084,0.6097,0.4084,0.4496,0.5621,0.5934,0.3384,0.4041
2,0.8597,0.5660,1.2468,0.4456,0.6048,0.4456,0.4856,0.5104,0.5999,0.4132,0.4282
3,0.8124,0.5903,1.1856,0.4616,0.6198,0.4616,0.4976,0.5669,0.6078,0.3802,0.4937
4,0.7762,0.6067,1.1136,0.5009,0.6045,0.5009,0.5271,0.5300,0.6499,0.4634,0.5006
5,0.7408,0.6241,1.0860,0.5196,0.6299,0.5196,0.5464,0.5852,0.6120,0.4490,0.5632
6,0.7165,0.6350,1.0297,0.5431,0.6126,0.5431,0.5619,0.5452,0.6208,0.5197,0.5511
7,0.6946,0.6444,1.0487,0.5523,0.6159,0.5523,0.5699,0.5479,0.5844,0.5209,0.5831
8,0.6733,0.6533,1.0904,0.5449,0.6190,0.5449,0.5620,0.5481,0.6540,0.4859,0.5874
9,0.6535,0.6592,1.0567,0.5644,0.6114,0.5644,0.5782,0.4979,0.6237,0.5596,0.5734
10,0.6352,0.6656,1.1293,0.5419,0.6053,0.5419,0.5588,0.5350,0.6394,0.5611,0.4964
11,0.6181,0.6716,1.1113,0.5541,0.6086,0.5541,0.5690,0.4611,0.6361,0.5253,0.5935
12,0.6025,0.6773,1.1712,0.5340,0.5978,0.5340,0.5496,0.4348,0.6842,0.4958,0.5691
13,0.5875,0.6824,1.1951,0.5264,0.6090,0.5264,0.5445,0.4829,0.6515,0.4497,0.5989
14,0.5430,0.6984,1.1951,0.5537,0.5999,0.5537,0.5654,0.4142,0.6323,0.5237,0.6080
15,0.5271,0.7048,1.2512,0.5433,0.5860,0.5433,0.5564,0.3963,0.6078,0.5405,0.5707
16,0.5169,0.7086,1.2273,0.5568,0.5915,0.5568,0.5659,0.3598,0.6455,0.5477,0.5993
17,0.5069,0.7125,1.3061,0.5465,0.5977,0.5465,0.5605,0.4007,0.6499,0.5245,0.5868
