epoch,train_pres_loss,train_type_loss,val_pres_acc,val_pres_f1,val_type_acc,val_type_f1,val_prox_loss,class_breakdown
0,0.686795506046305,1.1641803428169766,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
1,0.6863248116211083,1.0465332434664136,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
2,0.6863226418779795,0.993020835941638,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
3,0.6863180443799207,0.9697081363118644,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
4,0.6863192259027884,0.9608829687107806,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
5,0.6863161557995324,0.9579222890126251,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
6,0.6863077842343638,0.9571355708123903,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
7,0.6863131010099266,0.9568093009164177,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
8,0.6863029711592982,0.9568536404301139,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
9,0.686303023906315,0.956718709693648,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
10,0.6863011978179938,0.9567157911800596,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
11,0.6862941202304768,0.9565882088300679,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
12,0.6862943081707278,0.9566886330661477,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
13,0.6863007455754857,0.9566326287275367,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
14,0.6862873737684171,0.9567346406333587,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
15,0.6862848006627139,0.9566969185242603,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
16,0.6862767575933859,0.9566389324343328,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
17,0.6862809033129867,0.9566446623690813,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
18,0.6862782191446496,0.9565416436809981,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
19,0.686272478536751,0.9565266357367427,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
20,0.6862750860852767,0.9567029148752714,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
21,0.6862663304413891,0.9564598332123773,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
22,0.6862614309499008,0.9566108098698323,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
23,0.6862636642678799,0.9566558947509548,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
24,0.6862600518448543,0.9564951153465621,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
25,0.6862603676566615,0.9565510790550172,0.540505623670078,0.3792862872164983,0.2574216911839925,0.1053996881978878,1.5062881390935874,"{""pedestrian"": 0.0, ""light"": 0.0, ""sport"": 0.0, ""utility"": 0.4094}"
