Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9268,0.4705,1.0563,0.4995,0.5732,0.4995,0.5105,0.1868,0.8164,0.4364,0.5810
2,0.7768,0.5834,1.0410,0.5291,0.5969,0.5291,0.5457,0.3786,0.7626,0.5236,0.5183
3,0.7292,0.6141,0.9992,0.5433,0.6083,0.5433,0.5598,0.3623,0.7563,0.5354,0.5486
4,0.7038,0.6271,1.0164,0.5488,0.6112,0.5488,0.5637,0.3424,0.7745,0.5893,0.4998
5,0.6824,0.6382,0.9737,0.5690,0.6172,0.5690,0.5825,0.3609,0.7101,0.5810,0.5760
6,0.6653,0.6453,1.0824,0.5576,0.6069,0.5576,0.5690,0.3240,0.7584,0.6058,0.5130
7,0.6485,0.6528,1.0471,0.5370,0.6007,0.5370,0.5537,0.4040,0.7229,0.5349,0.5293
8,0.6313,0.6596,1.0574,0.5571,0.6172,0.5571,0.5697,0.3855,0.7339,0.5069,0.6196
9,0.6151,0.6653,1.0907,0.5639,0.6095,0.5639,0.5738,0.3898,0.7241,0.6335,0.4878
10,0.5789,0.6800,1.2051,0.5446,0.6092,0.5446,0.5619,0.4461,0.7005,0.5549,0.5200
11,0.5636,0.6850,1.1817,0.5574,0.6074,0.5574,0.5712,0.3861,0.7024,0.5599,0.5647
12,0.5507,0.6897,1.2091,0.5551,0.5950,0.5551,0.5660,0.3501,0.6913,0.5676,0.5620
13,0.5395,0.6940,1.2644,0.5487,0.6089,0.5487,0.5646,0.3903,0.7247,0.5647,0.5285
