Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,15.9956,0.7936,1.0109,0.6506,0.9709,0.6506,0.7601,0.9977,0.6393
2,0.3366,0.8357,0.7202,0.7323,0.9717,0.7323,0.8191,0.9985,0.7236
3,0.2916,0.8684,0.5803,0.7820,0.9723,0.7820,0.8526,0.9985,0.7749
4,0.2560,0.8891,0.5075,0.8160,0.9730,0.8160,0.8748,0.9992,0.8100
5,0.2255,0.9112,0.4143,0.8697,0.9745,0.8697,0.9089,0.9985,0.8655
6,0.1995,0.9306,0.3861,0.8819,0.9750,0.8819,0.9165,0.9992,0.8781
7,0.1778,0.9386,0.3475,0.8979,0.9758,0.8979,0.9266,0.9985,0.8946
8,0.1594,0.9458,0.2922,0.9095,0.9765,0.9095,0.9339,0.9977,0.9066
9,0.1427,0.9488,0.2915,0.9118,0.9766,0.9118,0.9353,0.9977,0.9090
10,0.1295,0.9543,0.3085,0.8995,0.9759,0.8995,0.9276,0.9985,0.8963
11,0.1184,0.9552,0.2427,0.9233,0.9776,0.9233,0.9427,0.9985,0.9208
12,0.1077,0.9587,0.2620,0.9247,0.9776,0.9247,0.9436,0.9962,0.9224
13,0.0985,0.9641,0.2435,0.9295,0.9781,0.9295,0.9467,0.9992,0.9272
14,0.0903,0.9632,0.3398,0.8963,0.9757,0.8963,0.9256,0.9977,0.8930
15,0.0845,0.9616,0.2181,0.9365,0.9787,0.9365,0.9513,0.9954,0.9346
16,0.0762,0.9712,0.1741,0.9503,0.9804,0.9503,0.9605,0.9923,0.9489
17,0.0703,0.9720,0.1745,0.9492,0.9802,0.9492,0.9598,0.9900,0.9479
18,0.0653,0.9723,0.1471,0.9582,0.9816,0.9582,0.9660,0.9885,0.9572
19,0.0604,0.9747,0.1397,0.9590,0.9819,0.9590,0.9666,0.9923,0.9579
20,0.0557,0.9789,0.1408,0.9610,0.9823,0.9610,0.9680,0.9931,0.9600
21,0.0521,0.9798,0.1307,0.9663,0.9834,0.9663,0.9718,0.9916,0.9655
22,0.0486,0.9806,0.1770,0.9487,0.9803,0.9487,0.9594,0.9962,0.9471
23,0.0496,0.9670,0.1932,0.9478,0.9801,0.9478,0.9588,0.9946,0.9462
24,0.0451,0.9749,0.1809,0.9459,0.9798,0.9459,0.9575,0.9923,0.9444
25,0.0420,0.9746,0.1579,0.9587,0.9819,0.9587,0.9664,0.9954,0.9575
26,0.0385,0.9804,0.2056,0.9440,0.9795,0.9440,0.9563,0.9931,0.9424
27,0.0381,0.9741,0.1705,0.9546,0.9812,0.9546,0.9635,0.9939,0.9533
28,0.0347,0.9783,0.1233,0.9681,0.9838,0.9681,0.9732,0.9908,0.9674
29,0.0317,0.9807,0.1279,0.9667,0.9836,0.9667,0.9721,0.9931,0.9659
30,0.0255,0.9853,0.1039,0.9755,0.9858,0.9755,0.9787,0.9870,0.9751
