Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.4462,0.7836,0.4325,0.8148,0.8100,0.8148,0.8123,0.9226,0.0000,0.0000,0.8564,0.7468
2,0.3518,0.8330,0.3952,0.8268,0.8264,0.8268,0.8220,0.8483,0.0000,0.2796,0.9212,0.6819
3,0.3264,0.8460,0.5704,0.7823,0.8195,0.7823,0.7583,0.9877,0.0000,0.0323,0.9776,0.4556
