Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.5477,0.4324,2.0891,0.3258,0.4471,0.3258,0.3395,0.3821,0.5512,0.0609,0.4725,0.3622,0.3881,0.0498,0.7148,0.2061,0.0513,0.5112,0.3625,0.3212,0.6876
2,1.2722,0.5281,1.9200,0.3649,0.4591,0.3649,0.3711,0.2959,0.5098,0.0648,0.6031,0.4835,0.4108,0.0931,0.7148,0.2310,0.0352,0.5358,0.3711,0.3989,0.5618
3,1.2074,0.5527,2.0016,0.3603,0.4625,0.3603,0.3581,0.3665,0.3878,0.1238,0.6055,0.4792,0.4530,0.0717,0.7404,0.1901,0.0342,0.8121,0.2724,0.3439,0.4404
4,1.1753,0.5639,2.0346,0.3772,0.4691,0.3772,0.3932,0.2784,0.5730,0.1438,0.6016,0.3942,0.4057,0.1493,0.7222,0.2906,0.1036,0.7349,0.3085,0.3541,0.3798
5,1.1545,0.5710,1.9884,0.3763,0.4626,0.3763,0.3875,0.2280,0.5011,0.1209,0.6336,0.3563,0.3951,0.1546,0.7409,0.2630,0.1525,0.6281,0.3897,0.3803,0.4270
6,1.1394,0.5751,2.0298,0.3825,0.4775,0.3825,0.3937,0.4394,0.4619,0.1335,0.6435,0.2675,0.4295,0.0899,0.7010,0.2686,0.1065,0.7427,0.3463,0.3554,0.4876
7,1.1304,0.5780,2.0357,0.3782,0.4730,0.3782,0.3826,0.3766,0.5098,0.1248,0.6665,0.3730,0.4519,0.0968,0.7118,0.2352,0.0587,0.5688,0.3121,0.3832,0.5820
8,1.1207,0.5815,2.1172,0.3838,0.4733,0.3838,0.3929,0.3807,0.4771,0.1072,0.6239,0.4613,0.4403,0.0605,0.7310,0.2740,0.0630,0.6538,0.3211,0.3754,0.5146
9,1.1145,0.5842,1.9986,0.3930,0.4785,0.3930,0.4011,0.2766,0.5556,0.1082,0.6646,0.3606,0.4170,0.1124,0.6916,0.2684,0.1559,0.8686,0.3748,0.3885,0.5281
10,1.1076,0.5863,2.1438,0.3839,0.4818,0.3839,0.3889,0.3807,0.5664,0.1287,0.6733,0.3433,0.4029,0.0776,0.7340,0.2423,0.1471,0.7338,0.3794,0.3779,0.4584
