Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.6945,0.3673,1.5483,0.3842,0.4653,0.3842,0.3544,0.0482,0.0667,0.2202,0.3104,0.0000,0.2165,0.0116,0.2567,0.7730,0.3037,0.7747,0.2782,0.3564,0.0000
2,1.2391,0.4907,1.2239,0.4877,0.4926,0.4877,0.4720,0.0093,0.7309,0.3294,0.4101,0.0000,0.7212,0.4568,0.4616,0.3981,0.3716,0.9318,0.6240,0.7039,0.0278
3,1.1100,0.5394,1.2130,0.4801,0.5450,0.4801,0.4629,0.0000,0.5926,0.0840,0.2521,0.1414,0.7490,0.4411,0.4334,0.4264,0.4938,0.9870,0.6657,0.7238,0.0722
4,1.0606,0.5609,1.2059,0.5057,0.5136,0.5057,0.4889,0.0000,0.5235,0.2514,0.4199,0.0019,0.5214,0.3390,0.4590,0.6469,0.1951,0.9916,0.8141,0.6305,0.3278
5,1.0254,0.5771,1.2540,0.4750,0.5433,0.4750,0.4532,0.0210,0.6000,0.0672,0.2640,0.0241,0.6524,0.6052,0.4584,0.4882,0.1883,1.0000,0.7405,0.7057,0.1444
6,0.9977,0.5888,1.1357,0.5219,0.5317,0.5219,0.5002,0.0342,0.9062,0.7299,0.6921,0.0265,0.6982,0.2212,0.5640,0.4053,0.1278,0.9992,0.8805,0.5354,0.5000
7,0.9767,0.5979,1.0787,0.5514,0.5853,0.5514,0.5361,0.0031,0.7630,0.2810,0.5812,0.0019,0.7161,0.2437,0.7638,0.4939,0.6537,0.9900,0.6850,0.6996,0.2889
8,0.9574,0.6062,1.1468,0.5303,0.5751,0.5303,0.5150,0.0039,0.5753,0.1383,0.7080,0.0636,0.5581,0.3724,0.7836,0.7052,0.2883,0.7517,0.6065,0.4322,0.7722
9,0.9446,0.6128,1.0543,0.5533,0.5836,0.5533,0.5543,0.0466,0.6815,0.3748,0.5442,0.1056,0.7217,0.5963,0.5070,0.5806,0.3735,1.0000,0.8401,0.5581,0.3028
10,0.9281,0.6194,1.0424,0.5633,0.5804,0.5633,0.5562,0.0148,0.7506,0.2657,0.5290,0.2821,0.7567,0.5861,0.6274,0.5977,0.1537,1.0000,0.8956,0.5768,0.4500
11,0.9168,0.6241,1.0790,0.5432,0.5678,0.5432,0.5277,0.0186,0.6420,0.3719,0.4859,0.0204,0.7909,0.6127,0.6364,0.4295,0.2093,0.9977,0.8757,0.7241,0.5194
12,0.9073,0.6291,1.1234,0.5461,0.5755,0.5461,0.5353,0.0987,0.8741,0.4632,0.4271,0.1556,0.4472,0.2233,0.5166,0.7407,0.2759,0.9985,0.8859,0.5925,0.6306
13,0.8985,0.6324,1.0223,0.5717,0.5951,0.5717,0.5643,0.0233,0.7802,0.4212,0.4670,0.1802,0.7894,0.4513,0.6312,0.4895,0.4204,0.9985,0.8208,0.7654,0.3861
14,0.8907,0.6357,1.0469,0.5688,0.5866,0.5688,0.5620,0.0233,0.8494,0.3931,0.6085,0.0370,0.5990,0.5507,0.6504,0.5948,0.3537,0.9931,0.7170,0.6852,0.4806
15,0.8843,0.6395,1.1239,0.5547,0.5650,0.5547,0.5332,0.0334,0.9506,0.2321,0.4335,0.0259,0.7426,0.3805,0.7241,0.5876,0.1877,0.9977,0.7399,0.7425,0.4278
16,0.8799,0.6404,1.0528,0.5599,0.5805,0.5599,0.5493,0.0233,0.7432,0.3965,0.6323,0.3432,0.7610,0.2886,0.6665,0.3994,0.4500,1.0000,0.9101,0.6747,0.5722
17,0.8714,0.6458,1.0382,0.5781,0.6089,0.5781,0.5706,0.0023,0.7284,0.3343,0.4466,0.1562,0.6770,0.4656,0.7414,0.6583,0.4216,0.9716,0.6838,0.7133,0.3778
18,0.8643,0.6484,1.0221,0.5753,0.6074,0.5753,0.5743,0.1103,0.6840,0.2973,0.5788,0.1840,0.7458,0.6780,0.5723,0.5002,0.2414,0.9969,0.7387,0.7650,0.6000
19,0.8610,0.6497,0.9826,0.5919,0.6150,0.5919,0.5896,0.0311,0.7728,0.2484,0.6756,0.2580,0.6725,0.5378,0.5871,0.6117,0.4500,1.0000,0.8389,0.6368,0.6806
20,0.8552,0.6514,0.9723,0.5933,0.6027,0.5933,0.5863,0.0979,0.8765,0.4020,0.6070,0.0765,0.7270,0.4752,0.7369,0.6372,0.3957,0.9977,0.8606,0.5870,0.5917
21,0.8488,0.6544,1.0024,0.5889,0.6052,0.5889,0.5757,0.0093,0.8938,0.3546,0.4899,0.0735,0.7486,0.4826,0.6697,0.6123,0.3883,0.9969,0.8467,0.7296,0.4917
22,0.8437,0.6561,1.0089,0.5806,0.6100,0.5806,0.5719,0.0513,0.8593,0.2588,0.4193,0.1241,0.7443,0.4078,0.6741,0.7179,0.4957,0.9977,0.7429,0.6141,0.4194
23,0.8400,0.6575,1.0253,0.5847,0.6080,0.5847,0.5784,0.0078,0.6815,0.2622,0.7290,0.3235,0.7409,0.5766,0.7740,0.6054,0.2210,0.9946,0.7695,0.5304,0.5333
24,0.8108,0.6715,0.9600,0.6016,0.6225,0.6016,0.5965,0.0427,0.8963,0.2770,0.5635,0.1864,0.7482,0.6140,0.6466,0.6015,0.3204,1.0000,0.8232,0.7528,0.5111
25,0.8037,0.6753,0.9670,0.6019,0.6097,0.6019,0.5904,0.0093,0.8889,0.2509,0.6306,0.1475,0.7606,0.5425,0.7836,0.6225,0.3290,1.0000,0.8214,0.6681,0.5556
26,0.7995,0.6777,0.9439,0.6049,0.6171,0.6049,0.5941,0.0365,0.8815,0.2889,0.6215,0.0926,0.7020,0.4132,0.6735,0.6640,0.3932,1.0000,0.8202,0.7194,0.4889
27,0.7947,0.6798,0.9382,0.6105,0.6232,0.6105,0.6033,0.0660,0.8494,0.3610,0.7034,0.1259,0.6274,0.5024,0.7420,0.5934,0.3759,0.9985,0.8389,0.7715,0.5556
28,0.7922,0.6794,0.9316,0.6171,0.6253,0.6171,0.6145,0.0979,0.8617,0.4331,0.5865,0.2827,0.7180,0.4534,0.7414,0.6578,0.3154,0.9977,0.8521,0.6909,0.5639
29,0.7900,0.6819,0.9438,0.6097,0.6311,0.6097,0.6058,0.0365,0.7605,0.3837,0.5358,0.1494,0.7441,0.4847,0.6825,0.6800,0.4309,0.9985,0.7640,0.6996,0.6306
30,0.7852,0.6822,0.9767,0.5983,0.6136,0.5983,0.5864,0.0078,0.8840,0.2519,0.6338,0.0642,0.6862,0.5888,0.6581,0.6285,0.2790,1.0000,0.8552,0.7417,0.4889
31,0.7832,0.6848,0.9652,0.5977,0.6082,0.5977,0.5872,0.0668,0.8889,0.3472,0.5752,0.0914,0.7850,0.4894,0.6460,0.6708,0.2926,1.0000,0.8189,0.6280,0.4917
32,0.7800,0.6861,0.9577,0.6100,0.6196,0.6100,0.6043,0.0699,0.8790,0.2998,0.6431,0.1494,0.7493,0.5235,0.6825,0.6141,0.4340,1.0000,0.8540,0.6913,0.5972
33,0.7588,0.6947,0.9715,0.6042,0.6184,0.6042,0.5965,0.0800,0.8617,0.2143,0.5525,0.2852,0.8232,0.5235,0.7471,0.5974,0.3235,1.0000,0.8533,0.6936,0.6667
34,0.7560,0.6971,0.9296,0.6195,0.6271,0.6195,0.6143,0.0793,0.8765,0.3393,0.6637,0.1895,0.7358,0.5208,0.6735,0.6763,0.3377,0.9985,0.8576,0.6542,0.6306
35,0.7519,0.6987,0.9307,0.6158,0.6302,0.6158,0.6097,0.0793,0.8642,0.2958,0.6240,0.1049,0.7422,0.5405,0.6965,0.6336,0.4543,1.0000,0.8576,0.7184,0.5722
36,0.7522,0.6981,0.9337,0.6178,0.6271,0.6178,0.6130,0.0878,0.8691,0.3704,0.5544,0.2630,0.7550,0.4323,0.7791,0.6346,0.3858,1.0000,0.8352,0.7357,0.5333
