Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.8105,0.3521,2.1064,0.2834,0.2713,0.2834,0.2251,0.0844,0.0000,0.0000,0.0000,0.0000,0.8866,0.5821,0.0298,0.0000,0.0000,0.0137,0.0000,0.5556,0.0000,0.0000,0.1202,0.0000,0.3728,0.4882,0.3667,0.0293,0.0000,0.0058,0.0167,0.0843,0.0000,0.0000,0.0000,0.0009,0.0000
2,1.5930,0.4197,2.0003,0.3340,0.3391,0.3340,0.2893,0.1706,0.0332,0.0111,0.0444,0.0000,0.7977,0.3603,0.0058,0.0000,0.0000,0.0000,0.0000,0.0444,0.0014,0.0000,0.0141,0.0000,0.5157,0.6476,0.3444,0.1000,0.1852,0.0000,0.0778,0.5452,0.0000,0.0000,0.0000,0.0276,0.1667
3,1.5125,0.4432,2.2654,0.3600,0.3244,0.3600,0.3053,0.2653,0.0000,0.0000,0.0296,0.0000,0.8176,0.6264,0.0008,0.0000,0.0010,0.0000,0.0000,0.4222,0.0000,0.0000,0.0000,0.0126,0.3866,0.4944,0.0000,0.0909,0.3852,0.0000,0.1111,0.6857,0.0000,0.0000,0.0033,0.0898,0.1222
4,1.4648,0.4602,1.7789,0.3782,0.3483,0.3782,0.3420,0.3762,0.0000,0.0667,0.3926,0.0111,0.9364,0.4422,0.1607,0.0000,0.0058,0.0000,0.0000,0.0000,0.0343,0.0000,0.1111,0.0586,0.3190,0.5903,0.8444,0.4495,0.2704,0.0000,0.2278,0.7530,0.0000,0.0020,0.0000,0.2791,0.4444
5,1.4347,0.4695,2.0470,0.3696,0.4166,0.3696,0.3239,0.2416,0.0000,0.0000,0.0370,0.0000,0.9510,0.3554,0.0464,0.0000,0.0019,0.0000,0.0000,0.0000,0.0179,0.0068,0.0040,0.0057,0.4121,0.7693,0.4444,0.1444,0.1815,0.0000,0.2278,0.7457,0.0000,0.0000,0.0000,0.0720,0.1333
