Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4480,0.7975,0.4835,0.7724,0.7893,0.7724,0.7747,0.8278,0.7355
2,0.4263,0.8057,0.4793,0.7763,0.7924,0.7763,0.7786,0.8291,0.7411
3,0.4193,0.8085,0.4877,0.7739,0.7897,0.7739,0.7761,0.8248,0.7398
4,0.4146,0.8101,0.4717,0.7882,0.7953,0.7882,0.7898,0.7975,0.7820
5,0.4110,0.8115,0.4811,0.7804,0.7895,0.7804,0.7822,0.7995,0.7676
6,0.4081,0.8126,0.5143,0.7693,0.7898,0.7693,0.7716,0.8390,0.7228
7,0.4058,0.8135,0.5032,0.7775,0.7893,0.7775,0.7795,0.8104,0.7554
8,0.4045,0.8139,0.4863,0.7833,0.7905,0.7833,0.7849,0.7917,0.7777
9,0.3940,0.8176,0.5048,0.7778,0.7904,0.7778,0.7799,0.8146,0.7532
10,0.3911,0.8186,0.5052,0.7763,0.7890,0.7763,0.7784,0.8132,0.7517
11,0.3892,0.8192,0.5114,0.7778,0.7895,0.7778,0.7799,0.8097,0.7565
12,0.3878,0.8197,0.5154,0.7771,0.7912,0.7771,0.7792,0.8209,0.7478
