Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.6929,0.6367,1.1121,0.5706,0.5478,0.5706,0.5151,0.0018,0.1099,0.8454,0.4670
2,0.5656,0.7095,1.0457,0.5675,0.5677,0.5675,0.5338,0.0064,0.1906,0.6203,0.7483
3,0.5340,0.7235,1.0285,0.6028,0.5966,0.6028,0.5612,0.0007,0.1656,0.7203,0.7206
4,0.5148,0.7323,1.0013,0.6050,0.6019,0.6050,0.5740,0.0315,0.2238,0.6929,0.7416
5,0.5002,0.7376,1.0080,0.6051,0.5943,0.6051,0.5717,0.0154,0.2225,0.6967,0.7418
6,0.4868,0.7416,0.9951,0.6095,0.6022,0.6095,0.5877,0.0978,0.2477,0.7227,0.6889
7,0.4722,0.7460,1.0554,0.5899,0.6035,0.5899,0.5573,0.0193,0.1924,0.6563,0.7595
8,0.4632,0.7495,1.0078,0.5938,0.6177,0.5938,0.5615,0.0249,0.1901,0.6453,0.7854
9,0.4545,0.7538,1.0054,0.6073,0.6122,0.6073,0.5802,0.0712,0.1992,0.7065,0.7244
10,0.4419,0.7589,0.9925,0.5939,0.6166,0.5939,0.5785,0.1350,0.2398,0.6296,0.7634
11,0.4175,0.7709,1.0268,0.6030,0.6187,0.6030,0.5872,0.1573,0.2138,0.6651,0.7409
12,0.4048,0.7772,1.0131,0.6129,0.6191,0.6129,0.5941,0.1469,0.2206,0.7034,0.7181
13,0.3963,0.7809,1.0507,0.5888,0.6127,0.5888,0.5753,0.1840,0.2130,0.6225,0.7511
14,0.3897,0.7847,1.0340,0.6137,0.6172,0.6137,0.5956,0.1463,0.2379,0.7094,0.7081
15,0.3827,0.7874,1.0459,0.5904,0.6171,0.5904,0.5767,0.1736,0.2193,0.6154,0.7669
16,0.3734,0.7924,1.0532,0.6069,0.6126,0.6069,0.5917,0.1801,0.2318,0.7082,0.6816
17,0.3682,0.7961,1.1071,0.5719,0.6064,0.5719,0.5699,0.3090,0.2602,0.5712,0.7254
18,0.3635,0.7979,1.0920,0.5909,0.6129,0.5909,0.5806,0.1935,0.2480,0.6193,0.7501
19,0.3414,0.8092,1.1227,0.6053,0.6167,0.6053,0.5944,0.2011,0.2434,0.6819,0.7044
20,0.3341,0.8119,1.1554,0.6015,0.6115,0.6015,0.5867,0.1704,0.2284,0.6722,0.7195
21,0.3289,0.8149,1.1862,0.5862,0.6054,0.5862,0.5768,0.2146,0.2402,0.6298,0.7178
22,0.3257,0.8166,1.1845,0.5951,0.6068,0.5951,0.5857,0.2144,0.2543,0.6638,0.6934
