Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4625,0.7879,0.4930,0.7713,0.7900,0.7713,0.7736,0.8340,0.7294
2,0.4281,0.8053,0.4754,0.7800,0.7920,0.7800,0.7821,0.8143,0.7572
3,0.4184,0.8085,0.4778,0.7746,0.7916,0.7746,0.7769,0.8311,0.7369
4,0.4111,0.8112,0.4731,0.7869,0.7939,0.7869,0.7885,0.7954,0.7812
5,0.4051,0.8134,0.4730,0.7838,0.7924,0.7838,0.7856,0.8008,0.7724
6,0.3995,0.8157,0.5046,0.7758,0.7927,0.7758,0.7780,0.8323,0.7381
7,0.3938,0.8180,0.4943,0.7836,0.7938,0.7836,0.7855,0.8096,0.7663
8,0.3886,0.8202,0.4949,0.7819,0.7918,0.7819,0.7838,0.8059,0.7658
9,0.3768,0.8251,0.5032,0.7783,0.7893,0.7783,0.7803,0.8071,0.7590
10,0.3716,0.8274,0.5182,0.7767,0.7899,0.7767,0.7789,0.8159,0.7506
11,0.3672,0.8295,0.5032,0.7763,0.7851,0.7763,0.7781,0.7926,0.7653
12,0.3630,0.8314,0.5442,0.7724,0.7854,0.7724,0.7745,0.8097,0.7475
