Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.0706,0.7526,0.6660,0.7170,0.9335,0.7170,0.7818
2,1.00e-03,0.0520,0.8299,0.5484,0.7857,0.9369,0.7857,0.8327
3,1.00e-03,0.0476,0.8439,0.3558,0.8379,0.9379,0.8379,0.8699
4,1.00e-03,0.0450,0.8518,0.4663,0.8165,0.9384,0.8165,0.8549
5,1.00e-03,0.0430,0.8582,0.8759,0.6672,0.9348,0.6672,0.7431
6,1.00e-03,0.0415,0.8623,1.4503,0.5885,0.9323,0.5885,0.6777
7,1.00e-03,0.0406,0.8668,0.7600,0.7119,0.9362,0.7119,0.7780
8,5.00e-04,0.0375,0.8766,0.7289,0.7454,0.9376,0.7454,0.8032
9,5.00e-04,0.0368,0.8798,0.7833,0.7274,0.9367,0.7274,0.7897
10,5.00e-04,0.0360,0.8827,1.0753,0.6415,0.9340,0.6415,0.7224
11,5.00e-04,0.0354,0.8848,0.7470,0.7379,0.9372,0.7379,0.7976
