Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.8492,0.1745,36.0355,0.0516,0.1185,0.0516,0.0080,0.0117,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0060,0.0000
2,1.4458,0.2928,73.8375,0.0516,0.0697,0.0516,0.0080,0.0026,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,1.0000,0.0000,0.0000,0.0000
3,1.1894,0.3784,9.1213,0.1463,0.0214,0.1463,0.0374,-0.0005,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1.3103,0.3393,4.0360,0.0586,0.1553,0.0586,0.0377,0.0326,0.0000,0.0000,0.0000,0.1129,0.0000,0.0006,0.4358,0.0000,0.0002,0.0194,0.0000,0.7125,0.0147,0.0000
5,1.3076,0.3455,10.2840,0.1483,0.2875,0.1483,0.0415,0.0270,0.0000,0.0000,0.0000,0.9996,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0117,0.0000
6,1.2429,0.3666,31.6689,0.0546,0.0991,0.0546,0.0136,0.0101,0.0000,0.0000,0.0000,0.0092,0.0000,0.0156,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0033,0.0000
7,0.9944,0.4517,3.6126,0.1756,0.1147,0.1756,0.0831,0.0118,0.0000,0.0000,0.0000,0.1436,0.0000,0.8632,0.0000,0.0000,0.0020,0.0000,0.0000,0.0014,0.0275,0.0000
8,0.8971,0.4847,6.5368,0.1551,0.1737,0.1551,0.0607,0.0213,0.0000,0.0000,0.0000,0.9589,0.0000,0.0023,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0760,0.0000
9,0.7586,0.5308,10.0635,0.1433,0.0909,0.1433,0.0737,-0.0142,0.0000,0.0000,0.0000,0.7777,0.0000,0.1151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.0000
10,0.7294,0.5429,198.7335,0.0664,0.2246,0.0664,0.0273,0.0126,0.0000,0.0000,0.0000,0.0019,0.0000,0.0901,0.0000,0.0000,0.0012,0.0000,1.0000,0.0000,0.0017,0.0000
11,0.7489,0.5386,6.0896,0.1903,0.1604,0.1903,0.1052,0.0300,0.0000,0.0000,0.0088,0.0856,0.0000,0.8674,0.0000,0.0000,0.0161,0.0000,0.0000,0.0000,0.1403,0.0000
12,0.7044,0.5525,41.0153,0.0732,0.1794,0.0732,0.0348,0.0132,0.0000,0.0000,0.0000,0.0081,0.0000,0.1151,0.0000,0.0000,0.0007,0.0000,1.0000,0.0000,0.0114,0.0000
13,0.7123,0.5512,15.7967,0.1719,0.1959,0.1719,0.0579,-0.0066,0.0000,0.0000,0.0000,0.0242,0.0000,0.9685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
14,0.7415,0.5400,4.0740,0.1623,0.2016,0.1623,0.0715,0.0430,0.0000,0.0000,0.0630,0.9820,0.0000,0.0376,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0539,0.0000
15,0.7748,0.5281,9.1218,0.1496,0.1844,0.1496,0.0441,0.0303,0.0000,0.0000,0.0000,0.9996,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0000
16,0.7443,0.5395,7.4725,0.1556,0.2011,0.1556,0.0552,0.0356,0.0000,0.0000,0.0029,0.9981,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0445,0.0000
17,0.7394,0.5397,9.0453,0.1510,0.1804,0.1510,0.0470,0.0333,0.0000,0.0000,0.0000,0.9988,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000
