1641495325.0,39.350653,-76.344895,6.2
1641495326.0,39.350652,-76.344901,6.2
1641495327.0,39.350652,-76.344903,6.2
1641495328.0,39.350652,-76.344906,6.2
1641495329.0,39.350652,-76.344909,6.2
1641495330.0,39.350653,-76.344912,6.2
1641495331.0,39.350653,-76.344915,6.2
1641495332.0,39.350653,-76.344918,6.2
1641495333.0,39.350654,-76.344921,6.2
1641495334.0,39.350654,-76.344924,6.2
1641495335.0,39.350654,-76.344927,6.2
1641495336.0,39.350654,-76.34493,6.2
1641495337.0,39.350655,-76.344933,6.2
1641495338.0,39.350655,-76.344936,6.2
1641495339.0,39.350655,-76.344938,6.2
1641495340.0,39.350655,-76.344941,6.1
1641495341.0,39.350656,-76.344944,6.1
1641495342.0,39.350656,-76.344947,6.1
1641495343.0,39.35065,-76.344983,6.0
1641495344.0,39.350647,-76.344994,6.0
1641495345.0,39.350652,-76.345031,5.9
1641495346.0,39.350653,-76.345044,5.9
1641495347.0,39.350651,-76.345066,5.9
1641495348.0,39.350652,-76.345086,5.8
1641495349.0,39.350651,-76.345124,5.8
1641495350.0,39.350652,-76.345138,5.8
1641495351.0,39.350649,-76.345177,5.8
1641495352.0,39.350649,-76.345191,5.8
1641495353.0,39.35065,-76.345229,5.8
1641495354.0,39.35065,-76.345243,5.8
1641495355.0,39.350658,-76.345281,5.8
1641495356.0,39.35066,-76.345293,5.9
1641495357.0,39.350656,-76.34533,5.8
1641495358.0,39.350654,-76.345343,5.8
1641495359.0,39.350629,-76.345366,5.8
1641495360.0,39.350618,-76.34537,5.8
1641495361.0,39.350587,-76.345364,5.7
1641495362.0,39.350578,-76.345358,5.7
1641495363.0,39.35056,-76.345324,5.7
1641495364.0,39.350556,-76.345313,5.7
1641495365.0,39.350568,-76.345267,5.7
1641495366.0,39.350573,-76.345253,5.7
1641495367.0,39.35058,-76.345214,5.8
1641495368.0,39.350582,-76.345202,5.8
1641495369.0,39.350587,-76.345161,5.8
1641495370.0,39.35059,-76.345147,5.8
1641495371.0,39.350601,-76.345107,5.8
1641495372.0,39.350603,-76.345093,5.8
1641495373.0,39.350611,-76.345051,5.8
1641495374.0,39.350612,-76.345037,5.8
1641495375.0,39.350625,-76.344995,5.9
1641495376.0,39.350628,-76.344981,6.1
1641495377.0,39.350633,-76.344941,6.1
1641495378.0,39.350636,-76.344926,6.2
1641495379.0,39.350643,-76.344882,6.2
1641495380.0,39.350646,-76.344867,6.2
1641495381.0,39.350654,-76.34482,6.3
1641495382.0,39.350656,-76.344803,6.4
1641495383.0,39.350665,-76.344758,6.5
1641495384.0,39.350667,-76.344743,6.5
1641495385.0,39.35068,-76.344694,6.5
1641495386.0,39.350687,-76.344678,6.6
1641495387.0,39.350696,-76.344644,6.6
1641495388.0,39.350708,-76.344597,6.7
1641495389.0,39.350712,-76.344581,6.7
1641495390.0,39.350721,-76.344548,6.7
