Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.5393,0.4433,1.5007,0.4368,0.4391,0.4368,0.4037,0.2217,0.0000,0.0000,0.0074,0.0000,0.9877,0.6627,0.6413,0.0000,0.5053,0.0222,0.0133,0.4667,0.0865,0.0000,0.0162,0.2641,0.4162,0.4931,0.0444,0.1333,0.0000,0.0000,0.0000,0.8843,0.0000,0.0000,0.0000,0.7511,0.0000
2,1.2695,0.5260,1.3983,0.4794,0.5142,0.4794,0.4657,0.3745,0.0227,0.3111,0.0222,0.0190,0.9985,0.5485,0.9014,0.0000,0.5527,0.0427,0.1578,0.4889,0.3901,0.1188,0.3040,0.1056,0.4535,0.6638,0.2222,0.0253,0.0000,0.0012,0.1056,0.8144,0.0018,0.0000,0.0000,0.6596,0.0111
3,1.1896,0.5599,1.2865,0.5219,0.5177,0.5219,0.5044,0.5073,0.0087,0.5111,0.0889,0.0000,0.9946,0.5211,0.8227,0.0000,0.2870,0.0256,0.2289,0.4222,0.3887,0.0937,0.1960,0.1757,0.6106,0.6412,0.4333,0.4091,0.0000,0.0269,0.4000,0.9180,0.0000,0.0081,0.0000,0.8729,0.0444
4,1.1328,0.5822,1.2477,0.5344,0.5278,0.5344,0.5154,0.5233,0.1154,0.4000,0.1778,0.0000,0.9770,0.6623,0.8119,0.0000,0.4841,0.0205,0.2756,0.1556,0.3709,0.0280,0.2010,0.1871,0.6700,0.4869,0.7444,0.3343,0.0000,0.0152,0.5667,0.9180,0.0268,0.0121,0.0000,0.8444,0.0444
5,1.0906,0.5981,1.2170,0.5504,0.5653,0.5504,0.5389,0.4991,0.0874,0.6778,0.3556,0.0000,0.9808,0.6474,0.8608,0.0000,0.3662,0.0598,0.2867,0.8889,0.4451,0.1188,0.3879,0.2158,0.6956,0.5420,0.0000,0.3697,0.1630,0.0023,0.2944,0.9354,0.0197,0.0101,0.0000,0.8027,0.2778
