epoch,train_loss,train_pres_loss,train_type_loss,val_loss,val_pres_loss,val_type_loss,val_pres_f1,val_pres_acc,val_type_f1,val_type_acc
0,1.1584732703251928,0.33562829703171626,0.8228449732934765,1.0793452381757487,0.34414152953763416,0.7352037086381146,0.0,0.2769,0.4753,0.69
1,1.093713795790938,0.3252334999468978,0.7684802958440401,1.0866263011816135,0.3437170308712777,0.7429092703103358,0.86,0.796,0.5349,0.6911
2,1.0912947313222707,0.32426090392256923,0.7670338273997016,1.0823223504993724,0.34345484176170793,0.7388675087376645,0.8698,0.8017,0.4781,0.6817
3,1.0914684265298615,0.3240708166471527,0.7673976098827089,1.0835590732394822,0.34337457461370324,0.7401844986257791,0.8697,0.8017,0.47,0.6749
4,1.0914507392863064,0.3241073648872679,0.7673433743990384,1.0852114606101757,0.3431254886193949,0.7420859719907809,0.8575,0.7941,0.4863,0.6887
5,1.089916806005989,0.32412545687323857,0.7657913491327504,1.0863751651837885,0.34313518915149976,0.7432399760322888,0.8592,0.7955,0.4755,0.6676
6,1.0907706506056243,0.324075592607655,0.7666950579979691,1.0838113082082648,0.3431883201704791,0.7406229880377857,0.8623,0.7976,0.4789,0.6767
7,1.0908196649121353,0.3241527769862815,0.7666668879258538,1.0823908037095848,0.34324009860981863,0.7391507050997663,0.8666,0.8008,0.4782,0.6857
8,1.0914224680285871,0.32398017458321243,0.7674422934453746,1.088816317825106,0.3430934282551182,0.7457228895699879,0.8673,0.8013,0.5207,0.68
9,1.0901114263964584,0.3241222391710357,0.7659891872254228,1.080806890683161,0.3430253343238725,0.7377815563592884,0.8354,0.7738,0.4645,0.6763
10,1.0907033824161763,0.3240901633346112,0.766613219081565,1.0851222537561136,0.3430682364593252,0.7420540172967884,0.8485,0.786,0.4853,0.687
11,1.091004935752808,0.32410888267132587,0.7668960530814821,1.0840581751266014,0.3429755636199359,0.7410826115066655,0.8223,0.7613,0.4694,0.6752
12,1.0920582981261397,0.32428581581824023,0.7677724823078995,1.0830220357202758,0.34335760396603404,0.7396644317542417,0.8641,0.7991,0.4906,0.6997
13,1.0915770998684102,0.3241587671740302,0.76741833269438,1.0857847641709768,0.34316342425148244,0.7426213399194944,0.8385,0.7767,0.4775,0.6777
14,1.091227179813132,0.3241568446475568,0.7670703351655752,1.0839197047859677,0.3431212195399065,0.7407984852460613,0.8544,0.7914,0.4899,0.6826
15,1.0919669275258517,0.3241340576495669,0.7678328698762849,1.0878706955843684,0.3432249666250974,0.7446457289592712,0.8547,0.7917,0.4787,0.6752
16,1.0913951479155442,0.3240895764581088,0.7673055714574354,1.082236398290069,0.3432064109231627,0.7390299873669062,0.8681,0.8015,0.4655,0.681
17,1.091478706987214,0.32421781909244446,0.7672608878947695,1.0840860509476173,0.3431993944162807,0.7408866565313366,0.8604,0.7962,0.4658,0.6742
18,1.0916239285658778,0.3239742451068261,0.7676496834590517,1.0887755079612838,0.34309885970773457,0.7456766482535492,0.8675,0.8012,0.506,0.6803
