Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0253,0.9237,0.1908,0.9480,0.9786,0.9480,0.9583,0.9816,0.9468
2,0.0131,0.9629,0.1710,0.9462,0.9782,0.9462,0.9571,0.9801,0.9450
3,0.0102,0.9716,0.1895,0.9534,0.9799,0.9534,0.9622,0.9931,0.9520
4,0.0092,0.9753,0.1501,0.9644,0.9822,0.9644,0.9701,0.9908,0.9635
5,0.0090,0.9766,0.0996,0.9735,0.9842,0.9735,0.9769,0.9732,0.9736
6,0.0073,0.9808,0.1768,0.9677,0.9825,0.9677,0.9724,0.9747,0.9675
7,0.0097,0.9790,0.1879,0.9652,0.9823,0.9652,0.9706,0.9877,0.9644
8,0.0061,0.9843,0.1109,0.9767,0.9854,0.9767,0.9793,0.9778,0.9766
9,0.0074,0.9821,0.0722,0.9822,0.9870,0.9822,0.9837,0.9525,0.9833
10,0.0070,0.9831,0.1160,0.9772,0.9856,0.9772,0.9798,0.9785,0.9772
11,0.0057,0.9861,0.0725,0.9848,0.9886,0.9848,0.9859,0.9670,0.9854
12,0.0063,0.9856,0.0831,0.9815,0.9870,0.9815,0.9832,0.9648,0.9821
13,0.0051,0.9879,0.0804,0.9835,0.9879,0.9835,0.9848,0.9655,0.9841
14,0.0065,0.9862,0.1027,0.9763,0.9850,0.9763,0.9790,0.9709,0.9765
15,0.0046,0.9892,0.0779,0.9874,0.9897,0.9874,0.9881,0.9517,0.9887
16,0.0054,0.9877,0.1431,0.9710,0.9833,0.9710,0.9749,0.9724,0.9709
17,0.0041,0.9905,0.0670,0.9838,0.9877,0.9838,0.9850,0.9510,0.9850
18,0.0056,0.9883,0.1501,0.9712,0.9834,0.9712,0.9751,0.9732,0.9712
19,0.0055,0.9884,0.0714,0.9848,0.9885,0.9848,0.9859,0.9625,0.9856
20,0.0026,0.9943,0.0781,0.9898,0.9911,0.9898,0.9902,0.9479,0.9913
21,0.0023,0.9950,0.0811,0.9894,0.9908,0.9894,0.9899,0.9433,0.9911
22,0.0024,0.9947,0.0790,0.9884,0.9902,0.9884,0.9890,0.9448,0.9900
23,0.0021,0.9955,0.0855,0.9906,0.9916,0.9906,0.9909,0.9395,0.9924
24,0.0023,0.9952,0.0752,0.9897,0.9912,0.9897,0.9902,0.9517,0.9911
25,0.0025,0.9946,0.0605,0.9914,0.9921,0.9914,0.9916,0.9364,0.9934
26,0.0019,0.9960,0.0875,0.9874,0.9898,0.9874,0.9881,0.9571,0.9885
27,0.0024,0.9952,0.1517,0.9807,0.9867,0.9807,0.9825,0.9670,0.9812
28,0.0020,0.9957,0.0760,0.9907,0.9915,0.9907,0.9910,0.9264,0.9930
29,0.0020,0.9956,0.0832,0.9876,0.9897,0.9876,0.9883,0.9448,0.9891
30,0.0015,0.9966,0.0833,0.9916,0.9920,0.9916,0.9918,0.9218,0.9941
31,0.0010,0.9978,0.0948,0.9917,0.9923,0.9917,0.9919,0.9295,0.9940
32,0.0008,0.9982,0.0859,0.9920,0.9923,0.9920,0.9921,0.9188,0.9946
33,0.0008,0.9983,0.1006,0.9917,0.9923,0.9917,0.9919,0.9310,0.9939
34,0.0009,0.9981,0.1034,0.9924,0.9927,0.9924,0.9925,0.9241,0.9949
35,0.0009,0.9982,0.1008,0.9913,0.9920,0.9913,0.9916,0.9333,0.9934
36,0.0006,0.9987,0.1100,0.9923,0.9927,0.9923,0.9925,0.9218,0.9949
37,0.0008,0.9982,0.0988,0.9923,0.9925,0.9923,0.9924,0.9149,0.9950
38,0.0007,0.9985,0.1210,0.9929,0.9930,0.9929,0.9929,0.9157,0.9956
39,0.0009,0.9983,0.1253,0.9921,0.9923,0.9921,0.9922,0.9134,0.9949
40,0.0008,0.9984,0.1080,0.9926,0.9927,0.9926,0.9926,0.9057,0.9957
41,0.0006,0.9988,0.1337,0.9923,0.9924,0.9923,0.9924,0.8973,0.9957
42,0.0010,0.9981,0.1170,0.9912,0.9920,0.9912,0.9915,0.9349,0.9933
43,0.0004,0.9990,0.1154,0.9927,0.9928,0.9927,0.9928,0.9096,0.9957
44,0.0003,0.9992,0.1372,0.9925,0.9926,0.9925,0.9925,0.8996,0.9958
45,0.0003,0.9994,0.1671,0.9921,0.9924,0.9921,0.9922,0.9180,0.9947
46,0.0003,0.9994,0.1658,0.9921,0.9924,0.9921,0.9923,0.9165,0.9948
