Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4207,0.8060,1251.2064,0.6092,0.5015,0.6092,0.4616,0.9996,0.0003
2,0.3982,0.8159,14003.2215,0.6093,0.4690,0.6093,0.4615,0.9999,0.0000
3,0.3926,0.8180,13659.7105,0.6086,0.4608,0.6086,0.4617,0.9982,0.0008
4,0.3890,0.8196,37214.8281,0.6094,0.3713,0.6094,0.4615,1.0000,0.0000
5,0.3859,0.8210,0.8049,0.6094,0.3713,0.6094,0.4614,1.0000,0.0000
6,0.3838,0.8218,2261.9985,0.6093,0.3713,0.6093,0.4614,0.9999,0.0000
7,0.3818,0.8227,64869.1976,0.6094,0.3713,0.6094,0.4615,1.0000,0.0000
8,0.3774,0.8245,20489.0656,0.6094,0.5015,0.6094,0.4615,1.0000,0.0000
9,0.3761,0.8253,21973.0125,0.6087,0.4781,0.6087,0.4618,0.9984,0.0009
10,0.3750,0.8255,0.7329,0.6093,0.4690,0.6093,0.4615,0.9999,0.0000
11,0.3741,0.8259,4.3300,0.3958,0.5586,0.3958,0.2394,0.0171,0.9866
12,0.3733,0.8264,81553.0840,0.6094,0.5015,0.6094,0.4615,1.0000,0.0000
13,0.3724,0.8268,38708.3550,0.6093,0.3713,0.6093,0.4614,0.9999,0.0000
14,0.3695,0.8280,22383.7269,0.6091,0.4541,0.6091,0.4615,0.9995,0.0002
15,0.3686,0.8282,1.0255,0.3936,0.5553,0.3936,0.2313,0.0101,0.9919
16,0.3681,0.8284,53.3928,0.6547,0.6935,0.6547,0.5779,0.9684,0.1655
17,0.3673,0.8287,5.3392,0.3934,0.5920,0.3934,0.2284,0.0074,0.9955
18,0.3669,0.8290,4763.5149,0.6088,0.4768,0.6088,0.4618,0.9985,0.0009
19,0.3663,0.8293,15345.1274,0.6092,0.4271,0.6092,0.4614,0.9998,0.0001
20,0.3659,0.8296,5.9300,0.3913,0.5772,0.3913,0.2219,0.0020,0.9986
21,0.3640,0.8300,18104.2334,0.6092,0.4330,0.6092,0.4614,0.9997,0.0001
22,0.3635,0.8305,12798.1056,0.6087,0.4766,0.6087,0.4618,0.9983,0.0010
23,0.3628,0.8307,374.0701,0.6082,0.5148,0.6082,0.4637,0.9956,0.0040
24,0.3626,0.8307,0.6948,0.6109,0.7214,0.6109,0.4654,0.9997,0.0045
