Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.2152,0.5170,1.6349,0.5697,0.9699,0.5697,0.6960,0.9885,0.5561
2,0.0193,0.9622,0.0708,0.9781,0.9870,0.9781,0.9808,0.9985,0.9774
3,0.0031,0.9921,0.0427,0.9866,0.9905,0.9866,0.9877,0.9985,0.9862
4,0.0025,0.9940,0.0277,0.9914,0.9932,0.9914,0.9919,0.9985,0.9912
5,0.0019,0.9959,0.0174,0.9956,0.9961,0.9956,0.9957,0.9985,0.9955
6,0.0015,0.9966,0.0217,0.9944,0.9952,0.9944,0.9946,0.9977,0.9942
7,0.0019,0.9964,0.0730,0.9787,0.9872,0.9787,0.9812,0.9992,0.9780
8,0.0017,0.9963,0.0128,0.9965,0.9969,0.9965,0.9966,0.9977,0.9965
9,0.0013,0.9970,0.0587,0.9848,0.9897,0.9848,0.9862,0.9992,0.9843
10,0.0017,0.9959,0.0117,0.9975,0.9977,0.9975,0.9975,0.9985,0.9975
11,0.0010,0.9979,0.0123,0.9973,0.9975,0.9973,0.9973,0.9985,0.9972
12,0.0009,0.9980,0.0479,0.9878,0.9912,0.9878,0.9887,0.9992,0.9874
13,0.0014,0.9965,0.0097,0.9980,0.9981,0.9980,0.9981,0.9977,0.9980
14,0.0015,0.9965,0.0175,0.9938,0.9948,0.9938,0.9941,0.9985,0.9936
15,0.0011,0.9974,0.0122,0.9972,0.9974,0.9972,0.9972,0.9985,0.9971
16,0.0011,0.9974,0.0116,0.9974,0.9976,0.9974,0.9975,0.9977,0.9974
17,0.0007,0.9985,0.0139,0.9977,0.9978,0.9977,0.9977,0.9985,0.9976
18,0.0005,0.9990,0.0102,0.9985,0.9986,0.9985,0.9985,0.9969,0.9986
19,0.0007,0.9987,0.0139,0.9971,0.9974,0.9971,0.9972,0.9985,0.9971
20,0.0006,0.9987,0.0103,0.9978,0.9979,0.9978,0.9978,0.9977,0.9978
21,0.0005,0.9988,0.0109,0.9983,0.9983,0.9983,0.9983,0.9969,0.9983
22,0.0006,0.9989,0.0089,0.9984,0.9985,0.9984,0.9984,0.9969,0.9985
23,0.0004,0.9992,0.0096,0.9983,0.9983,0.9983,0.9983,0.9977,0.9983
24,0.0004,0.9992,0.0108,0.9981,0.9982,0.9981,0.9982,0.9962,0.9982
25,0.0004,0.9993,0.0087,0.9989,0.9990,0.9989,0.9989,0.9962,0.9990
26,0.0004,0.9994,0.0092,0.9989,0.9989,0.9989,0.9989,0.9962,0.9990
27,0.0003,0.9994,0.0124,0.9978,0.9980,0.9978,0.9979,0.9985,0.9978
28,0.0013,0.9969,0.0106,0.9974,0.9976,0.9974,0.9974,0.9977,0.9974
29,0.0005,0.9990,0.0096,0.9979,0.9980,0.9979,0.9980,0.9969,0.9980
30,0.0004,0.9991,0.0086,0.9984,0.9985,0.9984,0.9985,0.9969,0.9985
