Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.1193,0.5685,0.3076,0.4723,0.7607,0.4723,0.3715,0.9964,0.1223
2,0.1143,0.5835,0.3120,0.4628,0.7578,0.4628,0.3543,0.9966,0.1063
3,0.1127,0.5913,0.3211,0.4988,0.7637,0.4988,0.4177,0.9941,0.1680
4,0.1116,0.5948,0.3057,0.4574,0.7586,0.4574,0.3441,0.9973,0.0968
5,0.1109,0.5985,0.3050,0.4757,0.7612,0.4757,0.3774,0.9962,0.1280
6,0.1107,0.5990,0.3187,0.4724,0.7595,0.4724,0.3717,0.9960,0.1226
7,0.1104,0.6003,0.3282,0.4930,0.7619,0.4930,0.4079,0.9942,0.1582
8,0.1077,0.6134,0.3281,0.4906,0.7615,0.4906,0.4039,0.9944,0.1542
9,0.1065,0.6201,0.3396,0.5056,0.7623,0.5056,0.4293,0.9925,0.1804
10,0.1063,0.6218,0.3553,0.4881,0.7608,0.4881,0.3996,0.9945,0.1499
11,0.1058,0.6251,0.3930,0.4995,0.7621,0.4995,0.4191,0.9933,0.1697
12,0.1056,0.6258,0.5284,0.5072,0.7622,0.5072,0.4321,0.9921,0.1833
13,0.1053,0.6272,0.5485,0.5024,0.7611,0.5024,0.4242,0.9924,0.1751
14,0.1054,0.6281,0.4764,0.5280,0.7648,0.5280,0.4657,0.9896,0.2197
15,0.1052,0.6287,0.5788,0.5139,0.7614,0.5139,0.4434,0.9905,0.1956
16,0.1053,0.6280,0.5076,0.4853,0.7578,0.4853,0.3951,0.9937,0.1457
17,0.1051,0.6291,0.7748,0.4987,0.7587,0.4987,0.4184,0.9919,0.1694
18,0.1050,0.6308,1.0142,0.4887,0.7575,0.4887,0.4011,0.9930,0.1518
19,0.1031,0.6391,1.1254,0.5241,0.7632,0.5241,0.4598,0.9895,0.2133
20,0.1023,0.6424,1.2884,0.5143,0.7615,0.5143,0.4441,0.9905,0.1963
21,0.1022,0.6435,1.2812,0.4992,0.7593,0.4992,0.4190,0.9921,0.1700
22,0.1019,0.6447,1.9211,0.5240,0.7624,0.5240,0.4597,0.9890,0.2134
