Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.6491,0.6855,0.5415,0.7617,0.7687,0.7617,0.7484,0.9167,0.5200
2,0.5489,0.7614,0.5269,0.7690,0.7755,0.7690,0.7571,0.9170,0.5381
3,0.5211,0.7775,0.5262,0.7707,0.7832,0.7707,0.7561,0.9344,0.5153
4,0.5084,0.7845,0.4988,0.7861,0.7882,0.7861,0.7788,0.9045,0.6014
5,0.4904,0.7932,0.4754,0.7967,0.7955,0.7967,0.7931,0.8821,0.6635
6,0.4955,0.7901,0.5493,0.7481,0.7736,0.7481,0.7237,0.9528,0.4288
7,0.5115,0.7849,0.4982,0.7870,0.7879,0.7870,0.7806,0.8979,0.6141
8,0.5076,0.7803,0.6501,0.6570,0.7524,0.6570,0.5654,0.9932,0.1326
9,0.5078,0.7850,0.4455,0.8074,0.8062,0.8074,0.8047,0.8826,0.6901
10,0.4822,0.7965,0.4410,0.8079,0.8068,0.8079,0.8048,0.8872,0.6841
11,0.4599,0.8034,0.4558,0.7964,0.8041,0.7964,0.7873,0.9302,0.5878
12,0.4599,0.8028,0.5649,0.7440,0.7759,0.7440,0.7162,0.9608,0.4060
13,0.5003,0.7935,0.4350,0.8063,0.8057,0.8063,0.8025,0.8926,0.6715
14,0.4654,0.8030,0.4425,0.8039,0.8055,0.8039,0.7984,0.9082,0.6412
15,0.4503,0.8072,0.4394,0.8056,0.8074,0.8056,0.8002,0.9094,0.6438
16,0.4478,0.8076,0.4389,0.8044,0.8064,0.8044,0.7986,0.9107,0.6384
17,0.4471,0.8074,0.4327,0.8061,0.8046,0.8061,0.8045,0.8671,0.7111
18,0.4461,0.8076,0.4320,0.8057,0.8049,0.8057,0.8021,0.8902,0.6738
