Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4601,0.7925,0.5078,0.7714,0.7863,0.7714,0.7736,0.8177,0.7404
2,0.4331,0.8031,0.4971,0.7755,0.7856,0.7755,0.7774,0.7990,0.7597
3,0.4261,0.8061,0.5157,0.7709,0.7874,0.7709,0.7732,0.8243,0.7352
4,0.4218,0.8076,0.4917,0.7798,0.7825,0.7798,0.7807,0.7535,0.7974
5,0.4191,0.8086,0.4958,0.7778,0.7834,0.7778,0.7793,0.7739,0.7804
6,0.4167,0.8097,0.5093,0.7765,0.7873,0.7765,0.7785,0.8037,0.7583
7,0.4162,0.8099,0.5065,0.7774,0.7798,0.7774,0.7783,0.7484,0.7968
8,0.4145,0.8109,0.5184,0.7737,0.7814,0.7737,0.7755,0.7821,0.7681
9,0.4067,0.8139,0.5040,0.7772,0.7843,0.7772,0.7789,0.7830,0.7733
10,0.4053,0.8143,0.5295,0.7719,0.7842,0.7719,0.7740,0.8054,0.7495
11,0.4037,0.8149,0.5215,0.7761,0.7829,0.7761,0.7778,0.7800,0.7735
12,0.4033,0.8152,0.5268,0.7722,0.7842,0.7722,0.7743,0.8046,0.7505
