Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8706,0.5199,7.6859,0.1101,0.6311,0.1101,0.0504,0.0000,1.0000,0.0403,0.0006
2,0.7486,0.6012,1.1301,0.5171,0.4837,0.5171,0.4924,0.0133,0.3610,0.6227,0.5671
3,0.7032,0.6271,3.8175,0.4963,0.5360,0.4963,0.3999,0.0015,0.0803,0.9540,0.1867
4,0.6706,0.6440,1.5951,0.3798,0.5355,0.3798,0.3995,0.0506,0.9266,0.4294,0.2728
5,0.6435,0.6580,0.9974,0.5110,0.5918,0.5110,0.5304,0.6932,0.3290,0.5204,0.4958
6,0.6180,0.6708,1.9308,0.5511,0.5409,0.5511,0.4936,0.0056,0.1734,0.8883,0.3901
7,0.5938,0.6818,10.6389,0.4944,0.4770,0.4944,0.4126,0.0002,0.0343,0.8970,0.2618
8,0.5681,0.6934,4.2813,0.5260,0.5243,0.5260,0.4658,0.0060,0.1060,0.8559,0.3776
9,0.5425,0.7032,1.5493,0.5081,0.4854,0.5081,0.4926,0.0323,0.4681,0.5583,0.5876
10,0.4867,0.7288,4.3351,0.4973,0.5732,0.4973,0.4378,0.0006,0.1749,0.3129,0.9349
11,0.4638,0.7393,8.7577,0.4419,0.5939,0.4419,0.3440,0.0000,0.1650,0.1457,0.9872
12,0.4438,0.7481,7.9904,0.5243,0.5496,0.5243,0.4797,0.0010,0.1037,0.5189,0.7791
13,0.4283,0.7554,4.7651,0.4852,0.5952,0.4852,0.3680,0.0092,0.2274,0.9813,0.0849
