1641497646.0,39.35068,-76.34486,5.5
1641497647.0,39.350677,-76.344871,5.5
1641497648.0,39.350673,-76.344882,5.5
1641497649.0,39.350669,-76.344893,5.5
1641497650.0,39.350665,-76.344905,5.5
1641497651.0,39.350661,-76.344916,5.5
1641497652.0,39.350657,-76.344927,5.4
1641497653.0,39.350653,-76.344938,5.4
1641497654.0,39.350649,-76.344983,5.2
1641497655.0,39.350647,-76.344996,5.2
1641497656.0,39.350647,-76.345041,5.1
1641497657.0,39.350648,-76.345056,5.1
1641497658.0,39.350648,-76.345097,5.1
1641497659.0,39.350648,-76.34511,5.1
1641497660.0,39.350657,-76.345154,5.1
1641497661.0,39.350659,-76.345169,5.1
1641497662.0,39.350662,-76.345215,5.1
1641497663.0,39.350663,-76.345232,5.1
1641497664.0,39.350664,-76.345271,5.1
1641497665.0,39.350667,-76.345316,5.1
1641497666.0,39.350671,-76.345355,5.1
1641497667.0,39.350675,-76.345397,5.2
1641497668.0,39.350679,-76.345437,5.2
1641497669.0,39.35068,-76.345472,5.1
1641497670.0,39.350681,-76.345514,5.1
1641497671.0,39.35068,-76.345553,5.1
1641497672.0,39.350684,-76.345594,5.1
1641497673.0,39.350681,-76.345629,5.1
1641497674.0,39.350679,-76.345667,5.1
1641497675.0,39.350682,-76.345712,5.2
1641497676.0,39.350686,-76.34576,5.2
1641497677.0,39.3507,-76.345799,5.3
1641497678.0,39.350724,-76.345822,5.3
1641497679.0,39.350752,-76.345818,5.3
1641497680.0,39.350775,-76.345797,5.3
1641497681.0,39.350787,-76.345748,5.3
1641497682.0,39.350786,-76.345727,5.3
1641497683.0,39.350784,-76.345685,5.3
1641497684.0,39.350784,-76.345633,5.3
1641497685.0,39.350785,-76.345613,5.3
1641497686.0,39.350788,-76.345575,5.3
1641497687.0,39.350789,-76.345534,5.3
1641497688.0,39.350793,-76.345493,5.4
1641497689.0,39.350797,-76.345449,5.4
1641497690.0,39.350808,-76.345404,5.3
1641497691.0,39.350812,-76.345357,5.3
1641497692.0,39.350814,-76.34531,5.3
1641497693.0,39.350817,-76.345266,5.3
1641497694.0,39.350825,-76.345222,5.3
1641497695.0,39.350829,-76.345179,5.5
