Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0506,0.8625,0.7592,0.7688,0.9700,0.7688,0.8421,0.9985,0.7606
2,0.0202,0.9399,0.3662,0.8982,0.9737,0.8982,0.9256,0.9870,0.8950
3,0.0153,0.9584,0.3603,0.9048,0.9742,0.9048,0.9299,0.9877,0.9019
4,0.0120,0.9687,0.3582,0.9011,0.9739,0.9011,0.9275,0.9862,0.8981
5,0.0118,0.9701,0.1866,0.9550,0.9797,0.9550,0.9632,0.9793,0.9541
6,0.0106,0.9738,0.1520,0.9602,0.9807,0.9602,0.9669,0.9770,0.9596
7,0.0103,0.9761,0.2149,0.9433,0.9779,0.9433,0.9551,0.9816,0.9420
8,0.0095,0.9767,0.1516,0.9670,0.9822,0.9670,0.9719,0.9739,0.9668
9,0.0080,0.9806,0.1591,0.9642,0.9818,0.9642,0.9699,0.9824,0.9636
10,0.0070,0.9822,0.1235,0.9719,0.9839,0.9719,0.9756,0.9801,0.9716
11,0.0094,0.9800,0.1501,0.9648,0.9820,0.9648,0.9703,0.9839,0.9642
12,0.0066,0.9837,0.1292,0.9696,0.9829,0.9696,0.9738,0.9724,0.9695
13,0.0103,0.9793,0.1045,0.9713,0.9835,0.9713,0.9751,0.9732,0.9713
14,0.0057,0.9856,0.1126,0.9763,0.9849,0.9763,0.9790,0.9655,0.9767
15,0.0057,0.9858,0.1628,0.9584,0.9804,0.9584,0.9656,0.9801,0.9576
16,0.0080,0.9802,0.1227,0.9729,0.9841,0.9729,0.9764,0.9762,0.9728
17,0.0052,0.9867,0.0987,0.9796,0.9863,0.9796,0.9816,0.9709,0.9799
18,0.0085,0.9821,0.2617,0.9541,0.9797,0.9541,0.9626,0.9831,0.9531
19,0.0067,0.9838,0.1261,0.9770,0.9854,0.9770,0.9796,0.9739,0.9771
20,0.0060,0.9863,0.1128,0.9764,0.9852,0.9764,0.9791,0.9739,0.9765
21,0.0067,0.9848,0.1603,0.9742,0.9844,0.9742,0.9774,0.9739,0.9742
22,0.0034,0.9911,0.0997,0.9853,0.9885,0.9853,0.9863,0.9517,0.9865
23,0.0031,0.9923,0.0968,0.9848,0.9884,0.9848,0.9859,0.9563,0.9858
24,0.0039,0.9919,0.0967,0.9850,0.9883,0.9850,0.9861,0.9479,0.9864
25,0.0031,0.9927,0.0915,0.9864,0.9892,0.9864,0.9872,0.9556,0.9875
26,0.0027,0.9937,0.0865,0.9894,0.9906,0.9894,0.9898,0.9326,0.9914
27,0.0041,0.9921,0.1241,0.9850,0.9883,0.9850,0.9861,0.9494,0.9863
28,0.0030,0.9926,0.1147,0.9855,0.9884,0.9855,0.9864,0.9441,0.9869
29,0.0025,0.9940,0.0984,0.9893,0.9907,0.9893,0.9898,0.9441,0.9909
30,0.0029,0.9932,0.1791,0.9785,0.9856,0.9785,0.9807,0.9594,0.9792
31,0.0020,0.9952,0.1123,0.9893,0.9906,0.9893,0.9898,0.9372,0.9912
32,0.0020,0.9953,0.1205,0.9883,0.9902,0.9883,0.9889,0.9502,0.9896
33,0.0018,0.9958,0.1221,0.9896,0.9907,0.9896,0.9900,0.9303,0.9917
34,0.0018,0.9958,0.1430,0.9907,0.9913,0.9907,0.9909,0.9211,0.9931
35,0.0017,0.9962,0.1440,0.9900,0.9911,0.9900,0.9904,0.9349,0.9920
36,0.0018,0.9960,0.1678,0.9901,0.9910,0.9901,0.9904,0.9310,0.9922
37,0.0016,0.9964,0.1665,0.9898,0.9909,0.9898,0.9902,0.9318,0.9919
38,0.0015,0.9964,0.1010,0.9909,0.9915,0.9909,0.9911,0.9249,0.9932
39,0.0017,0.9962,0.1476,0.9883,0.9901,0.9883,0.9889,0.9418,0.9900
40,0.0015,0.9965,0.1551,0.9900,0.9910,0.9900,0.9903,0.9333,0.9920
41,0.0015,0.9966,0.1477,0.9908,0.9916,0.9908,0.9911,0.9326,0.9929
42,0.0015,0.9968,0.1521,0.9899,0.9910,0.9899,0.9903,0.9356,0.9918
43,0.0012,0.9972,0.1528,0.9908,0.9914,0.9908,0.9911,0.9165,0.9935
44,0.0012,0.9973,0.1656,0.9911,0.9915,0.9911,0.9913,0.9103,0.9940
45,0.0011,0.9974,0.1608,0.9910,0.9917,0.9910,0.9912,0.9264,0.9933
46,0.0011,0.9974,0.1822,0.9909,0.9915,0.9909,0.9911,0.9234,0.9933
47,0.0012,0.9971,0.1828,0.9903,0.9911,0.9903,0.9906,0.9241,0.9927
48,0.0010,0.9976,0.1599,0.9912,0.9917,0.9912,0.9914,0.9195,0.9937
49,0.0010,0.9977,0.1983,0.9911,0.9916,0.9911,0.9913,0.9149,0.9938
50,0.0010,0.9976,0.2029,0.9912,0.9916,0.9912,0.9914,0.9126,0.9940
