epoch,sensor,filter_idx,freq_hz,w0
0,audio,0,20.0,6.0
0,audio,1,21.995437622070312,6.0
0,audio,2,24.189958572387695,6.0
0,audio,3,26.603425979614258,6.0
0,audio,4,29.2576961517334,6.0
0,audio,5,32.17679214477539,6.0
0,audio,6,35.387123107910156,6.0
0,audio,7,38.91775131225586,6.0
0,audio,8,42.8006477355957,6.0
0,audio,9,47.07094192504883,6.0
0,audio,10,51.76729202270508,6.0
0,audio,11,56.93220520019531,6.0
0,audio,12,62.61241149902344,6.0
0,audio,13,68.85936737060547,6.0
0,audio,14,75.7295913696289,6.0
0,audio,15,83.28524780273438,6.0
0,audio,16,91.59477233886719,6.0
0,audio,17,100.73330688476562,6.0
0,audio,18,110.78365325927734,6.0
0,audio,19,121.8366928100586,6.0
0,audio,20,133.99256896972656,6.0
0,audio,21,147.36126708984375,6.0
0,audio,22,162.06370544433594,6.0
0,audio,23,178.2331085205078,6.0
0,audio,24,196.01576232910156,6.0
0,audio,25,215.57252502441406,6.0
0,audio,26,237.08059692382812,6.0
0,audio,27,260.7345886230469,6.0
0,audio,28,286.7484436035156,6.0
0,audio,29,315.35784912109375,6.0
0,audio,30,346.8216857910156,6.0
0,audio,31,381.42462158203125,6.0
0,audio,32,419.48004150390625,6.0
0,audio,33,461.3323059082031,6.0
0,audio,34,507.3603515625,6.0
0,audio,35,557.9804077148438,6.0
0,audio,36,613.651123046875,6.0
0,audio,37,674.8763427734375,6.0
0,audio,38,742.2095336914062,6.0
0,audio,39,816.26123046875,6.0
0,audio,40,897.7007446289062,6.0
0,audio,41,987.26611328125,6.0
0,audio,42,1085.7674560546875,6.0
0,audio,43,1194.095947265625,6.0
0,audio,44,1313.233154296875,6.0
0,audio,45,1444.2562255859375,6.0
0,audio,46,1588.3525390625,6.0
0,audio,47,1746.825439453125,6.0
0,audio,48,1921.1085205078125,6.0
0,audio,49,2112.781005859375,6.0
0,audio,50,2323.576171875,6.0
0,audio,51,2555.40380859375,6.0
0,audio,52,2810.361572265625,6.0
0,audio,53,3090.75634765625,6.0
0,audio,54,3399.125,6.0
0,audio,55,3738.260498046875,6.0
0,audio,56,4111.236328125,6.0
0,audio,57,4521.41943359375,6.0
0,audio,58,4972.5283203125,6.0
0,audio,59,5468.6494140625,6.0
0,audio,60,6014.26318359375,6.0
0,audio,61,6614.31494140625,6.0
0,audio,62,7274.234375,6.0
0,audio,63,8000.001953125,6.0
0,seismic,0,1.9978084564208984,5.999170780181885
0,seismic,1,2.09737229347229,6.000061511993408
0,seismic,2,2.1991493701934814,5.999909400939941
0,seismic,3,2.305654525756836,5.999674320220947
0,seismic,4,2.4200873374938965,6.000581741333008
0,seismic,5,2.538485527038574,6.000636577606201
0,seismic,6,2.6594247817993164,5.99969482421875
0,seismic,7,2.7895092964172363,5.999954700469971
0,seismic,8,2.926024913787842,6.000210285186768
0,seismic,9,3.0684876441955566,6.0001420974731445
0,seismic,10,3.2205142974853516,6.000820636749268
0,seismic,11,3.37693190574646,6.000603675842285
0,seismic,12,3.5373570919036865,5.999842166900635
0,seismic,13,3.707704544067383,5.9992356300354
0,seismic,14,3.885240316390991,5.998499393463135
0,seismic,15,4.07759428024292,5.999142169952393
0,seismic,16,4.2809882164001465,6.000186920166016
0,seismic,17,4.484320640563965,5.999209880828857
0,seismic,18,4.7054829597473145,5.999807357788086
0,seismic,19,4.929522514343262,5.998879432678223
0,seismic,20,5.172166347503662,5.999277114868164
0,seismic,21,5.427063465118408,5.999767303466797
0,seismic,22,5.689526557922363,5.999539852142334
0,seismic,23,5.968076705932617,5.999768257141113
0,seismic,24,6.260261058807373,5.999975681304932
0,seismic,25,6.561863422393799,5.9994659423828125
0,seismic,26,6.877707004547119,5.9990620613098145
0,seismic,27,7.21926736831665,5.999837875366211
0,seismic,28,7.5693135261535645,5.99977970123291
0,seismic,29,7.932295799255371,5.999062538146973
0,seismic,30,8.324259757995605,5.999619483947754
0,seismic,31,8.73979663848877,6.000586986541748
0,seismic,32,9.169142723083496,6.000960826873779
0,seismic,33,9.623456954956055,6.001765727996826
0,seismic,34,10.08360767364502,6.00106143951416
0,seismic,35,10.561059951782227,6.000048637390137
0,seismic,36,11.070029258728027,5.999533653259277
0,seismic,37,11.614174842834473,5.999806880950928
0,seismic,38,12.188240051269531,6.000308036804199
0,seismic,39,12.780109405517578,6.000235557556152
0,seismic,40,13.401859283447266,6.000375270843506
0,seismic,41,14.04833698272705,5.999804973602295
0,seismic,42,14.71039867401123,5.998436450958252
0,seismic,43,15.452228546142578,5.999833106994629
0,seismic,44,16.210256576538086,5.999835014343262
0,seismic,45,16.999887466430664,6.000060558319092
0,seismic,46,17.819067001342773,5.999391078948975
0,seismic,47,18.672182083129883,5.999189853668213
0,seismic,48,19.63514518737793,6.001363754272461
0,seismic,49,20.573835372924805,6.000932693481445
0,seismic,50,21.592647552490234,6.001057147979736
0,seismic,51,22.617515563964844,6.000422954559326
0,seismic,52,23.710559844970703,5.999786376953125
0,seismic,53,24.86972999572754,6.000073432922363
0,seismic,54,26.083005905151367,5.999990940093994
0,seismic,55,27.3535099029541,6.0001068115234375
0,seismic,56,28.692180633544922,6.0001373291015625
0,seismic,57,30.047412872314453,5.9990458488464355
0,seismic,58,31.522109985351562,5.9991455078125
0,seismic,59,33.05373001098633,5.999028205871582
0,seismic,60,34.663814544677734,5.999113082885742
0,seismic,61,36.38703155517578,5.999912738800049
0,seismic,62,38.278892517089844,6.002506732940674
0,seismic,63,40.24504852294922,6.0049519538879395
1,audio,0,20.0,6.0
1,audio,1,21.995437622070312,6.0
1,audio,2,24.189958572387695,6.0
1,audio,3,26.603425979614258,6.0
1,audio,4,29.2576961517334,6.0
1,audio,5,32.17679214477539,6.0
1,audio,6,35.387123107910156,6.0
1,audio,7,38.91775131225586,6.0
1,audio,8,42.8006477355957,6.0
1,audio,9,47.07094192504883,6.0
1,audio,10,51.76729202270508,6.0
1,audio,11,56.93220520019531,6.0
1,audio,12,62.61241149902344,6.0
1,audio,13,68.85936737060547,6.0
1,audio,14,75.7295913696289,6.0
1,audio,15,83.28524780273438,6.0
1,audio,16,91.59477233886719,6.0
1,audio,17,100.73330688476562,6.0
1,audio,18,110.78365325927734,6.0
1,audio,19,121.8366928100586,6.0
1,audio,20,133.99256896972656,6.0
1,audio,21,147.36126708984375,6.0
1,audio,22,162.06370544433594,6.0
1,audio,23,178.2331085205078,6.0
1,audio,24,196.01576232910156,6.0
1,audio,25,215.57252502441406,6.0
1,audio,26,237.08059692382812,6.0
1,audio,27,260.7345886230469,6.0
1,audio,28,286.7484436035156,6.0
1,audio,29,315.35784912109375,6.0
1,audio,30,346.8216857910156,6.0
1,audio,31,381.42462158203125,6.0
1,audio,32,419.48004150390625,6.0
1,audio,33,461.3323059082031,6.0
1,audio,34,507.3603515625,6.0
1,audio,35,557.9804077148438,6.0
1,audio,36,613.651123046875,6.0
1,audio,37,674.8763427734375,6.0
1,audio,38,742.2095336914062,6.0
1,audio,39,816.26123046875,6.0
